TQ:Q, TS:S, q_pos, s_pos, q, s, d
6:0, 486:0, 0, 0, [], [], 0.000
6:0, 767:0, 0, 0, [], [], 0.000
6:0, 1657:0, 0, 0, [], [], 0.000
6:0, 1871:0, 0, 0, [], [], 0.000
6:0, 99934:0, 0, 0, [], [], 0.000
6:0, 9517:0, 1, 4, [], [], 0.184
6:0, 92667:0, 1, 6, [], [], 0.186
6:0, 24341:0, 1, 23, [], [], 0.188
6:0, 81491:0, 1, 16, [], [], 0.189
6:0, 13097:0, 1, 4, [], [], 0.195
6:0, 28332:0, 2, 15, [], [], 0.234
6:0, 38940:0, 2, 3, [], [], 0.240
6:0, 67946:0, 2, 11, [], [], 0.255
6:0, 73481:0, 2, 11, [], [], 0.257
6:0, 38472:0, 2, 1, [], [], 0.268
6:0, 6154:0, 3, 6, [], [], 0.140
6:0, 68905:0, 3, 37, [], [], 0.142
6:0, 95895:0, 3, 8, [], [], 0.160
6:0, 95605:0, 3, 5, [], [], 0.165
6:0, 28332:0, 3, 7, [], [], 0.191
6:0, 24341:0, 4, 32, [], [], 0.129
6:0, 37298:0, 4, 14, [], [], 0.174
6:0, 73481:0, 4, 11, [], [], 0.194
6:0, 54436:0, 4, 8, [], [], 0.222
6:0, 55340:0, 4, 7, [], [], 0.227
6:0, 96057:0, 5, 5, [], [], 0.127
6:0, 80700:0, 5, 4, [], [], 0.144
6:0, 19781:0, 5, 1, [], [], 0.161
6:0, 29325:0, 5, 1, [], [], 0.168
6:0, 65109:0, 5, 33, [], [], 0.168
6:0, 95605:0, 6, 8, [], [], 0.120
6:0, 50987:0, 6, 10, [], [], 0.206
6:0, 19187:0, 6, 1, [], [], 0.219
6:0, 673:0, 6, 2, [], [], 0.221
6:0, 95895:0, 6, 19, [], [], 0.221
6:0, 16622:0, 7, 68, [], [], 0.200
6:0, 13097:0, 7, 14, [], [], 0.219
6:0, 16622:0, 7, 64, [], [], 0.224
6:0, 24052:0, 7, 6, [], [], 0.225
6:0, 57993:0, 7, 9, [], [], 0.238
6:0, 17478:0, 8, 4, [], [], 0.319
6:0, 93539:0, 8, 7, [], [], 0.335
6:0, 81491:0, 8, 20, [], [], 0.367
6:0, 81491:0, 8, 21, [], [], 0.375
6:0, 98037:0, 8, 18, [], [], 0.378
