TQ:Q, TS:S, qindex, sindex, q, s, d
77637:6, 12:0, 0, 4, [], [], 0.000
77637:6, 12:6, 0, 4, [], [], 0.000
77637:6, 14:0, 0, 3, [], [], 0.000
77637:6, 34:0, 0, 3, [], [], 0.000
77637:6, 37:0, 0, 4, [], [], 0.000
77637:6, 37:6, 0, 4, [], [], 0.000
77637:6, 85:0, 0, 4, [], [], 0.000
77637:6, 85:6, 0, 4, [], [], 0.000
77637:6, 115:0, 0, 4, [], [], 0.000
77637:6, 115:6, 0, 4, [], [], 0.000
77637:6, 12:0, 1, 4, [], [], 0.000
77637:6, 12:6, 1, 4, [], [], 0.000
77637:6, 14:0, 1, 3, [], [], 0.000
77637:6, 34:0, 1, 3, [], [], 0.000
77637:6, 37:0, 1, 4, [], [], 0.000
77637:6, 37:6, 1, 4, [], [], 0.000
77637:6, 85:0, 1, 4, [], [], 0.000
77637:6, 85:6, 1, 4, [], [], 0.000
77637:6, 115:0, 1, 4, [], [], 0.000
77637:6, 115:6, 1, 4, [], [], 0.000
77637:6, 12:0, 2, 4, [], [], 0.000
77637:6, 12:6, 2, 4, [], [], 0.000
77637:6, 14:0, 2, 3, [], [], 0.000
77637:6, 34:0, 2, 3, [], [], 0.000
77637:6, 37:0, 2, 4, [], [], 0.000
77637:6, 37:6, 2, 4, [], [], 0.000
77637:6, 85:0, 2, 4, [], [], 0.000
77637:6, 85:6, 2, 4, [], [], 0.000
77637:6, 115:0, 2, 4, [], [], 0.000
77637:6, 115:6, 2, 4, [], [], 0.000
77637:6, 12:0, 3, 4, [], [], 0.000
77637:6, 12:6, 3, 4, [], [], 0.000
77637:6, 14:0, 3, 3, [], [], 0.000
77637:6, 34:0, 3, 3, [], [], 0.000
77637:6, 37:0, 3, 4, [], [], 0.000
77637:6, 37:6, 3, 4, [], [], 0.000
77637:6, 85:0, 3, 4, [], [], 0.000
77637:6, 85:6, 3, 4, [], [], 0.000
77637:6, 115:0, 3, 4, [], [], 0.000
77637:6, 115:6, 3, 4, [], [], 0.000
77637:6, 12:0, 4, 4, [], [], 0.000
77637:6, 12:6, 4, 4, [], [], 0.000
77637:6, 14:0, 4, 3, [], [], 0.000
77637:6, 34:0, 4, 3, [], [], 0.000
77637:6, 37:0, 4, 4, [], [], 0.000
77637:6, 37:6, 4, 4, [], [], 0.000
77637:6, 85:0, 4, 4, [], [], 0.000
77637:6, 85:6, 4, 4, [], [], 0.000
77637:6, 115:0, 4, 4, [], [], 0.000
77637:6, 115:6, 4, 4, [], [], 0.000
