TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:1, 69:1, 0, 0, [], [], 0.000
69:1, 163:1, 0, 3, [], [], 0.370
69:1, 1895:8, 0, 4, [], [], 0.370
69:1, 2382:17, 0, 8, [], [], 0.370
69:1, 87035:0, 0, 14, [], [], 0.370
69:1, 69:1, 1, 1, [], [], 0.000
69:1, 69:1, 1, 18, [], [], 0.484
69:1, 7068:1, 1, 24, [], [], 0.505
69:1, 87899:2, 1, 3, [], [], 0.535
69:1, 68905:4, 1, 365, [], [], 0.537
69:1, 69:1, 2, 2, [], [], 0.000
69:1, 43188:3, 2, 1, [], [], 0.260
69:1, 69681:3, 2, 23, [], [], 0.287
69:1, 87931:3, 2, 25, [], [], 0.287
69:1, 75864:5, 2, 789, [], [], 0.291
69:1, 69:1, 3, 3, [], [], 0.000
69:1, 21489:0, 3, 2, [], [], 0.220
69:1, 54658:2, 3, 135, [], [], 0.232
69:1, 52588:1, 3, 9, [], [], 0.237
69:1, 89889:1, 3, 25, [], [], 0.246
69:1, 69:1, 4, 4, [], [], 0.000
69:1, 75864:1, 4, 187, [], [], 0.388
69:1, 61224:1, 4, 12, [], [], 0.388
69:1, 89902:5, 4, 26, [], [], 0.395
69:1, 54387:3, 4, 2, [], [], 0.397
69:1, 69:1, 5, 5, [], [], 0.000
69:1, 68001:0, 5, 12, [], [], 0.351
69:1, 47891:0, 5, 10, [], [], 0.354
69:1, 30217:2, 5, 3, [], [], 0.367
69:1, 82457:3, 5, 10, [], [], 0.373
69:1, 69:1, 6, 6, [], [], 0.000
69:1, 52175:0, 6, 34, [], [], 0.213
69:1, 19480:4, 6, 33, [], [], 0.235
69:1, 33037:0, 6, 3, [], [], 0.236
69:1, 73195:8, 6, 156, [], [], 0.237
69:1, 69:1, 7, 7, [], [], 0.000
69:1, 68170:0, 7, 4, [], [], 0.557
69:1, 50010:2, 7, 5, [], [], 0.599
69:1, 71328:0, 7, 23, [], [], 0.610
69:1, 81006:0, 7, 37, [], [], 0.620
69:1, 69:1, 8, 8, [], [], 0.000
69:1, 71777:0, 8, 31, [], [], 0.325
69:1, 4656:1, 8, 19, [], [], 0.331
69:1, 98929:0, 8, 6, [], [], 0.341
