TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:0, 69:0, 0, 0, [], [], 0.000
69:0, 56194:0, 0, 24, [], [], 0.000
69:0, 94256:0, 0, 3, [], [], 0.000
69:0, 69:0, 0, 1, [], [], 0.204
69:0, 94256:0, 0, 4, [], [], 0.204
69:0, 69:0, 1, 1, [], [], 0.000
69:0, 36515:5, 1, 1, [], [], 0.000
69:0, 56194:0, 1, 25, [], [], 0.000
69:0, 92690:0, 1, 7, [], [], 0.000
69:0, 99848:8, 1, 0, [], [], 0.000
69:0, 69:0, 2, 2, [], [], 0.000
69:0, 56194:0, 2, 26, [], [], 0.000
69:0, 56276:8, 2, 1, [], [], 0.000
69:0, 94256:0, 2, 5, [], [], 0.000
69:0, 36515:5, 2, 9, [], [], 0.190
69:0, 69:0, 3, 3, [], [], 0.000
69:0, 36515:5, 3, 2, [], [], 0.000
69:0, 56194:0, 3, 27, [], [], 0.000
69:0, 94256:0, 3, 6, [], [], 0.000
69:0, 56194:0, 3, 30, [], [], 0.291
69:0, 69:0, 4, 4, [], [], 0.000
69:0, 36515:5, 4, 7, [], [], 0.000
69:0, 85627:2, 4, 3, [], [], 0.000
69:0, 92690:0, 4, 15, [], [], 0.000
69:0, 98024:1, 4, 578, [], [], 0.298
69:0, 69:0, 5, 5, [], [], 0.000
69:0, 36515:5, 5, 8, [], [], 0.000
69:0, 92690:0, 5, 16, [], [], 0.000
69:0, 36515:5, 5, 9, [], [], 0.191
69:0, 56194:0, 5, 6, [], [], 0.223
69:0, 69:0, 6, 6, [], [], 0.000
69:0, 40686:6, 6, 1, [], [], 0.000
69:0, 94256:0, 6, 17, [], [], 0.321
69:0, 48377:2, 6, 7, [], [], 0.359
69:0, 37642:4, 6, 15, [], [], 0.363
69:0, 69:0, 7, 7, [], [], 0.000
69:0, 1117:2, 7, 1, [], [], 0.000
69:0, 10053:2, 7, 3, [], [], 0.000
69:0, 13174:2, 7, 2, [], [], 0.000
69:0, 99848:8, 7, 0, [], [], 0.000
69:0, 69:0, 8, 8, [], [], 0.000
69:0, 16863:2, 8, 189, [], [], 0.422
69:0, 59802:2, 8, 410, [], [], 0.431
69:0, 97698:3, 8, 102, [], [], 0.446
69:0, 93806:1, 8, 3, [], [], 0.450
69:0, 69:0, 9, 9, [], [], 0.000
69:0, 67315:1, 9, 17, [], [], 0.473
69:0, 38141:3, 9, 3, [], [], 0.485
69:0, 14078:6, 9, 3, [], [], 0.493
69:0, 54817:1, 9, 7, [], [], 0.494
69:0, 69:0, 10, 10, [], [], 0.000
69:0, 96368:1, 10, 7, [], [], 0.687
69:0, 31720:0, 10, 10, [], [], 0.721
69:0, 51156:0, 10, 72, [], [], 0.736
69:0, 67365:0, 10, 35, [], [], 0.736
69:0, 69:0, 11, 11, [], [], 0.000
69:0, 57197:8, 11, 55, [], [], 0.718
69:0, 37761:3, 11, 0, [], [], 0.787
69:0, 54824:0, 11, 2, [], [], 0.808
69:0, 62351:0, 11, 37, [], [], 0.809
69:0, 69:0, 12, 12, [], [], 0.000
69:0, 53149:0, 12, 1, [], [], 0.776
69:0, 99162:5, 12, 12, [], [], 0.813
69:0, 26596:2, 12, 40, [], [], 0.819
69:0, 6137:3, 12, 20, [], [], 0.824
69:0, 69:0, 13, 13, [], [], 0.000
69:0, 26301:0, 13, 66, [], [], 0.637
69:0, 36912:13, 13, 81, [], [], 0.639
69:0, 78714:6, 13, 13, [], [], 0.639
69:0, 81849:5, 13, 5, [], [], 0.657
69:0, 69:0, 14, 14, [], [], 0.000
69:0, 98024:3, 14, 4, [], [], 0.764
69:0, 88083:1, 14, 0, [], [], 0.766
69:0, 96306:2, 14, 0, [], [], 0.766
69:0, 1708:0, 14, 1824, [], [], 0.785
69:0, 69:0, 15, 15, [], [], 0.000
69:0, 98979:8, 15, 11, [], [], 0.475
69:0, 38889:15, 15, 79, [], [], 0.482
69:0, 18540:4, 15, 17, [], [], 0.486
69:0, 69442:0, 15, 21, [], [], 0.489
69:0, 69:0, 16, 16, [], [], 0.000
69:0, 88618:6, 16, 4, [], [], 0.414
69:0, 15508:4, 16, 3, [], [], 0.423
69:0, 65109:0, 16, 83, [], [], 0.433
69:0, 6418:1, 16, 0, [], [], 0.457
69:0, 69:0, 17, 17, [], [], 0.000
69:0, 18342:1, 17, 7, [], [], 0.528
69:0, 20490:2, 17, 0, [], [], 0.602
69:0, 103:3, 17, 0, [], [], 0.622
69:0, 90151:4, 17, 6, [], [], 0.622
69:0, 69:0, 18, 18, [], [], 0.000
69:0, 17689:6, 18, 16, [], [], 0.878
69:0, 47708:6, 18, 22, [], [], 0.878
69:0, 65751:7, 18, 27, [], [], 0.878
69:0, 35286:1, 18, 1, [], [], 0.878
69:0, 69:0, 19, 19, [], [], 0.000
69:0, 17956:7, 19, 20, [], [], 0.431
69:0, 77169:4, 19, 20, [], [], 0.431
69:0, 26301:0, 19, 779, [], [], 0.478
69:0, 47254:0, 19, 7, [], [], 0.496
69:0, 69:0, 20, 20, [], [], 0.000
69:0, 14123:1, 20, 24, [], [], 0.655
69:0, 31403:4, 20, 35, [], [], 0.685
69:0, 57541:4, 20, 26, [], [], 0.685
69:0, 82401:4, 20, 33, [], [], 0.685
69:0, 69:0, 21, 21, [], [], 0.000
69:0, 68601:2, 21, 6, [], [], 0.962
69:0, 70941:2, 21, 4, [], [], 0.962
69:0, 86955:0, 21, 20, [], [], 0.998
69:0, 61007:0, 21, 93, [], [], 1.026
69:0, 69:0, 22, 22, [], [], 0.000
