TQ:Q, TS:S, qindex, sindex, q, s, d
104:1, 2:1, 0, 0, [], [], 0.000
104:1, 2:1, 0, 0, [], [], 0.367
104:1, 2:1, 0, 0, [], [], 0.426
104:1, 2:1, 0, 0, [], [], 0.429
104:1, 2:1, 0, 0, [], [], 0.429
104:1, 2:1, 0, 0, [], [], 0.435
104:1, 2:1, 0, 0, [], [], 0.435
104:1, 2:1, 0, 0, [], [], 0.439
104:1, 2:1, 0, 0, [], [], 0.440
104:1, 2:1, 0, 0, [], [], 0.441
104:1, 2:1, 0, 0, [], [], 0.443
104:1, 2:1, 0, 0, [], [], 0.448
104:1, 2:1, 0, 0, [], [], 0.448
104:1, 2:1, 0, 0, [], [], 0.448
104:1, 2:1, 0, 0, [], [], 0.450
104:1, 2:1, 0, 0, [], [], 0.450
104:1, 2:1, 0, 0, [], [], 0.452
104:1, 2:1, 0, 0, [], [], 0.452
104:1, 2:1, 0, 0, [], [], 0.452
104:1, 2:1, 0, 0, [], [], 0.452
104:1, 2:1, 0, 0, [], [], 0.452
104:1, 2:1, 0, 0, [], [], 0.453
104:1, 2:1, 0, 0, [], [], 0.453
104:1, 2:1, 0, 0, [], [], 0.454
104:1, 2:1, 0, 0, [], [], 0.454
104:1, 2:1, 0, 0, [], [], 0.455
104:1, 2:1, 0, 0, [], [], 0.458
104:1, 2:1, 0, 0, [], [], 0.458
104:1, 2:1, 0, 0, [], [], 0.458
104:1, 2:1, 0, 0, [], [], 0.459
104:1, 2:1, 0, 0, [], [], 0.459
104:1, 2:1, 0, 0, [], [], 0.460
104:1, 2:1, 0, 0, [], [], 0.460
104:1, 2:1, 0, 0, [], [], 0.461
104:1, 2:1, 0, 0, [], [], 0.463
104:1, 2:1, 0, 0, [], [], 0.464
104:1, 2:1, 0, 0, [], [], 0.467
104:1, 2:1, 0, 0, [], [], 0.468
104:1, 2:1, 0, 0, [], [], 0.469
104:1, 2:1, 0, 0, [], [], 0.470
104:1, 2:1, 0, 0, [], [], 0.470
104:1, 2:1, 0, 0, [], [], 0.470
104:1, 2:1, 0, 0, [], [], 0.471
104:1, 2:1, 0, 0, [], [], 0.471
104:1, 2:1, 0, 0, [], [], 0.471
104:1, 2:1, 0, 0, [], [], 0.471
104:1, 2:1, 0, 0, [], [], 0.473
104:1, 2:1, 0, 0, [], [], 0.473
104:1, 2:1, 0, 0, [], [], 0.474
104:1, 2:1, 0, 0, [], [], 0.474
104:1, 2:1, 0, 0, [], [], 0.474
104:1, 2:1, 0, 0, [], [], 0.475
104:1, 2:1, 0, 0, [], [], 0.475
104:1, 2:1, 0, 0, [], [], 0.476
104:1, 2:1, 0, 0, [], [], 0.477
104:1, 2:1, 0, 0, [], [], 0.477
104:1, 2:1, 0, 0, [], [], 0.477
104:1, 2:1, 0, 0, [], [], 0.477
104:1, 2:1, 0, 0, [], [], 0.477
104:1, 2:1, 0, 0, [], [], 0.478
104:1, 2:1, 0, 0, [], [], 0.478
104:1, 2:1, 0, 0, [], [], 0.479
104:1, 2:1, 0, 0, [], [], 0.479
104:1, 2:1, 0, 0, [], [], 0.479
104:1, 2:1, 0, 0, [], [], 0.480
104:1, 2:1, 0, 0, [], [], 0.480
104:1, 2:1, 0, 0, [], [], 0.480
104:1, 2:1, 0, 0, [], [], 0.481
104:1, 2:1, 0, 0, [], [], 0.481
104:1, 2:1, 0, 0, [], [], 0.481
104:1, 2:1, 0, 0, [], [], 0.482
104:1, 2:1, 0, 0, [], [], 0.482
104:1, 2:1, 0, 0, [], [], 0.482
104:1, 2:1, 0, 0, [], [], 0.483
104:1, 2:1, 0, 0, [], [], 0.483
104:1, 2:1, 0, 0, [], [], 0.483
104:1, 2:1, 0, 0, [], [], 0.484
104:1, 2:1, 0, 0, [], [], 0.484
104:1, 2:1, 0, 0, [], [], 0.484
104:1, 2:1, 0, 0, [], [], 0.484
104:1, 2:1, 0, 0, [], [], 0.484
104:1, 2:1, 0, 0, [], [], 0.485
104:1, 2:1, 0, 0, [], [], 0.485
104:1, 2:1, 0, 0, [], [], 0.486
104:1, 2:1, 0, 0, [], [], 0.486
104:1, 2:1, 0, 0, [], [], 0.486
104:1, 2:1, 0, 0, [], [], 0.486
104:1, 2:1, 0, 0, [], [], 0.486
104:1, 2:1, 0, 0, [], [], 0.487
104:1, 2:1, 0, 0, [], [], 0.487
104:1, 2:1, 0, 0, [], [], 0.487
104:1, 2:1, 0, 0, [], [], 0.487
104:1, 2:1, 0, 0, [], [], 0.488
104:1, 2:1, 0, 0, [], [], 0.488
104:1, 2:1, 0, 0, [], [], 0.488
104:1, 2:1, 0, 0, [], [], 0.489
104:1, 2:1, 0, 0, [], [], 0.489
104:1, 2:1, 0, 0, [], [], 0.489
104:1, 2:1, 0, 0, [], [], 0.489
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.490
104:1, 2:1, 0, 0, [], [], 0.491
104:1, 2:1, 0, 0, [], [], 0.491
104:1, 2:1, 0, 0, [], [], 0.491
104:1, 2:1, 0, 0, [], [], 0.492
104:1, 2:1, 0, 0, [], [], 0.492
104:1, 2:1, 0, 0, [], [], 0.492
104:1, 2:1, 0, 0, [], [], 0.492
104:1, 2:1, 0, 0, [], [], 0.492
