TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:0, 69:0, 0, 0, [], [], 0.000
69:0, 56194:0, 0, 24, [], [], 0.000
69:0, 99848:8, 0, 0, [], [], 0.000
69:0, 69:0, 1, 1, [], [], 0.000
69:0, 36515:5, 1, 1, [], [], 0.000
69:0, 99848:8, 1, 0, [], [], 0.000
69:0, 69:0, 2, 2, [], [], 0.000
69:0, 56194:0, 2, 26, [], [], 0.000
69:0, 99848:8, 2, 0, [], [], 0.000
69:0, 69:0, 3, 3, [], [], 0.000
69:0, 36515:5, 3, 2, [], [], 0.000
69:0, 99848:8, 3, 0, [], [], 0.000
69:0, 69:0, 4, 4, [], [], 0.000
69:0, 36515:5, 4, 7, [], [], 0.000
69:0, 99848:8, 4, 0, [], [], 0.000
69:0, 69:0, 5, 5, [], [], 0.000
69:0, 36515:5, 5, 8, [], [], 0.000
69:0, 99848:8, 5, 0, [], [], 0.000
69:0, 69:0, 6, 6, [], [], 0.000
69:0, 40686:6, 6, 1, [], [], 0.000
69:0, 94256:0, 6, 17, [], [], 0.321
69:0, 69:0, 7, 7, [], [], 0.000
69:0, 1117:2, 7, 1, [], [], 0.000
69:0, 99848:8, 7, 0, [], [], 0.000
69:0, 69:0, 8, 8, [], [], 0.000
69:0, 16863:2, 8, 189, [], [], 0.422
69:0, 59802:2, 8, 410, [], [], 0.431
69:0, 69:0, 9, 9, [], [], 0.000
69:0, 67315:1, 9, 17, [], [], 0.473
69:0, 38141:3, 9, 3, [], [], 0.485
69:0, 69:0, 10, 10, [], [], 0.000
69:0, 96368:1, 10, 7, [], [], 0.687
69:0, 31720:0, 10, 10, [], [], 0.721
69:0, 69:0, 11, 11, [], [], 0.000
69:0, 57197:8, 11, 55, [], [], 0.718
69:0, 38148:5, 11, 2, [], [], 0.787
69:0, 69:0, 12, 12, [], [], 0.000
69:0, 53149:0, 12, 1, [], [], 0.776
69:0, 99162:5, 12, 12, [], [], 0.813
69:0, 69:0, 13, 13, [], [], 0.000
69:0, 26301:0, 13, 66, [], [], 0.637
69:0, 78714:6, 13, 13, [], [], 0.639
69:0, 69:0, 14, 14, [], [], 0.000
69:0, 98024:3, 14, 4, [], [], 0.764
69:0, 41451:5, 14, 38, [], [], 0.766
69:0, 69:0, 15, 15, [], [], 0.000
69:0, 98979:8, 15, 11, [], [], 0.475
69:0, 38889:15, 15, 79, [], [], 0.482
69:0, 69:0, 16, 16, [], [], 0.000
69:0, 88618:6, 16, 4, [], [], 0.414
69:0, 75961:2, 16, 45, [], [], 0.423
69:0, 69:0, 17, 17, [], [], 0.000
69:0, 18342:1, 17, 7, [], [], 0.528
69:0, 7248:0, 17, 238, [], [], 0.602
69:0, 69:0, 18, 18, [], [], 0.000
69:0, 17689:6, 18, 16, [], [], 0.878
69:0, 35286:1, 18, 1, [], [], 0.878
69:0, 69:0, 19, 19, [], [], 0.000
69:0, 17956:7, 19, 20, [], [], 0.431
69:0, 46704:0, 19, 37, [], [], 0.431
69:0, 69:0, 20, 20, [], [], 0.000
69:0, 14123:1, 20, 24, [], [], 0.655
69:0, 82401:4, 20, 33, [], [], 0.685
69:0, 69:0, 21, 21, [], [], 0.000
69:0, 68601:2, 21, 6, [], [], 0.962
69:0, 70941:2, 21, 4, [], [], 0.962
69:0, 69:0, 22, 22, [], [], 0.000
69:0, 51704:0, 22, 3, [], [], 0.314
69:0, 47416:2, 22, 43, [], [], 0.333
69:0, 69:0, 23, 23, [], [], 0.000
69:0, 2152:0, 23, 45, [], [], 0.419
69:0, 30348:4, 23, 363, [], [], 0.419
69:0, 69:0, 24, 24, [], [], 0.000
69:0, 21574:0, 24, 9, [], [], 0.000
69:0, 99848:3, 24, 2, [], [], 0.000
69:0, 69:0, 25, 25, [], [], 0.000
69:0, 21574:0, 25, 10, [], [], 0.000
69:0, 99848:8, 25, 0, [], [], 0.000
69:0, 69:0, 26, 26, [], [], 0.000
69:0, 66946:0, 26, 1, [], [], 0.418
69:0, 63714:3, 26, 207, [], [], 0.470
69:0, 69:0, 27, 27, [], [], 0.000
69:0, 7115:2, 27, 297, [], [], 0.736
69:0, 72710:4, 27, 789, [], [], 0.754
69:0, 69:0, 28, 28, [], [], 0.000
69:0, 53901:1, 28, 45, [], [], 0.961
69:0, 41278:3, 28, 8, [], [], 0.977
69:0, 69:0, 29, 29, [], [], 0.000
69:0, 84959:0, 29, 9, [], [], 0.599
69:0, 75322:0, 29, 12, [], [], 0.617
69:0, 69:0, 30, 30, [], [], 0.000
69:0, 9967:3, 30, 36, [], [], 0.152
69:0, 93969:6, 30, 83, [], [], 0.185
69:0, 69:0, 31, 31, [], [], 0.000
69:0, 59608:4, 31, 10, [], [], 0.192
69:0, 6707:2, 31, 21, [], [], 0.198
69:0, 69:0, 32, 32, [], [], 0.000
69:0, 11834:1, 32, 12, [], [], 0.802
69:0, 71021:0, 32, 21, [], [], 0.802
69:0, 69:0, 33, 33, [], [], 0.000
69:0, 94536:2, 33, 2, [], [], 0.405
69:0, 97259:1, 33, 12, [], [], 0.412
69:0, 69:0, 34, 34, [], [], 0.000
69:0, 69:0, 34, 43, [], [], 0.203
69:0, 69:0, 34, 44, [], [], 0.210
69:0, 69:0, 35, 35, [], [], 0.000
69:0, 69:0, 35, 39, [], [], 0.177
69:0, 36092:2, 35, 35, [], [], 0.208
69:0, 69:0, 36, 36, [], [], 0.000
69:0, 69:0, 36, 37, [], [], 0.126
69:0, 36092:2, 36, 35, [], [], 0.126
69:0, 69:0, 37, 37, [], [], 0.000
