k,d,recall,time
1959,0.359450,1.000000,1.596116
1960,0.359450,1.000000,1.596116
1961,0.359453,1.000000,1.596116
1962,0.359456,1.000000,1.596116
1963,0.359461,1.000000,1.596116
1964,0.359461,1.000000,1.596116
1965,0.359470,1.000000,1.596116
1966,0.359480,1.000000,1.596116
1967,0.359524,1.000000,1.596116
1968,0.359586,1.000000,1.596116
1969,0.359635,1.000000,1.596116
1970,0.359647,1.000000,1.596116
1971,0.359647,1.000000,1.596116
1972,0.359770,1.000000,1.596116
1973,0.359830,1.000000,1.596116
1974,0.359841,1.000000,1.596116
1975,0.359854,1.000000,1.596116
1976,0.359880,1.000000,1.596116
1977,0.359880,1.000000,1.596116
1978,0.359888,1.000000,1.596116
1979,0.359916,1.000000,1.596116
1980,0.359952,1.000000,1.596116
1981,0.359976,1.000000,1.596116
1982,0.360086,1.000000,1.596116
1983,0.360098,1.000000,1.596116
1984,0.360098,1.000000,1.596116
1985,0.360175,1.000000,1.596116
1986,0.360177,1.000000,1.596116
1987,0.360228,1.000000,1.596116
1988,0.360230,1.000000,1.596116
1989,0.360236,1.000000,1.596116
1990,0.360237,1.000000,1.596116
1991,0.360284,1.000000,1.596117
1992,0.360319,1.000000,1.596117
1993,0.360349,1.000000,1.596117
1994,0.360349,1.000000,1.596117
1995,0.360349,1.000000,1.596117
1996,0.360349,1.000000,1.596117
1997,0.360349,1.000000,1.596117
1998,0.360349,1.000000,1.596117
1999,0.360349,1.000000,1.596117
2000,0.360349,1.000000,1.596117
2001,0.360349,1.000000,1.596117
2002,0.360349,1.000000,1.596117
2003,0.360349,1.000000,1.596117
2004,0.360349,1.000000,1.596117
2005,0.360349,1.000000,1.596118
2006,0.360349,1.000000,1.596118
2007,0.360359,1.000000,1.596118
2008,0.360386,1.000000,1.596118
2009,0.360397,1.000000,1.596118
2010,0.360397,1.000000,1.596118
2011,0.360397,1.000000,1.596118
2012,0.360397,1.000000,1.596118
2013,0.360397,1.000000,1.596118
2014,0.360397,1.000000,1.596118
2015,0.360423,1.000000,1.596118
2016,0.360425,1.000000,1.596118
2017,0.360442,1.000000,1.596118
2018,0.360462,1.000000,1.596118
2019,0.360521,1.000000,1.596118
2020,0.360523,1.000000,1.596118
2021,0.360523,1.000000,1.596118
2022,0.360523,1.000000,1.596118
2023,0.360523,1.000000,1.596118
2024,0.360523,1.000000,1.596118
2025,0.360523,1.000000,1.596118
2026,0.360551,1.000000,1.596118
2027,0.360565,1.000000,1.596118
2028,0.360596,1.000000,1.596118
2029,0.360643,1.000000,1.596118
2030,0.360674,1.000000,1.596118
2031,0.360679,1.000000,1.596118
2032,0.360679,1.000000,1.596118
2033,0.360679,1.000000,1.596118
2034,0.360679,1.000000,1.596118
2035,0.360679,1.000000,1.596118
2036,0.360679,1.000000,1.596118
2037,0.360685,1.000000,1.596118
2038,0.360690,1.000000,1.596118
2039,0.360721,1.000000,1.596118
2040,0.360807,1.000000,1.596118
2041,0.360859,1.000000,1.596118
2042,0.360873,1.000000,1.596118
2043,0.360911,1.000000,1.596118
2044,0.360962,1.000000,1.596118
2045,0.360962,1.000000,1.596118
2046,0.360977,1.000000,1.596118
2047,0.361042,1.000000,1.596118
2048,0.361049,1.000000,1.596118
2049,0.361084,1.000000,1.596118
2050,0.361106,1.000000,1.596118
2051,0.361127,1.000000,1.596118
2052,0.361182,1.000000,1.596118
2053,0.361213,1.000000,1.596118
2054,0.361231,1.000000,1.596118
2055,0.361234,1.000000,1.596118
2056,0.361260,1.000000,1.596118
2057,0.361260,1.000000,1.596118
2058,0.361260,1.000000,1.596118
2059,0.361363,1.000000,1.596118
2060,0.361398,1.000000,1.596118
2061,0.361408,1.000000,1.596118
2062,0.361525,1.000000,1.596118
2063,0.361589,1.000000,1.596119
2064,0.361589,1.000000,1.596119
2065,0.361600,1.000000,1.596119
2066,0.361600,1.000000,1.596119
2067,0.361600,1.000000,1.596119
2068,0.361600,1.000000,1.596119
2069,0.361600,1.000000,1.596119
2070,0.361600,1.000000,1.596119
2071,0.361600,1.000000,1.596119
2072,0.361626,1.000000,1.596119
2073,0.361626,1.000000,1.596119
2074,0.361626,1.000000,1.596119
2075,0.361626,1.000000,1.596119
2076,0.361688,1.000000,1.596119
2077,0.361732,1.000000,1.596119
2078,0.361740,1.000000,1.596119
2079,0.361791,1.000000,1.596119
2080,0.361862,1.000000,1.596119
2081,0.361862,1.000000,1.596119
2082,0.361862,1.000000,1.596119
2083,0.361862,1.000000,1.596119
2084,0.361862,1.000000,1.596119
2085,0.361896,1.000000,1.596119
2086,0.361956,1.000000,1.596119
2087,0.361956,1.000000,1.596119
2088,0.361958,1.000000,1.596119
2089,0.361959,1.000000,1.596119
2090,0.362012,1.000000,1.596119
2091,0.362028,1.000000,1.596119
2092,0.362074,1.000000,1.596119
2093,0.362077,1.000000,1.596119
2094,0.362089,1.000000,1.596119
2095,0.362128,1.000000,1.596119
2096,0.362131,1.000000,1.596119
2097,0.362132,1.000000,1.596119
2098,0.362188,1.000000,1.596119
2099,0.362235,1.000000,1.596119
2100,0.362260,1.000000,1.596119
2101,0.362276,1.000000,1.596119
2102,0.362378,1.000000,1.596119
2103,0.362383,1.000000,1.596119
2104,0.362396,1.000000,1.596119
2105,0.362412,1.000000,1.596119
2106,0.362414,1.000000,1.596119
2107,0.362416,1.000000,1.596120
2108,0.362460,1.000000,1.596120
2109,0.362481,1.000000,1.596120
2110,0.362558,1.000000,1.596120
2111,0.362576,1.000000,1.596120
2112,0.362597,1.000000,1.596120
2113,0.362625,1.000000,1.596120
2114,0.362651,1.000000,1.596120
2115,0.362690,1.000000,1.596120
2116,0.362731,1.000000,1.596120
2117,0.362752,1.000000,1.596120
2118,0.362754,1.000000,1.596120
2119,0.362759,1.000000,1.596120
2120,0.362810,1.000000,1.596120
2121,0.362860,1.000000,1.596120
2122,0.362883,1.000000,1.596120
2123,0.362929,1.000000,1.596120
2124,0.362948,1.000000,1.596120
2125,0.362967,1.000000,1.596121
2126,0.362967,1.000000,1.596121
2127,0.362967,1.000000,1.596121
2128,0.362967,1.000000,1.596121
2129,0.362967,1.000000,1.596121
2130,0.362967,1.000000,1.596121
2131,0.362967,1.000000,1.596121
2132,0.362967,1.000000,1.596121
2133,0.362967,1.000000,1.596121
2134,0.362967,1.000000,1.596121
2135,0.362967,1.000000,1.596121
2136,0.362967,1.000000,1.596121
2137,0.362967,1.000000,1.596121
2138,0.362967,1.000000,1.596121
2139,0.362967,1.000000,1.596121
2140,0.362967,1.000000,1.596121
2141,0.362988,1.000000,1.596121
2142,0.363036,1.000000,1.596121
2143,0.363104,1.000000,1.596121
2144,0.363115,1.000000,1.596121
2145,0.363115,1.000000,1.596121
2146,0.363166,1.000000,1.596121
2147,0.363185,1.000000,1.596121
2148,0.363208,1.000000,1.596121
2149,0.363233,1.000000,1.596121
2150,0.363245,1.000000,1.596121
2151,0.363245,1.000000,1.596121
2152,0.363245,1.000000,1.596121
2153,0.363245,1.000000,1.596121
2154,0.363245,1.000000,1.596121
2155,0.363254,1.000000,1.596121
2156,0.363319,1.000000,1.596121
2157,0.363319,1.000000,1.596121
2158,0.363319,1.000000,1.596121
2159,0.363319,1.000000,1.596121
2160,0.363334,1.000000,1.596121
2161,0.363382,1.000000,1.596121
2162,0.363385,1.000000,1.596121
2163,0.363465,1.000000,1.596121
2164,0.363465,1.000000,1.596121
2165,0.363465,1.000000,1.596121
2166,0.363465,1.000000,1.596122
2167,0.363465,1.000000,1.596122
2168,0.363465,1.000000,1.596122
2169,0.363465,1.000000,1.596122
2170,0.363465,1.000000,1.596122
2171,0.363465,1.000000,1.596122
2172,0.363465,1.000000,1.596122
2173,0.363465,1.000000,1.596122
2174,0.363465,1.000000,1.596122
2175,0.363465,1.000000,1.596122
2176,0.363465,1.000000,1.596122
2177,0.363465,1.000000,1.596122
2178,0.363465,1.000000,1.596122
2179,0.363465,1.000000,1.596122
2180,0.363465,1.000000,1.596122
2181,0.363465,1.000000,1.596122
2182,0.363465,1.000000,1.596122
2183,0.363465,1.000000,1.596122
2184,0.363465,1.000000,1.596122
2185,0.363465,1.000000,1.596122
2186,0.363465,1.000000,1.596122
2187,0.363465,1.000000,1.596122
2188,0.363465,1.000000,1.596122
2189,0.363465,1.000000,1.596122
2190,0.363465,1.000000,1.596122
2191,0.363465,1.000000,1.596122
2192,0.363465,1.000000,1.596122
2193,0.363465,1.000000,1.596122
2194,0.363465,1.000000,1.596122
2195,0.363465,1.000000,1.596122
2196,0.363465,1.000000,1.596122
2197,0.363465,1.000000,1.596122
2198,0.363465,1.000000,1.596122
2199,0.363465,1.000000,1.596122
2200,0.363465,1.000000,1.596122
2201,0.363465,1.000000,1.596122
2202,0.363465,1.000000,1.596122
2203,0.363465,1.000000,1.596122
2204,0.363465,1.000000,1.596122
2205,0.363465,1.000000,1.596123
2206,0.363465,1.000000,1.596123
2207,0.363465,1.000000,1.596123
2208,0.363465,1.000000,1.596123
2209,0.363465,1.000000,1.596123
2210,0.363465,1.000000,1.596123
2211,0.363465,1.000000,1.596123
2212,0.363465,1.000000,1.596123
2213,0.363465,1.000000,1.596123
2214,0.363465,1.000000,1.596123
2215,0.363465,1.000000,1.596123
2216,0.363465,1.000000,1.596123
2217,0.363465,1.000000,1.596123
2218,0.363465,1.000000,1.596123
2219,0.363465,1.000000,1.596123
2220,0.363465,1.000000,1.596123
2221,0.363465,1.000000,1.596123
2222,0.363465,1.000000,1.596123
2223,0.363465,1.000000,1.596123
2224,0.363465,1.000000,1.596124
2225,0.363465,1.000000,1.596124
2226,0.363465,1.000000,1.596124
2227,0.363465,1.000000,1.596124
2228,0.363465,1.000000,1.596124
2229,0.363465,1.000000,1.596124
2230,0.363465,1.000000,1.596124
2231,0.363465,1.000000,1.596124
2232,0.363465,1.000000,1.596124
2233,0.363465,1.000000,1.596124
2234,0.363465,1.000000,1.596124
2235,0.363465,1.000000,1.596124
2236,0.363465,1.000000,1.596124
2237,0.363465,1.000000,1.596124
2238,0.363465,1.000000,1.596124
2239,0.363465,1.000000,1.596124
2240,0.363465,1.000000,1.596124
2241,0.363465,1.000000,1.596124
2242,0.363465,1.000000,1.596124
2243,0.363465,1.000000,1.596124
2244,0.363465,1.000000,1.596124
2245,0.363465,1.000000,1.596124
2246,0.363465,1.000000,1.596124
2247,0.363465,1.000000,1.596124
2248,0.363465,1.000000,1.596124
2249,0.363465,1.000000,1.596124
2250,0.363465,1.000000,1.596124
2251,0.363465,1.000000,1.596124
2252,0.363465,1.000000,1.596124
2253,0.363465,1.000000,1.596124
2254,0.363465,1.000000,1.596124
2255,0.363465,1.000000,1.596124
2256,0.363465,1.000000,1.596124
2257,0.363465,1.000000,1.596124
2258,0.363465,1.000000,1.596124
2259,0.363465,1.000000,1.596124
2260,0.363465,1.000000,1.596124
2261,0.363465,1.000000,1.596124
2262,0.363465,1.000000,1.596124
2263,0.363465,1.000000,1.596124
2264,0.363465,1.000000,1.596124
2265,0.363465,1.000000,1.596125
2266,0.363465,1.000000,1.596125
2267,0.363465,1.000000,1.596125
2268,0.363465,1.000000,1.596125
2269,0.363465,1.000000,1.596125
2270,0.363465,1.000000,1.596125
2271,0.363465,1.000000,1.596125
2272,0.363465,1.000000,1.596125
2273,0.363465,1.000000,1.596125
2274,0.363465,1.000000,1.596125
2275,0.363465,1.000000,1.596125
2276,0.363465,1.000000,1.596125
2277,0.363465,1.000000,1.596125
2278,0.363465,1.000000,1.596125
2279,0.363465,1.000000,1.596125
2280,0.363465,1.000000,1.596125
2281,0.363465,1.000000,1.596125
2282,0.363465,1.000000,1.596125
2283,0.363465,1.000000,1.596125
2284,0.363465,1.000000,1.596125
2285,0.363465,1.000000,1.596125
2286,0.363465,1.000000,1.596125
2287,0.363465,1.000000,1.596125
2288,0.363465,1.000000,1.596125
2289,0.363465,1.000000,1.596125
2290,0.363465,1.000000,1.596125
2291,0.363465,1.000000,1.596125
2292,0.363628,1.000000,1.596125
2293,0.363633,1.000000,1.596125
2294,0.363673,1.000000,1.596125
2295,0.363686,1.000000,1.596125
2296,0.363698,1.000000,1.596125
2297,0.363726,1.000000,1.596125
2298,0.363775,1.000000,1.596125
2299,0.363775,1.000000,1.596125
2300,0.363803,1.000000,1.596125
2301,0.363804,1.000000,1.596125
2302,0.363838,1.000000,1.596125
2303,0.363888,1.000000,1.596125
2304,0.363892,1.000000,1.596125
2305,0.363895,1.000000,1.596125
2306,0.363898,1.000000,1.596125
2307,0.363898,1.000000,1.596125
2308,0.363898,1.000000,1.596125
2309,0.363928,1.000000,1.596125
2310,0.363951,1.000000,1.596125
2311,0.363966,1.000000,1.596125
2312,0.364002,1.000000,1.596125
2313,0.364008,1.000000,1.596125
2314,0.364059,1.000000,1.596125
2315,0.364103,1.000000,1.596125
2316,0.364125,1.000000,1.596125
2317,0.364125,1.000000,1.596125
2318,0.364125,1.000000,1.596125
2319,0.364125,1.000000,1.596125
2320,0.364125,1.000000,1.596125
2321,0.364125,1.000000,1.596125
2322,0.364190,1.000000,1.596125
2323,0.364249,1.000000,1.596125
2324,0.364251,1.000000,1.596125
2325,0.364286,1.000000,1.596125
2326,0.364286,1.000000,1.596125
2327,0.364299,1.000000,1.596125
2328,0.364350,1.000000,1.596125
2329,0.364350,1.000000,1.596125
2330,0.364384,1.000000,1.596125
2331,0.364393,1.000000,1.596125
2332,0.364397,1.000000,1.596125
2333,0.364459,1.000000,1.596125
2334,0.364459,1.000000,1.596125
2335,0.364478,1.000000,1.596125
2336,0.364523,1.000000,1.596125
2337,0.364534,1.000000,1.596125
2338,0.364534,1.000000,1.596125
2339,0.364563,1.000000,1.596125
2340,0.364577,1.000000,1.596125
2341,0.364582,1.000000,1.596126
2342,0.364585,1.000000,1.596126
2343,0.364594,1.000000,1.596126
2344,0.364599,1.000000,1.596126
2345,0.364614,1.000000,1.596126
2346,0.364615,1.000000,1.596126
2347,0.364667,1.000000,1.596126
2348,0.364728,1.000000,1.596126
2349,0.364764,1.000000,1.596126
2350,0.364764,1.000000,1.596126
2351,0.364764,1.000000,1.596126
2352,0.364764,1.000000,1.596126
2353,0.364764,1.000000,1.596126
2354,0.364764,1.000000,1.596126
2355,0.364764,1.000000,1.596126
2356,0.364764,1.000000,1.596126
2357,0.364764,1.000000,1.596126
2358,0.364764,1.000000,1.596126
2359,0.364764,1.000000,1.596126
2360,0.364764,1.000000,1.596126
2361,0.364764,1.000000,1.596126
2362,0.364764,1.000000,1.596126
2363,0.364764,1.000000,1.596126
2364,0.364764,1.000000,1.596126
2365,0.364764,1.000000,1.596126
2366,0.364764,1.000000,1.596126
2367,0.364764,1.000000,1.596126
2368,0.364764,1.000000,1.596126
2369,0.364764,1.000000,1.596126
2370,0.364764,1.000000,1.596126
2371,0.364764,1.000000,1.596126
2372,0.364764,1.000000,1.596126
2373,0.364764,1.000000,1.596126
2374,0.364764,1.000000,1.596126
2375,0.364764,1.000000,1.596126
2376,0.364764,1.000000,1.596126
2377,0.364764,1.000000,1.596126
2378,0.364764,1.000000,1.596126
2379,0.364764,1.000000,1.596126
2380,0.364764,1.000000,1.596126
2381,0.364764,1.000000,1.596126
2382,0.364764,1.000000,1.596126
2383,0.364764,1.000000,1.596126
2384,0.364764,1.000000,1.596126
2385,0.364764,1.000000,1.596126
2386,0.364764,1.000000,1.596126
2387,0.364764,1.000000,1.596126
2388,0.364764,1.000000,1.596126
2389,0.364764,1.000000,1.596126
2390,0.364764,1.000000,1.596126
2391,0.364764,1.000000,1.596126
2392,0.364764,1.000000,1.596126
2393,0.364764,1.000000,1.596126
2394,0.364764,1.000000,1.596126
2395,0.364764,1.000000,1.596127
2396,0.364764,1.000000,1.596127
2397,0.364764,1.000000,1.596127
2398,0.364764,1.000000,1.596127
2399,0.364764,1.000000,1.596127
2400,0.364764,1.000000,1.596127
2401,0.364764,1.000000,1.596127
2402,0.364764,1.000000,1.596127
2403,0.364764,1.000000,1.596127
2404,0.364764,1.000000,1.596127
2405,0.364764,1.000000,1.596127
2406,0.364764,1.000000,1.596127
2407,0.364764,1.000000,1.596127
2408,0.364764,1.000000,1.596127
2409,0.364764,1.000000,1.596127
2410,0.364764,1.000000,1.596127
2411,0.364764,1.000000,1.596127
2412,0.364764,1.000000,1.596127
2413,0.364764,1.000000,1.596127
2414,0.364764,1.000000,1.596127
2415,0.364764,1.000000,1.596127
2416,0.364764,1.000000,1.596128
2417,0.364764,1.000000,1.596128
2418,0.364764,1.000000,1.596128
2419,0.364764,1.000000,1.596128
2420,0.364764,1.000000,1.596128
2421,0.364764,1.000000,1.596128
2422,0.364764,1.000000,1.596128
2423,0.364764,1.000000,1.596128
2424,0.364764,1.000000,1.596128
2425,0.364764,1.000000,1.596128
2426,0.364764,1.000000,1.596128
2427,0.364764,1.000000,1.596128
2428,0.364764,1.000000,1.596128
2429,0.364764,1.000000,1.596128
2430,0.364764,1.000000,1.596128
2431,0.364764,1.000000,1.596128
2432,0.364764,1.000000,1.596128
2433,0.364764,1.000000,1.596128
2434,0.364764,1.000000,1.596128
2435,0.364764,1.000000,1.596128
2436,0.364764,1.000000,1.596128
2437,0.364764,1.000000,1.596128
2438,0.364764,1.000000,1.596128
2439,0.364764,1.000000,1.596128
2440,0.364764,1.000000,1.596128
2441,0.364764,1.000000,1.596128
2442,0.364764,1.000000,1.596128
2443,0.364764,1.000000,1.596128
2444,0.364764,1.000000,1.596128
2445,0.364764,1.000000,1.596128
2446,0.364764,1.000000,1.596128
2447,0.364764,1.000000,1.596128
2448,0.364764,1.000000,1.596128
2449,0.364764,1.000000,1.596128
2450,0.364764,1.000000,1.596128
2451,0.364764,1.000000,1.596128
2452,0.364764,1.000000,1.596128
2453,0.364764,1.000000,1.596128
2454,0.364764,1.000000,1.596129
2455,0.364764,1.000000,1.596129
2456,0.364764,1.000000,1.596129
2457,0.364764,1.000000,1.596129
2458,0.364764,1.000000,1.596129
2459,0.364764,1.000000,1.596129
2460,0.364764,1.000000,1.596129
2461,0.364764,1.000000,1.596129
2462,0.364764,1.000000,1.596129
2463,0.364764,1.000000,1.596129
2464,0.364764,1.000000,1.596129
2465,0.364764,1.000000,1.596129
2466,0.364764,1.000000,1.596129
2467,0.364764,1.000000,1.596129
2468,0.364764,1.000000,1.596129
2469,0.364764,1.000000,1.596129
2470,0.364764,1.000000,1.596129
2471,0.364764,1.000000,1.596129
2472,0.364764,1.000000,1.596129
2473,0.364765,1.000000,1.596129
2474,0.364825,1.000000,1.596129
2475,0.364826,1.000000,1.596129
2476,0.364854,1.000000,1.596129
2477,0.364948,1.000000,1.596129
2478,0.364948,1.000000,1.596129
2479,0.364948,1.000000,1.596129
2480,0.364948,1.000000,1.596129
2481,0.364948,1.000000,1.596129
2482,0.364948,1.000000,1.596129
2483,0.364948,1.000000,1.596129
2484,0.364948,1.000000,1.596129
2485,0.364948,1.000000,1.596129
2486,0.364991,1.000000,1.596129
2487,0.364991,1.000000,1.596129
2488,0.364991,1.000000,1.596129
2489,0.364991,1.000000,1.596129
2490,0.364994,1.000000,1.596129
2491,0.365003,1.000000,1.596129
2492,0.365003,1.000000,1.596129
2493,0.365005,1.000000,1.596129
2494,0.365020,1.000000,1.596129
2495,0.365051,1.000000,1.596129
2496,0.365056,1.000000,1.596129
2497,0.365060,1.000000,1.596129
2498,0.365060,1.000000,1.596129
2499,0.365060,1.000000,1.596129
2500,0.365060,1.000000,1.596129
2501,0.365060,1.000000,1.596129
2502,0.365060,1.000000,1.596129
2503,0.365066,1.000000,1.596129
2504,0.365130,1.000000,1.596129
2505,0.365130,1.000000,1.596129
2506,0.365130,1.000000,1.596129
2507,0.365130,1.000000,1.596129
2508,0.365228,1.000000,1.596129
2509,0.365240,1.000000,1.596129
2510,0.365336,1.000000,1.596129
2511,0.365353,1.000000,1.596129
2512,0.365357,1.000000,1.596129
2513,0.365381,1.000000,1.596129
2514,0.365396,1.000000,1.596129
2515,0.365396,1.000000,1.596129
2516,0.365396,1.000000,1.596129
2517,0.365396,1.000000,1.596129
2518,0.365396,1.000000,1.596129
2519,0.365396,1.000000,1.596129
2520,0.365396,1.000000,1.596129
2521,0.365396,1.000000,1.596129
2522,0.365396,1.000000,1.596129
2523,0.365396,1.000000,1.596129
2524,0.365396,1.000000,1.596129
2525,0.365396,1.000000,1.596129
2526,0.365396,1.000000,1.596129
2527,0.365396,1.000000,1.596129
2528,0.365424,1.000000,1.596129
2529,0.365425,1.000000,1.596129
2530,0.365472,1.000000,1.596129
2531,0.365484,1.000000,1.596129
2532,0.365484,1.000000,1.596129
2533,0.365592,1.000000,1.596129
2534,0.365615,1.000000,1.596129
2535,0.365779,1.000000,1.596129
2536,0.365844,1.000000,1.596129
2537,0.365850,1.000000,1.596129
2538,0.365981,1.000000,1.596129
2539,0.365988,1.000000,1.596129
2540,0.365988,1.000000,1.596129
2541,0.365988,1.000000,1.596129
2542,0.365988,1.000000,1.596129
2543,0.365995,1.000000,1.596129
2544,0.366055,1.000000,1.596129
2545,0.366057,1.000000,1.596129
2546,0.366082,1.000000,1.596129
2547,0.366082,1.000000,1.596129
2548,0.366082,1.000000,1.596129
2549,0.366082,1.000000,1.596129
2550,0.366082,1.000000,1.596129
2551,0.366082,1.000000,1.596129
2552,0.366082,1.000000,1.596130
2553,0.366082,1.000000,1.596130
2554,0.366082,1.000000,1.596130
2555,0.366094,1.000000,1.596130
2556,0.366227,1.000000,1.596130
2557,0.366235,1.000000,1.596130
2558,0.366235,1.000000,1.596130
2559,0.366235,1.000000,1.596130
2560,0.366235,1.000000,1.596130
2561,0.366235,1.000000,1.596130
2562,0.366301,1.000000,1.596130
2563,0.366340,1.000000,1.596130
2564,0.366398,1.000000,1.596130
2565,0.366517,1.000000,1.596130
2566,0.366535,1.000000,1.596130
2567,0.366569,1.000000,1.596130
2568,0.366571,1.000000,1.596131
2569,0.366577,1.000000,1.596131
2570,0.366636,1.000000,1.596131
2571,0.366645,1.000000,1.596131
2572,0.366663,1.000000,1.596131
2573,0.366679,1.000000,1.596131
2574,0.366687,1.000000,1.596131
2575,0.366702,1.000000,1.596131
2576,0.366702,1.000000,1.596131
2577,0.366702,1.000000,1.596131
2578,0.366702,1.000000,1.596131
2579,0.366702,1.000000,1.596131
2580,0.366702,1.000000,1.596131
2581,0.366702,1.000000,1.596131
2582,0.366702,1.000000,1.596131
2583,0.366702,1.000000,1.596131
2584,0.366702,1.000000,1.596131
2585,0.366711,1.000000,1.596131
2586,0.366755,1.000000,1.596131
2587,0.366762,1.000000,1.596131
2588,0.366795,1.000000,1.596131
2589,0.366797,1.000000,1.596132
2590,0.366830,1.000000,1.596132
2591,0.366830,1.000000,1.596132
2592,0.366830,1.000000,1.596132
2593,0.366875,1.000000,1.596132
2594,0.366892,1.000000,1.596132
2595,0.366894,1.000000,1.596132
2596,0.366894,1.000000,1.596132
2597,0.366924,1.000000,1.596132
2598,0.366924,1.000000,1.596132
2599,0.366930,1.000000,1.596132
2600,0.367000,1.000000,1.596132
2601,0.367000,1.000000,1.596132
2602,0.367011,1.000000,1.596132
2603,0.367097,1.000000,1.596132
2604,0.367114,1.000000,1.596132
2605,0.367119,1.000000,1.596132
2606,0.367154,1.000000,1.596132
2607,0.367189,1.000000,1.596132
2608,0.367192,1.000000,1.596132
2609,0.367263,1.000000,1.596132
2610,0.367434,1.000000,1.596132
2611,0.367471,1.000000,1.596133
2612,0.367577,1.000000,1.596133
2613,0.367596,1.000000,1.596133
2614,0.367598,1.000000,1.596133
2615,0.367618,1.000000,1.596133
2616,0.367618,1.000000,1.596133
2617,0.367623,1.000000,1.596133
2618,0.367623,1.000000,1.596133
2619,0.367623,1.000000,1.596133
2620,0.367623,1.000000,1.596133
2621,0.367634,1.000000,1.596133
2622,0.367637,1.000000,1.596133
2623,0.367647,1.000000,1.596133
2624,0.367686,1.000000,1.596133
2625,0.367693,1.000000,1.596133
2626,0.367693,1.000000,1.596133
2627,0.367693,1.000000,1.596133
2628,0.367693,1.000000,1.596134
2629,0.367693,1.000000,1.596134
2630,0.367693,1.000000,1.596134
2631,0.367693,1.000000,1.596134
2632,0.367693,1.000000,1.596134
2633,0.367693,1.000000,1.596134
2634,0.367693,1.000000,1.596134
2635,0.367693,1.000000,1.596134
2636,0.367693,1.000000,1.596134
2637,0.367693,1.000000,1.596134
2638,0.367693,1.000000,1.596134
2639,0.367693,1.000000,1.596134
2640,0.367693,1.000000,1.596134
2641,0.367698,1.000000,1.596134
2642,0.367698,1.000000,1.596134
2643,0.367706,1.000000,1.596134
2644,0.367716,1.000000,1.596134
2645,0.367817,1.000000,1.596134
2646,0.367817,1.000000,1.596134
2647,0.367844,1.000000,1.596134
2648,0.367844,1.000000,1.596134
2649,0.367909,1.000000,1.596134
2650,0.367909,1.000000,1.596134
2651,0.367947,1.000000,1.596134
2652,0.367947,1.000000,1.596134
2653,0.367969,1.000000,1.596134
2654,0.368007,1.000000,1.596134
2655,0.368081,1.000000,1.596134
2656,0.368106,1.000000,1.596134
2657,0.368142,1.000000,1.596134
2658,0.368153,1.000000,1.596134
2659,0.368176,1.000000,1.596134
2660,0.368176,1.000000,1.596134
2661,0.368176,1.000000,1.596134
2662,0.368176,1.000000,1.596134
2663,0.368176,1.000000,1.596134
2664,0.368176,1.000000,1.596134
2665,0.368176,1.000000,1.596134
2666,0.368176,1.000000,1.596134
2667,0.368176,1.000000,1.596134
2668,0.368176,1.000000,1.596134
2669,0.368176,1.000000,1.596134
2670,0.368176,1.000000,1.596134
2671,0.368176,1.000000,1.596134
2672,0.368176,1.000000,1.596134
2673,0.368176,1.000000,1.596134
2674,0.368176,1.000000,1.596134
2675,0.368176,1.000000,1.596134
2676,0.368176,1.000000,1.596134
2677,0.368176,1.000000,1.596134
2678,0.368176,1.000000,1.596134
2679,0.368176,1.000000,1.596134
2680,0.368176,1.000000,1.596134
2681,0.368176,1.000000,1.596134
2682,0.368176,1.000000,1.596134
2683,0.368176,1.000000,1.596134
2684,0.368176,1.000000,1.596134
2685,0.368176,1.000000,1.596134
2686,0.368176,1.000000,1.596134
2687,0.368176,1.000000,1.596134
2688,0.368176,1.000000,1.596134
2689,0.368176,1.000000,1.596135
2690,0.368176,1.000000,1.596135
2691,0.368176,1.000000,1.596135
2692,0.368176,1.000000,1.596135
2693,0.368176,1.000000,1.596135
2694,0.368176,1.000000,1.596135
2695,0.368176,1.000000,1.596135
2696,0.368176,1.000000,1.596135
2697,0.368186,1.000000,1.596135
2698,0.368210,1.000000,1.596135
2699,0.368255,1.000000,1.596135
2700,0.368255,1.000000,1.596135
2701,0.368255,1.000000,1.596135
2702,0.368255,1.000000,1.596135
2703,0.368255,1.000000,1.596135
2704,0.368255,1.000000,1.596135
2705,0.368255,1.000000,1.596135
2706,0.368255,1.000000,1.596135
2707,0.368255,1.000000,1.596135
2708,0.368255,1.000000,1.596135
2709,0.368255,1.000000,1.596135
2710,0.368255,1.000000,1.596135
2711,0.368255,1.000000,1.596136
2712,0.368255,1.000000,1.596136
2713,0.368255,1.000000,1.596136
2714,0.368255,1.000000,1.596136
2715,0.368255,1.000000,1.596136
2716,0.368255,1.000000,1.596136
2717,0.368255,1.000000,1.596136
2718,0.368255,1.000000,1.596136
2719,0.368255,1.000000,1.596136
2720,0.368255,1.000000,1.596136
2721,0.368291,1.000000,1.596136
2722,0.368314,1.000000,1.596136
2723,0.368323,1.000000,1.596136
2724,0.368354,1.000000,1.596136
2725,0.368356,1.000000,1.596136
2726,0.368361,1.000000,1.596136
2727,0.368369,1.000000,1.596136
2728,0.368373,1.000000,1.596136
2729,0.368421,1.000000,1.596136
2730,0.368423,1.000000,1.596136
2731,0.368435,1.000000,1.596136
2732,0.368456,1.000000,1.596136
2733,0.368456,1.000000,1.596136
2734,0.368462,1.000000,1.596136
2735,0.368481,1.000000,1.596136
