k,d,recall,time
823,0.331162,0.990373,0.812667
824,0.331288,0.991576,0.812667
825,0.331288,0.992780,0.812667
826,0.331314,0.993983,0.812667
827,0.331389,0.995187,0.812667
828,0.331389,0.996390,0.812667
829,0.331436,0.997593,0.812667
830,0.331436,0.998797,0.812667
831,0.331439,1.000000,0.812667
832,0.331505,1.000000,0.812667
833,0.331573,1.000000,0.812667
834,0.331765,1.000000,0.812667
835,0.331775,1.000000,0.812667
836,0.331775,1.000000,0.812668
837,0.331895,1.000000,0.812668
838,0.332011,0.985882,0.812668
839,0.332131,0.987059,0.812668
840,0.332306,0.988235,0.812668
841,0.332342,0.989412,0.812668
842,0.332342,0.990588,0.812668
843,0.332342,0.991765,0.812668
844,0.332342,0.992941,0.812668
845,0.332342,0.994118,0.812668
846,0.332342,0.995294,0.812668
847,0.332342,0.996471,0.812668
848,0.332342,0.997647,0.812668
849,0.332464,0.998824,0.812668
850,0.332464,1.000000,0.812668
851,0.332557,1.000000,0.812668
852,0.332557,1.000000,0.812668
853,0.332557,1.000000,0.812668
854,0.332557,1.000000,0.812668
855,0.332557,1.000000,0.812668
856,0.332557,1.000000,0.812668
857,0.332557,1.000000,0.812668
858,0.332557,1.000000,0.812668
859,0.332670,1.000000,0.812668
860,0.332703,1.000000,0.812668
861,0.332737,1.000000,0.812668
862,0.332740,1.000000,0.812668
863,0.332740,1.000000,0.812668
864,0.332740,1.000000,0.812668
865,0.332740,1.000000,0.812668
866,0.332740,1.000000,0.812668
867,0.332740,1.000000,0.812668
868,0.332740,1.000000,0.812668
869,0.332740,1.000000,0.812668
870,0.332740,1.000000,0.812668
871,0.332740,1.000000,0.812668
872,0.332740,1.000000,0.812668
873,0.332740,1.000000,0.812668
874,0.332740,1.000000,0.812668
875,0.332740,1.000000,0.812668
876,0.332740,1.000000,0.812668
877,0.332740,1.000000,0.812668
878,0.332740,1.000000,0.812668
879,0.332740,1.000000,0.812668
880,0.332740,1.000000,0.812668
881,0.332740,1.000000,0.812668
882,0.332740,1.000000,0.812668
883,0.332740,1.000000,0.812668
884,0.332740,1.000000,0.812668
885,0.332740,1.000000,0.812668
886,0.332740,1.000000,0.812668
887,0.332740,1.000000,0.812668
888,0.332740,1.000000,0.812668
889,0.332740,1.000000,0.812668
890,0.332740,1.000000,0.812668
891,0.332740,1.000000,0.812668
892,0.332740,1.000000,0.812668
893,0.332740,1.000000,0.812668
894,0.332740,1.000000,0.812668
895,0.332740,1.000000,0.812668
896,0.332740,1.000000,0.812668
897,0.332740,1.000000,0.812668
898,0.332740,1.000000,0.812668
899,0.332740,1.000000,0.812668
900,0.332740,1.000000,0.812668
901,0.332740,1.000000,0.812668
902,0.332740,1.000000,0.812668
903,0.332740,1.000000,0.812668
904,0.332740,1.000000,0.812668
905,0.332740,1.000000,0.812668
906,0.332740,1.000000,0.812668
907,0.332740,1.000000,0.812668
908,0.332740,1.000000,0.812668
909,0.332740,1.000000,0.812668
910,0.332740,1.000000,0.812668
911,0.332740,1.000000,0.812668
912,0.332740,1.000000,0.812668
913,0.332740,1.000000,0.812668
914,0.332740,1.000000,0.812668
915,0.332740,1.000000,0.812668
916,0.332740,1.000000,0.812668
917,0.332740,1.000000,0.812668
918,0.332740,1.000000,0.812668
919,0.332740,1.000000,0.812668
920,0.332740,1.000000,0.812668
921,0.332740,1.000000,0.812668
922,0.332740,1.000000,0.812668
923,0.332740,1.000000,0.812668
924,0.332740,1.000000,0.812668
925,0.332740,1.000000,0.812669
926,0.332740,1.000000,0.812669
927,0.332837,1.000000,0.812669
928,0.332840,1.000000,0.812669
929,0.332851,1.000000,0.812669
930,0.332858,1.000000,0.812669
931,0.333040,0.945178,0.812669
932,0.333040,0.946193,0.812669
933,0.333040,0.947208,0.812669
934,0.333040,0.948223,0.812669
935,0.333040,0.949239,0.812669
936,0.333040,0.950254,0.812669
937,0.333040,0.951269,0.812669
938,0.333040,0.952284,0.812669
939,0.333040,0.953299,0.812669
940,0.333040,0.954315,0.812669
941,0.333040,0.955330,0.812669
942,0.333040,0.956345,0.812669
943,0.333040,0.957360,0.812669
944,0.333040,0.958376,0.812669
945,0.333040,0.959391,0.812669
946,0.333040,0.960406,0.812669
947,0.333040,0.961421,0.812669
948,0.333040,0.962437,0.812669
949,0.333040,0.963452,0.812669
950,0.333040,0.964467,0.812669
951,0.333040,0.965482,0.812669
952,0.333040,0.966497,0.812669
953,0.333040,0.967513,0.812669
954,0.333040,0.968528,0.812669
955,0.333040,0.969543,0.812669
956,0.333040,0.970558,0.812669
957,0.333040,0.971574,0.812669
958,0.333040,0.972589,0.812669
959,0.333040,0.973604,0.812669
960,0.333040,0.974619,0.812669
961,0.333040,0.975635,0.812669
962,0.333040,0.976650,0.812669
963,0.333040,0.977665,0.812669
964,0.333040,0.978680,0.812669
965,0.333040,0.979695,0.812669
966,0.333040,0.980711,0.812669
967,0.333040,0.981726,0.812669
968,0.333040,0.982741,0.812669
969,0.333040,0.983756,0.812669
970,0.333040,0.984772,0.812669
971,0.333040,0.985787,0.812669
972,0.333040,0.986802,0.812669
973,0.333040,0.987817,0.812669
974,0.333040,0.988832,0.812669
975,0.333158,0.989848,0.812669
976,0.333187,0.990863,0.812669
977,0.333221,0.991878,0.812669
978,0.333242,0.992893,0.812669
979,0.333242,0.993909,0.812669
980,0.333442,0.994924,0.812669
981,0.333459,0.995939,0.812669
982,0.333459,0.996954,0.812669
983,0.333459,0.997970,0.812669
984,0.333459,0.998985,0.812669
985,0.333459,1.000000,0.812669
986,0.333653,1.000000,0.812669
987,0.333761,1.000000,0.812669
988,0.333942,1.000000,0.812669
989,0.333960,1.000000,0.812669
990,0.334057,0.990000,0.812669
991,0.334121,0.991000,0.812669
992,0.334121,0.992000,0.812670
993,0.334121,0.993000,0.812670
994,0.334163,0.994000,0.812670
995,0.334244,0.995000,0.812670
996,0.334279,0.996000,0.812670
997,0.334333,0.997000,0.812670
998,0.334378,0.998000,0.812670
999,0.334378,0.999000,0.812670
1000,0.334378,1.000000,0.812670
