TQ:Q, TS:S, qindex, sindex, q, s, d
0:0, 14:0, 0, 7, [], [], 0.158
0:0, 14:0, 0, 7, [], [], 0.163
0:0, 14:0, 0, 7, [], [], 0.165
0:0, 14:0, 0, 7, [], [], 0.177
0:0, 14:0, 0, 7, [], [], 0.179
0:0, 14:0, 0, 7, [], [], 0.182
0:0, 14:0, 0, 7, [], [], 0.182
0:0, 14:0, 0, 7, [], [], 0.182
0:0, 14:0, 0, 7, [], [], 0.184
0:0, 397:3, 0, 13, [], [], 0.190
0:0, 4:0, 1, 20, [], [], 0.159
0:0, 4:0, 1, 20, [], [], 0.193
0:0, 4:0, 1, 20, [], [], 0.253
0:0, 4:0, 1, 20, [], [], 0.277
0:0, 4:0, 1, 20, [], [], 0.307
0:0, 4:0, 1, 20, [], [], 0.323
0:0, 4:0, 1, 20, [], [], 0.325
0:0, 4:0, 1, 20, [], [], 0.363
0:0, 4:0, 1, 20, [], [], 0.374
0:0, 4:0, 1, 20, [], [], 0.378
0:0, 4:0, 2, 23, [], [], 0.193
0:0, 4:0, 2, 23, [], [], 0.223
0:0, 4:0, 2, 23, [], [], 0.272
0:0, 4:0, 2, 23, [], [], 0.281
0:0, 4:0, 2, 23, [], [], 0.303
0:0, 4:0, 2, 23, [], [], 0.308
0:0, 4:0, 2, 23, [], [], 0.325
0:0, 4:0, 2, 23, [], [], 0.328
0:0, 4:0, 2, 23, [], [], 0.330
0:0, 4:0, 2, 23, [], [], 0.350
0:0, 30:0, 3, 352, [], [], 0.144
0:0, 30:0, 3, 352, [], [], 0.176
0:0, 30:0, 3, 352, [], [], 0.179
0:0, 30:0, 3, 352, [], [], 0.184
0:0, 30:0, 3, 352, [], [], 0.185
0:0, 30:0, 3, 352, [], [], 0.189
0:0, 30:0, 3, 352, [], [], 0.191
0:0, 30:0, 3, 352, [], [], 0.198
0:0, 30:0, 3, 352, [], [], 0.200
0:0, 30:0, 3, 352, [], [], 0.207
