TQ:Q, TS:S, qindex, sindex, q, s, d
0:0, 2:0, 0, 20, [], [], 0.357
0:0, 2:0, 0, 20, [], [], 0.359
0:0, 2:0, 0, 20, [], [], 0.359
0:0, 2:0, 0, 20, [], [], 0.360
0:0, 2:0, 0, 20, [], [], 0.363
0:0, 2:0, 0, 20, [], [], 0.367
0:0, 2:0, 0, 20, [], [], 0.368
0:0, 2:0, 0, 20, [], [], 0.371
0:0, 2:0, 0, 20, [], [], 0.372
0:0, 2:0, 0, 20, [], [], 0.373
0:0, 1:0, 1, 2, [], [], 0.423
0:0, 1:0, 1, 2, [], [], 0.439
0:0, 1:0, 1, 2, [], [], 0.445
0:0, 1:0, 1, 2, [], [], 0.445
0:0, 1:0, 1, 2, [], [], 0.445
0:0, 1:0, 1, 2, [], [], 0.447
0:0, 1:0, 1, 2, [], [], 0.448
0:0, 1:0, 1, 2, [], [], 0.448
0:0, 1:0, 1, 2, [], [], 0.455
0:0, 1:0, 1, 2, [], [], 0.457
0:0, 2:1, 2, 6, [], [], 0.739
0:0, 2:1, 2, 6, [], [], 0.751
0:0, 2:1, 2, 6, [], [], 0.754
0:0, 2:1, 2, 6, [], [], 0.760
0:0, 2:1, 2, 6, [], [], 0.761
0:0, 2:1, 2, 6, [], [], 0.767
0:0, 2:1, 2, 6, [], [], 0.771
0:0, 2:1, 2, 6, [], [], 0.776
0:0, 2:1, 2, 6, [], [], 0.778
0:0, 2:1, 2, 6, [], [], 0.778
0:0, 2:1, 3, 6, [], [], 0.727
0:0, 2:1, 3, 6, [], [], 0.754
0:0, 2:1, 3, 6, [], [], 0.776
0:0, 2:1, 3, 6, [], [], 0.795
0:0, 2:1, 3, 6, [], [], 0.800
0:0, 2:1, 3, 6, [], [], 0.808
0:0, 2:1, 3, 6, [], [], 0.809
0:0, 2:1, 3, 6, [], [], 0.813
0:0, 2:1, 3, 6, [], [], 0.816
0:0, 2:1, 3, 6, [], [], 0.816
