TQ:Q, TS:S, qindex, sindex, q, s, d
0:0, 4:1, 0, 0, [], [], 0.026
0:0, 4:1, 0, 0, [], [], 0.035
0:0, 4:1, 0, 0, [], [], 0.037
0:0, 4:1, 0, 0, [], [], 0.045
0:0, 4:1, 0, 0, [], [], 0.045
0:0, 4:1, 0, 0, [], [], 0.048
0:0, 4:1, 0, 0, [], [], 0.049
0:0, 4:1, 0, 0, [], [], 0.050
0:0, 4:1, 0, 0, [], [], 0.051
0:0, 4:1, 0, 0, [], [], 0.053
0:0, 2:0, 1, 13, [], [], 0.000
0:0, 2:0, 1, 13, [], [], 0.007
0:0, 2:0, 1, 13, [], [], 0.008
0:0, 2:0, 1, 13, [], [], 0.027
0:0, 2:0, 1, 13, [], [], 0.057
0:0, 2:0, 1, 13, [], [], 0.074
0:0, 2:0, 1, 13, [], [], 0.075
0:0, 2:0, 1, 13, [], [], 0.076
0:0, 2:0, 1, 13, [], [], 0.080
0:0, 2:0, 1, 13, [], [], 0.082
0:0, 30:0, 2, 352, [], [], 0.156
0:0, 30:0, 2, 352, [], [], 0.160
0:0, 30:0, 2, 352, [], [], 0.173
0:0, 30:0, 2, 352, [], [], 0.177
0:0, 30:0, 2, 352, [], [], 0.178
0:0, 30:0, 2, 352, [], [], 0.180
0:0, 30:0, 2, 352, [], [], 0.180
0:0, 30:0, 2, 352, [], [], 0.184
0:0, 30:0, 2, 352, [], [], 0.184
0:0, 30:0, 2, 56, [], [], 0.185
0:0, 8:1, 3, 2, [], [], 0.169
0:0, 8:1, 3, 2, [], [], 0.171
0:0, 8:1, 3, 2, [], [], 0.174
0:0, 8:1, 3, 2, [], [], 0.176
0:0, 8:1, 3, 2, [], [], 0.184
0:0, 8:1, 3, 2, [], [], 0.187
0:0, 8:1, 3, 2, [], [], 0.187
0:0, 8:1, 3, 2, [], [], 0.193
0:0, 8:1, 3, 2, [], [], 0.194
0:0, 145:1, 3, 13, [], [], 0.194
