TQ:Q, TS:S, q_pos, s_pos, q, s, d
100:0, 100:1, 0, 0, [], [], 0.000
100:0, 1847:3, 0, 20, [], [], 0.000
100:0, 3092:0, 0, 3, [], [], 0.000
100:0, 7224:1, 0, 69, [], [], 0.000
100:0, 7881:3, 0, 4, [], [], 0.000
100:0, 8239:3, 0, 9, [], [], 0.000
100:0, 11032:0, 0, 21, [], [], 0.000
100:0, 13902:1, 0, 12, [], [], 0.000
100:0, 15054:5, 0, 0, [], [], 0.000
100:0, 99848:4, 0, 0, [], [], 0.000
100:0, 100:1, 1, 1, [], [], 0.000
100:0, 3903:3, 1, 50, [], [], 0.000
100:0, 6862:3, 1, 0, [], [], 0.000
100:0, 6934:2, 1, 0, [], [], 0.000
100:0, 7881:3, 1, 6, [], [], 0.000
100:0, 9984:4, 1, 15, [], [], 0.000
100:0, 12592:0, 1, 0, [], [], 0.000
100:0, 15870:2, 1, 253, [], [], 0.000
100:0, 20241:0, 1, 44, [], [], 0.000
100:0, 99848:4, 1, 0, [], [], 0.000
100:0, 100:1, 2, 2, [], [], 0.000
100:0, 6862:3, 2, 1, [], [], 0.000
100:0, 7881:3, 2, 8, [], [], 0.000
100:0, 8239:3, 2, 13, [], [], 0.000
100:0, 8852:2, 2, 4, [], [], 0.000
100:0, 9168:4, 2, 14, [], [], 0.000
100:0, 9984:5, 2, 18, [], [], 0.000
100:0, 15870:2, 2, 254, [], [], 0.000
100:0, 20241:0, 2, 46, [], [], 0.000
100:0, 99848:6, 2, 1, [], [], 0.000
100:0, 100:1, 3, 3, [], [], 0.000
100:0, 1694:2, 3, 9, [], [], 0.000
100:0, 4995:4, 3, 6, [], [], 0.000
100:0, 6862:3, 3, 2, [], [], 0.000
100:0, 7881:3, 3, 10, [], [], 0.000
100:0, 8239:3, 3, 14, [], [], 0.000
100:0, 8345:0, 3, 0, [], [], 0.000
100:0, 11032:0, 3, 24, [], [], 0.000
100:0, 15870:2, 3, 256, [], [], 0.000
100:0, 99848:4, 3, 0, [], [], 0.000
100:0, 100:1, 4, 4, [], [], 0.000
100:0, 2200:0, 4, 15, [], [], 0.000
100:0, 2478:3, 4, 34, [], [], 0.000
100:0, 2504:2, 4, 37, [], [], 0.000
100:0, 4995:4, 4, 7, [], [], 0.000
100:0, 6862:3, 4, 3, [], [], 0.000
100:0, 7881:3, 4, 11, [], [], 0.000
100:0, 8059:4, 4, 1, [], [], 0.000
100:0, 8239:3, 4, 15, [], [], 0.000
100:0, 99848:4, 4, 0, [], [], 0.000
100:0, 100:1, 5, 5, [], [], 0.000
100:0, 99052:4, 5, 2, [], [], 0.024
100:0, 159:1, 5, 1, [], [], 0.028
100:0, 100:1, 5, 7, [], [], 0.029
100:0, 99052:4, 5, 1, [], [], 0.029
100:0, 100:1, 5, 8, [], [], 0.039
100:0, 99052:4, 5, 3, [], [], 0.039
100:0, 7383:2, 5, 81, [], [], 0.041
100:0, 99052:4, 5, 4, [], [], 0.043
100:0, 159:1, 5, 0, [], [], 0.046
100:0, 100:1, 6, 6, [], [], 0.000
100:0, 159:1, 6, 1, [], [], 0.048
100:0, 100:1, 6, 5, [], [], 0.048
100:0, 99052:4, 6, 2, [], [], 0.049
100:0, 100:1, 6, 7, [], [], 0.058
100:0, 99052:4, 6, 1, [], [], 0.058
100:0, 7383:2, 6, 81, [], [], 0.062
100:0, 99052:4, 6, 4, [], [], 0.064
100:0, 159:1, 6, 0, [], [], 0.067
100:0, 99052:4, 6, 0, [], [], 0.067
100:0, 100:1, 7, 7, [], [], 0.000
