TQ:Q, TS:S, qindex, sindex, q, s, d
7:3, 6072:3, 0, 5, [], [], 0.000
7:3, 24192:4, 0, 3, [], [], 0.000
7:3, 37122:3, 0, 4, [], [], 0.000
7:3, 86631:3, 0, 5, [], [], 0.000
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
7:3, 7:2, 0, 5, [], [], 0.209
