TQ:Q, TS:S, qindex, sindex, q, s, d
4:1, 4:4, 0, 5, [], [], 0.000
4:1, 1141:3, 0, 4, [], [], 0.000
4:1, 1315:2, 0, 2, [], [], 0.000
4:1, 3569:3, 0, 46, [], [], 0.000
4:1, 7881:2, 0, 2, [], [], 0.000
4:1, 12304:3, 0, 5, [], [], 0.000
4:1, 16312:1, 0, 4, [], [], 0.000
4:1, 21165:4, 0, 4, [], [], 0.000
4:1, 22400:2, 0, 2, [], [], 0.000
4:1, 25426:3, 0, 5, [], [], 0.000
4:1, 4:4, 1, 5, [], [], 0.000
4:1, 1141:3, 1, 4, [], [], 0.000
4:1, 1315:2, 1, 2, [], [], 0.000
4:1, 3569:3, 1, 46, [], [], 0.000
4:1, 7881:2, 1, 2, [], [], 0.000
4:1, 12304:3, 1, 5, [], [], 0.000
4:1, 16312:1, 1, 4, [], [], 0.000
4:1, 21165:4, 1, 4, [], [], 0.000
4:1, 22400:2, 1, 2, [], [], 0.000
4:1, 25426:3, 1, 5, [], [], 0.000
4:1, 4:4, 2, 5, [], [], 0.000
4:1, 1141:3, 2, 4, [], [], 0.000
4:1, 1315:2, 2, 2, [], [], 0.000
4:1, 3569:3, 2, 46, [], [], 0.000
4:1, 7881:2, 2, 2, [], [], 0.000
4:1, 12304:3, 2, 5, [], [], 0.000
4:1, 16312:1, 2, 4, [], [], 0.000
4:1, 21165:4, 2, 4, [], [], 0.000
4:1, 22400:2, 2, 2, [], [], 0.000
4:1, 25426:3, 2, 5, [], [], 0.000
4:1, 4:4, 3, 5, [], [], 0.000
4:1, 1141:3, 3, 4, [], [], 0.000
4:1, 1315:2, 3, 2, [], [], 0.000
4:1, 3569:3, 3, 46, [], [], 0.000
4:1, 7881:2, 3, 2, [], [], 0.000
4:1, 12304:3, 3, 5, [], [], 0.000
4:1, 16312:1, 3, 4, [], [], 0.000
4:1, 21165:4, 3, 4, [], [], 0.000
4:1, 22400:2, 3, 2, [], [], 0.000
4:1, 25426:3, 3, 5, [], [], 0.000
4:1, 4:4, 4, 5, [], [], 0.000
4:1, 1141:3, 4, 4, [], [], 0.000
4:1, 1315:2, 4, 2, [], [], 0.000
4:1, 3569:3, 4, 46, [], [], 0.000
4:1, 7881:2, 4, 2, [], [], 0.000
4:1, 12304:3, 4, 5, [], [], 0.000
4:1, 16312:1, 4, 4, [], [], 0.000
4:1, 21165:4, 4, 4, [], [], 0.000
4:1, 22400:2, 4, 2, [], [], 0.000
4:1, 25426:3, 4, 5, [], [], 0.000
4:1, 4:4, 5, 5, [], [], 0.000
4:1, 1141:3, 5, 4, [], [], 0.000
4:1, 1315:2, 5, 2, [], [], 0.000
4:1, 3569:3, 5, 46, [], [], 0.000
4:1, 7881:2, 5, 2, [], [], 0.000
4:1, 12304:3, 5, 5, [], [], 0.000
4:1, 16312:1, 5, 4, [], [], 0.000
4:1, 21165:4, 5, 4, [], [], 0.000
4:1, 22400:2, 5, 2, [], [], 0.000
4:1, 25426:3, 5, 5, [], [], 0.000
