TQ:Q, TS:S, qindex, sindex, q, s, d
7:1, 6072:1, 0, 5, [], [], 0.000
7:1, 24192:2, 0, 3, [], [], 0.000
7:1, 37122:1, 0, 4, [], [], 0.000
7:1, 86631:1, 0, 5, [], [], 0.000
7:1, 158750:1, 0, 5, [], [], 0.000
7:1, 156105:2, 0, 3, [], [], 0.000
7:1, 161391:1, 0, 5, [], [], 0.000
7:1, 170495:1, 0, 5, [], [], 0.000
7:1, 192036:1, 0, 5, [], [], 0.000
7:1, 217850:1, 0, 5, [], [], 0.000
7:1, 6072:1, 1, 5, [], [], 0.000
7:1, 24192:2, 1, 3, [], [], 0.000
7:1, 37122:1, 1, 4, [], [], 0.000
7:1, 86631:1, 1, 5, [], [], 0.000
7:1, 158750:1, 1, 5, [], [], 0.000
7:1, 156105:2, 1, 3, [], [], 0.000
7:1, 161391:1, 1, 5, [], [], 0.000
7:1, 170495:1, 1, 5, [], [], 0.000
7:1, 192036:1, 1, 5, [], [], 0.000
7:1, 217850:1, 1, 5, [], [], 0.000
7:1, 6072:1, 2, 5, [], [], 0.000
7:1, 24192:2, 2, 3, [], [], 0.000
7:1, 37122:1, 2, 4, [], [], 0.000
7:1, 86631:1, 2, 5, [], [], 0.000
7:1, 158750:1, 2, 5, [], [], 0.000
7:1, 156105:2, 2, 3, [], [], 0.000
7:1, 161391:1, 2, 5, [], [], 0.000
7:1, 170495:1, 2, 5, [], [], 0.000
7:1, 192036:1, 2, 5, [], [], 0.000
7:1, 217850:1, 2, 5, [], [], 0.000
7:1, 6072:1, 3, 5, [], [], 0.000
7:1, 24192:2, 3, 3, [], [], 0.000
7:1, 37122:1, 3, 4, [], [], 0.000
7:1, 86631:1, 3, 5, [], [], 0.000
7:1, 158750:1, 3, 5, [], [], 0.000
7:1, 156105:2, 3, 3, [], [], 0.000
7:1, 161391:1, 3, 5, [], [], 0.000
7:1, 170495:1, 3, 5, [], [], 0.000
7:1, 192036:1, 3, 5, [], [], 0.000
7:1, 217850:1, 3, 5, [], [], 0.000
7:1, 6072:1, 4, 5, [], [], 0.000
7:1, 24192:2, 4, 3, [], [], 0.000
7:1, 37122:1, 4, 4, [], [], 0.000
7:1, 86631:1, 4, 5, [], [], 0.000
7:1, 158750:1, 4, 5, [], [], 0.000
7:1, 156105:2, 4, 3, [], [], 0.000
7:1, 161391:1, 4, 5, [], [], 0.000
7:1, 170495:1, 4, 5, [], [], 0.000
7:1, 192036:1, 4, 5, [], [], 0.000
7:1, 217850:1, 4, 5, [], [], 0.000
7:1, 6072:1, 5, 5, [], [], 0.000
7:1, 24192:2, 5, 3, [], [], 0.000
7:1, 37122:1, 5, 4, [], [], 0.000
7:1, 86631:1, 5, 5, [], [], 0.000
7:1, 158750:1, 5, 5, [], [], 0.000
7:1, 156105:2, 5, 3, [], [], 0.000
7:1, 161391:1, 5, 5, [], [], 0.000
7:1, 170495:1, 5, 5, [], [], 0.000
7:1, 192036:1, 5, 5, [], [], 0.000
7:1, 217850:1, 5, 5, [], [], 0.000
