TQ:Q, TS:S, qindex, sindex, q, s, d
7:2, 6072:2, 0, 5, [], [], 0.000
7:2, 24192:3, 0, 3, [], [], 0.000
7:2, 26978:0, 0, 3, [], [], 0.000
7:2, 37122:2, 0, 4, [], [], 0.000
7:2, 86631:2, 0, 5, [], [], 0.000
7:2, 91309:0, 0, 3, [], [], 0.000
7:2, 109970:0, 0, 3, [], [], 0.000
7:2, 124142:0, 0, 3, [], [], 0.000
7:2, 127401:0, 0, 3, [], [], 0.000
7:2, 158750:2, 0, 5, [], [], 0.000
7:2, 6072:2, 1, 5, [], [], 0.000
7:2, 24192:3, 1, 3, [], [], 0.000
7:2, 26978:0, 1, 3, [], [], 0.000
7:2, 37122:2, 1, 4, [], [], 0.000
7:2, 86631:2, 1, 5, [], [], 0.000
7:2, 91309:0, 1, 3, [], [], 0.000
7:2, 109970:0, 1, 3, [], [], 0.000
7:2, 124142:0, 1, 3, [], [], 0.000
7:2, 127401:0, 1, 3, [], [], 0.000
7:2, 158750:2, 1, 5, [], [], 0.000
7:2, 6072:2, 2, 5, [], [], 0.000
7:2, 24192:3, 2, 3, [], [], 0.000
7:2, 26978:0, 2, 3, [], [], 0.000
7:2, 37122:2, 2, 4, [], [], 0.000
7:2, 86631:2, 2, 5, [], [], 0.000
7:2, 91309:0, 2, 3, [], [], 0.000
7:2, 109970:0, 2, 3, [], [], 0.000
7:2, 124142:0, 2, 3, [], [], 0.000
7:2, 127401:0, 2, 3, [], [], 0.000
7:2, 158750:2, 2, 5, [], [], 0.000
7:2, 6072:2, 3, 5, [], [], 0.000
7:2, 24192:3, 3, 3, [], [], 0.000
7:2, 26978:0, 3, 3, [], [], 0.000
7:2, 37122:2, 3, 4, [], [], 0.000
7:2, 86631:2, 3, 5, [], [], 0.000
7:2, 91309:0, 3, 3, [], [], 0.000
7:2, 109970:0, 3, 3, [], [], 0.000
7:2, 124142:0, 3, 3, [], [], 0.000
7:2, 127401:0, 3, 3, [], [], 0.000
7:2, 158750:2, 3, 5, [], [], 0.000
7:2, 6072:2, 4, 5, [], [], 0.000
7:2, 24192:3, 4, 3, [], [], 0.000
7:2, 26978:0, 4, 3, [], [], 0.000
7:2, 37122:2, 4, 4, [], [], 0.000
7:2, 86631:2, 4, 5, [], [], 0.000
7:2, 91309:0, 4, 3, [], [], 0.000
7:2, 109970:0, 4, 3, [], [], 0.000
7:2, 124142:0, 4, 3, [], [], 0.000
7:2, 127401:0, 4, 3, [], [], 0.000
7:2, 158750:2, 4, 5, [], [], 0.000
7:2, 6072:2, 5, 5, [], [], 0.000
7:2, 24192:3, 5, 3, [], [], 0.000
7:2, 26978:0, 5, 3, [], [], 0.000
7:2, 37122:2, 5, 4, [], [], 0.000
7:2, 86631:2, 5, 5, [], [], 0.000
7:2, 91309:0, 5, 3, [], [], 0.000
7:2, 109970:0, 5, 3, [], [], 0.000
7:2, 124142:0, 5, 3, [], [], 0.000
7:2, 127401:0, 5, 3, [], [], 0.000
7:2, 158750:2, 5, 5, [], [], 0.000
