TQ:Q, TS:S, qindex, sindex, q, s, d
5:1, 55422:1, 0, 3, [], [], 0.000
5:1, 95914:1, 0, 2, [], [], 0.000
5:1, 113744:1, 0, 4, [], [], 0.000
5:1, 122675:1, 0, 7, [], [], 0.000
5:1, 128192:1, 0, 4, [], [], 0.000
5:1, 172285:1, 0, 3, [], [], 0.000
5:1, 219163:1, 0, 3, [], [], 0.000
5:1, 229937:1, 0, 4, [], [], 0.000
5:1, 258553:1, 0, 3, [], [], 0.000
5:1, 311186:1, 0, 3, [], [], 0.000
5:1, 55422:1, 1, 3, [], [], 0.000
5:1, 95914:1, 1, 2, [], [], 0.000
5:1, 113744:1, 1, 4, [], [], 0.000
5:1, 122675:1, 1, 7, [], [], 0.000
5:1, 128192:1, 1, 4, [], [], 0.000
5:1, 172285:1, 1, 3, [], [], 0.000
5:1, 219163:1, 1, 3, [], [], 0.000
5:1, 229937:1, 1, 4, [], [], 0.000
5:1, 258553:1, 1, 3, [], [], 0.000
5:1, 311186:1, 1, 3, [], [], 0.000
5:1, 55422:1, 2, 3, [], [], 0.000
5:1, 95914:1, 2, 2, [], [], 0.000
5:1, 113744:1, 2, 4, [], [], 0.000
5:1, 122675:1, 2, 7, [], [], 0.000
5:1, 128192:1, 2, 4, [], [], 0.000
5:1, 172285:1, 2, 3, [], [], 0.000
5:1, 219163:1, 2, 3, [], [], 0.000
5:1, 229937:1, 2, 4, [], [], 0.000
5:1, 258553:1, 2, 3, [], [], 0.000
5:1, 311186:1, 2, 3, [], [], 0.000
5:1, 55422:1, 3, 3, [], [], 0.000
5:1, 95914:1, 3, 2, [], [], 0.000
5:1, 113744:1, 3, 4, [], [], 0.000
5:1, 122675:1, 3, 7, [], [], 0.000
5:1, 128192:1, 3, 4, [], [], 0.000
5:1, 172285:1, 3, 3, [], [], 0.000
5:1, 219163:1, 3, 3, [], [], 0.000
5:1, 229937:1, 3, 4, [], [], 0.000
5:1, 258553:1, 3, 3, [], [], 0.000
5:1, 311186:1, 3, 3, [], [], 0.000
5:1, 55422:1, 4, 3, [], [], 0.000
5:1, 95914:1, 4, 2, [], [], 0.000
5:1, 113744:1, 4, 4, [], [], 0.000
5:1, 122675:1, 4, 7, [], [], 0.000
5:1, 128192:1, 4, 4, [], [], 0.000
5:1, 172285:1, 4, 3, [], [], 0.000
5:1, 219163:1, 4, 3, [], [], 0.000
5:1, 229937:1, 4, 4, [], [], 0.000
5:1, 258553:1, 4, 3, [], [], 0.000
5:1, 311186:1, 4, 3, [], [], 0.000
