tq:q,ts:s,overlap
t1793:c0,t64353:c0,11
t1793:c0,t79546:c0,9
t1793:c0,t37265:c7,2
t1793:c0,t7593231:c0,12
t1793:c0,t9297861:c1,1
t1793:c0,t2326036:c0,1
t1793:c0,t2648922:c0,1
t1793:c0,t3082081:c5,1
t1793:c0,t1120803:c3,1
t1793:c0,t1388363:c6,1
t1793:c0,t7926417:c6,1
t1793:c0,t6000396:c6,4
t1793:c0,t1963300:c8,1
t1793:c0,t5040064:c6,5
t1793:c0,t2059772:c8,1
t1793:c0,t7154198:c8,1
t1793:c0,t9624420:c0,5
t1793:c0,t10198233:c5,2
t1793:c0,t6959936:c3,3
t1793:c0,t10028449:c3,2
t1793:c0,t4438349:c0,5
t1793:c0,t3350268:c4,87
t1793:c0,t3468704:c2,9
t1793:c0,t107325:c2,9
t1793:c0,t5982579:c2,9
t1793:c0,t267943:c2,9
t1793:c0,t3877552:c2,9
t1793:c0,t5230953:c2,9
t1793:c0,t3313927:c2,9
t1793:c0,t4786125:c2,9
t1793:c0,t5537457:c2,9
t1793:c0,t6928371:c2,9
t1793:c0,t6119143:c2,9
t1793:c0,t7653017:c2,9
t1793:c0,t2948140:c2,9
t1793:c0,t3312362:c2,9
t1793:c0,t916417:c2,9
t1793:c0,t2913168:c2,9
t1793:c0,t4723103:c2,9
t1793:c0,t6400475:c2,9
t1793:c0,t9764595:c2,9
t1793:c0,t3364278:c2,9
t1793:c0,t4388342:c2,9
t1793:c0,t6832177:c2,9
t1793:c0,t8119137:c2,9
t1793:c0,t8718081:c2,9
t1793:c0,t6359497:c8,1184
t1793:c0,t6209022:c0,18
t1793:c0,t10231233:c2,4
t1793:c0,t1133209:c1,7
t1793:c0,t7258489:c1,7
t1793:c0,t2284971:c22,4
t1793:c0,t5019484:c22,4
t1793:c0,t20241:c6,1
t1793:c0,t20241:c7,1
t1793:c0,t8193114:c3,2
t1793:c0,t10100068:c0,5
t1793:c0,t10135362:c2,1
t1793:c0,t2755244:c5,6
t1793:c0,t2491403:c3,5
t1793:c0,t2491403:c5,5
t1793:c0,t5135217:c3,5
t1793:c0,t5135217:c5,5
t1793:c0,t2059772:c3,3
t1793:c0,t1126237:c3,7
t1793:c0,t10235239:c0,2
t1793:c0,t8240457:c20,2
t1793:c0,t1255347:c10,1
t1793:c0,t6322312:c6,4
t1793:c0,t6854438:c20,2
t1793:c0,t5622593:c9,1
t1793:c0,t10102113:c16,1
t1793:c0,t101723:c12,1
t1793:c0,t10291557:c10,1
t1793:c0,t10108445:c1,2
t1793:c0,t10018098:c1,2
t1793:c0,t10172186:c0,1
t1793:c0,t3452737:c2,6
t1793:c0,t10052876:c0,6
t1793:c0,t539876:c6,3
t1793:c0,t6711631:c2,1144
t1793:c0,t10245990:c4,1
t1793:c0,t4978186:c7,2
t1793:c0,t5040064:c0,14
t1793:c0,t7566773:c0,28
t1793:c0,t9520876:c0,9
t1793:c0,t10213362:c4,2
t1793:c0,t10285489:c4,2
t1793:c0,t6506164:c5,4
t1793:c0,t2755244:c7,4
t1793:c0,t6322312:c4,2
t1793:c0,t360436:c5,5
t1793:c0,t4047698:c10,1
t1793:c0,t2448018:c2,16
t1793:c0,t2022569:c0,8
t1793:c0,t954394:c0,6
t1793:c0,t2899292:c0,13
t1793:c0,t7396483:c5,167
t1793:c0,t10194873:c5,1
t1793:c0,t5903373:c4,51
t1793:c0,t1388363:c1,2
t1793:c0,t7926417:c1,2
t1793:c0,t8421351:c7,10
t1793:c0,t1282927:c2,1
t1793:c0,t4047698:c7,2
t1793:c0,t7629341:c3,18
t1793:c0,t3468704:c3,1
t1793:c0,t107325:c3,1
t1793:c0,t5982579:c3,1
t1793:c0,t6119143:c3,6
t1793:c0,t7653017:c3,6
t1793:c0,t2913168:c3,1
t1793:c0,t4723103:c3,1
t1793:c0,t6400475:c3,1
t1793:c0,t9764595:c3,1
t1793:c0,t1301448:c2,8
t1793:c0,t20241:c4,3
t1793:c0,t8868634:c2,1
t1793:c0,t8700709:c2,1540
t1793:c0,t4811582:c0,16
t1793:c0,t9357242:c2,3
t1793:c0,t7112131:c0,8
t1793:c0,t8868634:c1,1
t1793:c0,t10241564:c7,2
t1793:c0,t6581779:c4,40
t1793:c0,t6359497:c2,63
t1793:c0,t10262590:c4,1
t1793:c0,t10013798:c1,1
t1793:c0,t10167605:c1,1
t1793:c0,t8240457:c0,2
t1793:c0,t2445617:c16,3
t1793:c0,t2445617:c17,2
t1793:c0,t2726447:c0,1
t1793:c0,t4914166:c1,15
t1793:c0,t8739005:c1,15
t1793:c0,t7593231:c2,67
t1793:c0,t10007511:c2,2
t1793:c0,t10007511:c4,1
t1793:c0,t5822367:c3,11
t1793:c0,t7060657:c0,2
t1793:c0,t4047698:c3,2
t1793:c0,t9394955:c3,2
t1793:c0,t8116718:c3,3
t1793:c0,t10006268:c3,1
t1793:c0,t10271755:c0,1
t1793:c0,t1619700:c5,1
t1793:c0,t6887888:c3,15
t1793:c0,t7062870:c0,9
t1793:c0,t6234706:c0,7
t1793:c0,t765755:c0,7
t1793:c0,t10124629:c5,4
t1793:c0,t5777237:c6,4
t1793:c0,t10059472:c3,1
t1793:c0,t6540757:c1,7
t1793:c0,t7829686:c1,7
t1793:c0,t8529725:c1,7
t1793:c0,t9024743:c1,6
t1793:c0,t5011423:c0,5
t1793:c0,t1963300:c3,3
t1793:c0,t2990386:c7,2
t1793:c0,t7645457:c3,10
t1793:c0,t2990386:c8,4
t1793:c0,t6000396:c2,3
t1793:c0,t7334860:c0,1
t1793:c0,t3207665:c0,7
t1793:c0,t9682701:c1,41
t1793:c0,t6890489:c0,2
t1793:c0,t8552647:c0,8
t1793:c0,t2992888:c2,359
t1793:c0,t2612899:c3,4
t1793:c0,t10165129:c5,7
t1793:c0,t7847513:c0,18
t1793:c0,t539876:c8,2
t1793:c0,t7593231:c1,66
t1793:c0,t719904:c0,1
t1793:c0,t6581779:c0,7
t1793:c0,t8996760:c4,5
t1793:c0,t8996760:c6,4
t1793:c0,t6662186:c2,7
t1793:c0,t4139008:c2,20
t1793:c0,t4095908:c0,16
t1793:c0,t2326036:c1,12
t1793:c0,t2022569:c1,29
t1793:c0,t9168467:c1,24
t1793:c0,t3295059:c1,26
t1793:c0,t407041:c1,20
t1793:c0,t115249:c5,309
t1793:c0,t9262857:c5,398
t1793:c0,t6192015:c0,11
t1793:c0,t353267:c2,23
t1793:c0,t3511945:c2,33
t1793:c0,t9394955:c2,31
t1793:c0,t5517316:c2,24
t1793:c0,t9721701:c2,14
t1793:c0,t8116718:c2,25
t1793:c0,t10302551:c0,1
t1793:c0,t10252264:c4,1
t1793:c0,t8205499:c0,11
t1793:c0,t4270238:c0,6
t1793:c0,t9978842:c0,4
t1793:c0,t3333417:c0,9
t1793:c0,t4788910:c0,5
t1793:c0,t5011423:c4,3
t1793:c0,t10236058:c1,2
t1793:c0,t219732:c5,1
t1793:c0,t2284971:c7,1
t1793:c0,t5019484:c7,1
t1793:c0,t10060391:c0,2
t1793:c0,t20241:c3,1
t1793:c0,t20241:c11,3
t1793:c0,t8868634:c10,1
t1793:c0,t8868634:c17,4
t1793:c0,t10111682:c6,2
t1793:c0,t10125703:c6,2
t1793:c0,t10268228:c6,2
t1793:c0,t4947979:c1,1
t1793:c0,t8506527:c1,1
t1793:c0,t5347633:c1,1
t1793:c0,t6865538:c0,8
t1793:c0,t4001117:c2,77
t1793:c0,t2284971:c5,3
t1793:c0,t5019484:c5,3
t1793:c0,t5034440:c0,32
t1793:c0,t5756420:c5,6
t1793:c0,t2584037:c18,2
t1793:c0,t8868634:c12,2
t1793:c0,t8868634:c14,1
t1793:c0,t8516841:c13,3
t1793:c0,t8516841:c16,1
t1793:c0,t10080826:c18,1
t1793:c0,t10111682:c4,1
t1793:c0,t10125703:c4,1
t1793:c0,t10184343:c4,1
t1793:c0,t10251001:c5,1
t1793:c0,t10268228:c4,1
t1793:c0,t1119059:c2,8
t1793:c0,t9263337:c3,9
t1793:c0,t1839410:c3,12
t1793:c0,t2612899:c0,6
t1793:c0,t1296201:c0,38
t1793:c0,t3478997:c4,5
t1793:c0,t5011423:c6,41
t1793:c0,t1030205:c1,4
t1793:c0,t8700709:c3,2399
t1793:c0,t5374414:c4,62
t1793:c0,t2992888:c0,166
t1793:c0,t8458946:c1,56
t1793:c0,t582563:c0,146
t1793:c0,t2218323:c4,47
t1793:c0,t2456584:c1,225
t1793:c0,t1659746:c5,138
t1793:c0,t3422763:c0,42
t1793:c0,t4542234:c1,676
t1793:c0,t2090130:c4,258
t1793:c0,t4490020:c1,657
t1793:c0,t8975586:c4,51
t1793:c0,t10052876:c3,9
t1793:c0,t6174996:c5,142
t1793:c0,t3422763:c2,50
t1793:c0,t5640287:c2,11
t1793:c0,t9295839:c0,349
t1793:c0,t10027214:c0,4
t1793:c0,t3383237:c4,30
t1793:c0,t3265765:c4,37
t1793:c0,t6959936:c5,57
t1793:c0,t2022569:c3,7
t1793:c0,t1468991:c3,6
t1793:c0,t2122609:c3,6
t1793:c0,t8533787:c3,8
t1793:c0,t751525:c3,7
t1793:c0,t9168467:c3,7
t1793:c0,t4270238:c3,7
t1793:c0,t7112131:c3,8
t1793:c0,t9978842:c3,8
t1793:c0,t3274228:c3,9
t1793:c0,t8715124:c3,9
t1793:c0,t4387083:c3,7
t1793:c0,t1218059:c3,9
t1793:c0,t954394:c3,8
t1793:c0,t407041:c3,4
t1793:c0,t1265089:c0,99
t1793:c0,t3353490:c0,99
t1793:c0,t4937298:c0,99
t1793:c0,t4945772:c0,99
t1793:c0,t5029109:c0,99
t1793:c0,t8495834:c0,99
t1793:c0,t10077552:c8,7
t1793:c0,t1388363:c12,29
t1793:c0,t7926417:c12,29
t1793:c0,t4854762:c0,135
t1793:c0,t5063412:c0,13
t1793:c0,t6174996:c6,17
t1793:c0,t3553910:c4,59
t1793:c0,t6932615:c4,59
t1793:c0,t3422763:c4,52
t1793:c0,t2096776:c0,145
t1793:c0,t3287297:c0,145
t1793:c0,t3295388:c0,145
t1793:c0,t4105424:c0,145
t1793:c0,t6261963:c0,145
t1793:c0,t8023712:c4,56
t1793:c0,t5879266:c4,34
t1793:c0,t5498967:c1,388
t1793:c0,t8614580:c0,476
t1793:c0,t4957369:c0,45
t1793:c0,t37265:c0,31
t1793:c0,t7557232:c5,139
t1793:c0,t6540757:c2,3
t1793:c0,t7829686:c2,3
t1793:c0,t8529725:c2,3
t1793:c0,t9024743:c2,3
t1793:c0,t6209022:c4,66
t1793:c0,t9184065:c0,8
t1793:c0,t2675666:c1,84
t1793:c0,t3321760:c4,43
t1793:c0,t10235239:c1,36
t1793:c0,t5822367:c4,79
t1793:c0,t1839410:c4,36
t1793:c0,t9540451:c0,208
t1793:c0,t2398276:c0,25
t1793:c0,t5011423:c7,11
t1793:c0,t7334860:c1,29
t1793:c0,t5407894:c1,783
t1793:c0,t5813457:c1,783
t1793:c0,t7491525:c7,30
t1793:c0,t4341769:c4,42
t1793:c0,t8447965:c2,11
t1793:c0,t6769670:c1,21
t1793:c0,t9671222:c8,193
t1793:c0,t9269094:c4,56
t1793:c0,t4237792:c0,49
t1793:c0,t5769411:c3,279
t1793:c0,t701738:c4,62
t1793:c0,t8714955:c1,117
t1793:c0,t6540177:c5,6
t1793:c0,t8404423:c4,10
t1793:c0,t10232042:c0,29
t1793:c0,t3144709:c4,34
t1793:c0,t6890489:c2,201
t1793:c0,t10027950:c1,4
t1793:c0,t1301448:c5,26
t1793:c0,t10110599:c1,11
t1793:c0,t2122609:c1,17
t1793:c0,t4867951:c1,32
t1793:c0,t8533787:c1,21
t1793:c0,t4270238:c1,26
t1793:c0,t4387083:c1,25
t1793:c0,t10217130:c1,26
t1793:c0,t1119059:c0,305
t1793:c0,t102817:c1,31
t1793:c0,t5755806:c0,123
t1793:c0,t8404423:c0,9
t1793:c0,t8285286:c1,443
t1793:c0,t5903373:c2,7
t1793:c0,t4001117:c0,20
t1793:c0,t1381886:c2,8
t1793:c0,t1390838:c1,9
t1793:c0,t1390838:c2,6
t1793:c0,t4341769:c2,6
t1793:c0,t2899292:c2,11
t1793:c0,t6581779:c2,7
t1793:c0,t2612899:c2,8
t1793:c0,t4811582:c2,7
t1793:c0,t5229366:c2,4
t1793:c0,t5879266:c2,10
t1793:c0,t5980613:c2,8
t1793:c0,t3265765:c2,12
t1793:c0,t10262247:c2,1
t1793:c0,t10276611:c2,3
t1793:c0,t10225422:c1,7
t1793:c0,t5011423:c8,23
t1793:c0,t9624420:c3,100
t1793:c0,t9184065:c4,59
t1793:c0,t5011423:c5,11
t1793:c0,t4148378:c4,58
t1793:c0,t1199711:c4,70
t1793:c0,t8941086:c4,70
t1793:c0,t10124629:c1,31
t1793:c0,t8924273:c0,25
t1793:c0,t6977621:c0,70
t1793:c0,t10010944:c2,10
t1793:c0,t5980613:c4,47
t1793:c0,t4811582:c4,56
t1793:c0,t10290501:c0,9
t1793:c0,t8891993:c4,49
t1793:c0,t4139008:c1,100
t1793:c0,t10110142:c1,11
t1793:c0,t532033:c2,9
t1793:c0,t8205499:c2,13
t1793:c0,t4180355:c2,13
t1793:c0,t1299993:c2,11
t1793:c0,t9683542:c2,12
t1793:c0,t9740446:c2,13
t1793:c0,t4788910:c2,11
t1793:c0,t8035289:c2,10
t1793:c0,t9633321:c2,15
t1793:c0,t4532504:c2,12
t1793:c0,t10283276:c1,34
t1793:c0,t8391425:c4,96
t1793:c0,t101143:c6,4
t1793:c0,t1005825:c1,4
t1793:c0,t10151197:c1,5
t1793:c0,t10009500:c0,19
t1793:c0,t10033230:c0,19
t1793:c0,t10054417:c0,19
t1793:c0,t10074177:c0,19
t1793:c0,t10093183:c0,19
t1793:c0,t10103894:c0,19
t1793:c0,t10132236:c0,19
t1793:c0,t10160664:c0,19
t1793:c0,t10161197:c0,19
t1793:c0,t10165570:c0,19
t1793:c0,t10203240:c0,19
t1793:c0,t10203901:c0,19
t1793:c0,t10217268:c0,19
t1793:c0,t10267253:c0,19
t1793:c0,t7067197:c4,49
t1793:c0,t3865734:c4,51
t1793:c0,t3968182:c4,51
t1793:c0,t9018020:c4,54
t1793:c0,t1468991:c2,12
t1793:c0,t7112131:c2,10
t1793:c0,t3274228:c2,11
t1793:c0,t8715124:c2,11
t1793:c0,t3295059:c2,9
t1793:c0,t954394:c2,11
t1793:c0,t8183565:c0,7
t1793:c0,t3321760:c1,8
t1793:c0,t5067905:c4,51
t1793:c0,t1381886:c4,40
t1793:c0,t8023712:c0,11
t1793:c0,t6174996:c2,8
t1793:c0,t10054842:c1,23
t1793:c0,t6923471:c3,15
t1793:c0,t6711631:c8,2
t1793:c0,t360436:c4,2
t1793:c0,t6274480:c0,65
t1793:c0,t2612899:c4,36
t1793:c0,t10107556:c3,8
t1793:c0,t8775866:c4,46
t1793:c0,t6191990:c1,30
t1793:c0,t8447965:c4,14
t1793:c0,t7062870:c4,39
t1793:c0,t3198605:c2,65
t1793:c0,t1028705:c1,1
t1793:c0,t9161821:c4,3
t1793:c0,t1224543:c1,4
t1793:c0,t7310667:c0,44
t1793:c0,t1683871:c0,78
t1793:c0,t4047698:c1,3
t1793:c0,t10207224:c4,4
t1793:c0,t2185975:c1,136
t1793:c0,t549379:c1,136
t1793:c0,t10009500:c2,6
t1793:c0,t10033230:c2,6
t1793:c0,t10054417:c2,6
t1793:c0,t10074177:c2,6
t1793:c0,t10093183:c2,6
t1793:c0,t10103894:c2,6
t1793:c0,t10132236:c2,6
t1793:c0,t10160664:c2,6
t1793:c0,t10161197:c2,6
t1793:c0,t10165570:c2,6
t1793:c0,t10203240:c2,6
t1793:c0,t10203901:c2,6
t1793:c0,t10217268:c2,6
t1793:c0,t10267253:c2,6
