TQ:Q, TS:S, q_pos, s_pos, q, s, d
100:0, 99848:4, 0, 0, [], [], 0.000
100:0, 99848:4, 1, 0, [], [], 0.000
100:0, 99848:6, 2, 1, [], [], 0.000
100:0, 99848:4, 3, 0, [], [], 0.000
100:0, 99848:4, 4, 0, [], [], 0.000
100:0, 99848:3, 5, 2, [], [], 0.000
100:0, 99848:4, 6, 0, [], [], 0.000
100:0, 99848:3, 7, 2, [], [], 0.000
100:0, 99848:3, 8, 2, [], [], 0.000
100:0, 99848:3, 9, 2, [], [], 0.000
100:0, 99848:4, 10, 0, [], [], 0.000
100:0, 99848:3, 11, 2, [], [], 0.000
100:0, 99848:3, 12, 2, [], [], 0.000
100:0, 99848:4, 13, 0, [], [], 0.000
100:0, 99848:3, 14, 2, [], [], 0.000
100:0, 99848:3, 15, 2, [], [], 0.000
100:0, 99848:3, 16, 2, [], [], 0.000
100:0, 99848:3, 17, 2, [], [], 0.000
100:0, 99848:3, 18, 2, [], [], 0.000
100:0, 99848:3, 19, 2, [], [], 0.000
100:0, 99848:5, 20, 2, [], [], 0.000
100:0, 99848:3, 21, 2, [], [], 0.000
100:0, 99848:5, 22, 2, [], [], 0.000
100:0, 99848:3, 23, 2, [], [], 0.000
100:0, 99848:3, 24, 2, [], [], 0.000
100:0, 99848:5, 25, 2, [], [], 0.000
100:0, 99848:5, 26, 2, [], [], 0.000
100:0, 99848:3, 27, 2, [], [], 0.000
100:0, 99848:3, 28, 2, [], [], 0.000
100:0, 99848:3, 29, 2, [], [], 0.000
100:0, 99848:8, 30, 1, [], [], 0.000
100:0, 99848:5, 31, 2, [], [], 0.000
100:0, 99848:5, 32, 2, [], [], 0.000
100:0, 99848:3, 33, 2, [], [], 0.000
100:0, 99848:3, 34, 2, [], [], 0.000
100:0, 99848:5, 35, 2, [], [], 0.000
100:0, 99848:3, 36, 2, [], [], 0.000
100:0, 99848:3, 37, 2, [], [], 0.000
100:0, 99848:3, 38, 2, [], [], 0.000
100:0, 99848:3, 39, 2, [], [], 0.000
100:0, 99848:3, 40, 2, [], [], 0.000
100:0, 99848:3, 41, 2, [], [], 0.000
100:0, 99848:3, 42, 2, [], [], 0.000
100:0, 99848:3, 43, 2, [], [], 0.000
100:0, 99848:3, 44, 2, [], [], 0.000
100:0, 99848:5, 45, 2, [], [], 0.000
100:0, 99848:5, 46, 2, [], [], 0.000
100:0, 99848:5, 47, 2, [], [], 0.000
100:0, 99848:5, 48, 2, [], [], 0.000
100:0, 99848:5, 49, 2, [], [], 0.000
100:0, 99848:4, 50, 0, [], [], 0.000
100:0, 99848:4, 51, 0, [], [], 0.000
100:0, 99848:4, 52, 0, [], [], 0.000
100:0, 99847:1, 53, 2, [], [], 0.000
100:0, 99848:4, 54, 0, [], [], 0.000
100:0, 99848:4, 55, 0, [], [], 0.000
100:0, 99848:3, 56, 2, [], [], 0.000
100:0, 99848:3, 57, 2, [], [], 0.000
100:0, 99848:3, 58, 2, [], [], 0.000
100:0, 99848:3, 59, 2, [], [], 0.000
100:0, 99848:3, 60, 2, [], [], 0.000
100:0, 99848:3, 61, 2, [], [], 0.000
100:0, 99848:3, 62, 2, [], [], 0.000
100:0, 99848:3, 63, 2, [], [], 0.000
100:0, 99848:3, 64, 2, [], [], 0.000
100:0, 99848:3, 65, 2, [], [], 0.000
100:0, 99848:5, 66, 2, [], [], 0.000
100:0, 99848:3, 67, 2, [], [], 0.000
100:0, 99848:3, 68, 2, [], [], 0.000
100:0, 99848:5, 69, 2, [], [], 0.000
100:0, 99848:3, 70, 2, [], [], 0.000
100:0, 99848:3, 71, 2, [], [], 0.000
100:0, 99848:3, 72, 2, [], [], 0.000
100:0, 99848:5, 73, 2, [], [], 0.000
100:0, 99848:3, 74, 2, [], [], 0.000
100:0, 99848:4, 75, 0, [], [], 0.000
100:0, 99848:3, 76, 2, [], [], 0.000
100:0, 99848:3, 77, 2, [], [], 0.000
100:0, 99848:3, 78, 2, [], [], 0.000
100:0, 99848:3, 79, 2, [], [], 0.000
100:0, 99848:5, 80, 2, [], [], 0.000
100:0, 99848:3, 81, 2, [], [], 0.000
100:0, 99848:5, 82, 2, [], [], 0.000
100:0, 99848:5, 83, 2, [], [], 0.000
100:0, 99848:5, 84, 2, [], [], 0.000
