k;s;d;recall;
1950;(61050,0,1);0.354723;0.343590;
1951;(64725,0,1);0.354723;0.343414;
1952;(70798,0,1);0.354723;0.343238;
1953;(75639,0,1);0.354723;0.343062;
1954;(76765,0,1);0.354723;0.342886;
1955;(78931,0,1);0.354723;0.342711;
1956;(82769,0,1);0.354723;0.342536;
1957;(83027,0,1);0.354723;0.342361;
1958;(89076,0,1);0.354723;0.342186;
1959;(89299,0,1);0.354723;0.342011;
1960;(90417,0,1);0.354723;0.341837;
1961;(91106,0,2);0.354723;0.341662;
1962;(93036,0,1);0.354723;0.341488;
1963;(97363,0,1);0.354723;0.341314;
1964;(97510,0,2);0.354723;0.341141;
1965;(99409,0,1);0.354723;0.340967;
1966;(104314,1,23);0.354723;0.340793;
1967;(106001,0,1);0.354723;0.340620;
1968;(106118,1,11);0.354723;0.340447;
1969;(107165,0,1);0.354723;0.340274;
1970;(110779,0,1);0.354723;0.340102;
1971;(110892,0,1);0.354723;0.339929;
1972;(111296,1,15);0.354723;0.339757;
1973;(113024,0,1);0.354723;0.339584;
1974;(113028,0,1);0.354723;0.339412;
1975;(114088,0,1);0.354723;0.339241;
1976;(115119,1,5);0.354723;0.339069;
1977;(72570,1,1);0.354730;0.338897;
1978;(95427,2,73);0.354734;0.338726;
1979;(13463,0,97);0.354802;0.338555;
1980;(17354,0,1);0.354839;0.338384;
1981;(476,3,5);0.354883;0.338213;
1982;(58363,3,26);0.354929;0.338042;
1983;(19738,2,43);0.354947;0.337872;
1984;(93241,7,2);0.354947;0.337702;
1985;(83146,2,42);0.354967;0.337531;
1986;(14901,1,28);0.354980;0.337362;
1987;(32721,0,1);0.355032;0.337192;
1988;(26596,1,3);0.355088;0.337022;
1989;(26535,1,10);0.355095;0.336853;
1990;(2326,0,1);0.355273;0.336683;
1991;(62976,2,67);0.355307;0.336514;
1992;(32819,1,32);0.355354;0.336345;
1993;(37853,2,13);0.355354;0.336177;
1994;(16504,0,1);0.355453;0.336008;
1995;(59385,0,1);0.355453;0.335840;
1996;(74086,0,1);0.355453;0.335671;
1997;(3903,0,56);0.355466;0.335503;
1998;(58712,0,56);0.355466;0.335335;
1999;(109600,2,15);0.355501;0.335168;
2000;(11174,2,29);0.355518;0.335000;
2001;(27380,3,20);0.355518;0.334833;
2002;(38078,0,265);0.355518;0.334665;
2003;(22557,0,2);0.355534;0.334498;
2004;(93793,0,6);0.355577;0.334331;
2005;(6713,2,11);0.355675;0.334165;
2006;(60327,2,0);0.355722;0.333998;
2007;(51201,2,24);0.355726;0.333832;
2008;(53046,1,624);0.355750;0.333665;
2009;(67165,6,15);0.355757;0.333499;
2010;(32628,2,36);0.355906;0.333333;
2011;(95574,0,126);0.355919;0.333168;
2012;(3181,2,7);0.355928;0.333002;
2013;(72710,4,3734);0.355941;0.332837;
2014;(30937,3,13);0.356037;0.332671;
2015;(24716,6,24);0.356050;0.332506;
2016;(4160,1,57);0.356073;0.332341;
2017;(91404,1,57);0.356073;0.332177;
2018;(33398,2,317);0.356108;0.332012;
2019;(31423,3,2059);0.356173;0.331847;
2020;(98933,1,1);0.356179;0.331683;
2021;(91192,3,69);0.356285;0.331519;
2022;(92611,7,3);0.356314;0.331355;
2023;(98769,3,12);0.356348;0.331191;
2024;(36007,7,16);0.356457;0.331028;
2025;(76044,3,775);0.356539;0.330864;
2026;(524,2,38);0.356543;0.330701;
2027;(1851,2,38);0.356543;0.330538;
2028;(3139,2,38);0.356543;0.330375;
2029;(5909,2,38);0.356543;0.330212;
2030;(8102,2,38);0.356543;0.330049;
2031;(8993,2,38);0.356543;0.329887;
2032;(11042,2,38);0.356543;0.329724;
2033;(14312,2,38);0.356543;0.329562;
2034;(15360,2,38);0.356543;0.329400;
2035;(15930,2,38);0.356543;0.329238;
2036;(22666,2,38);0.356543;0.329077;
2037;(23584,2,38);0.356543;0.328915;
2038;(26604,2,38);0.356543;0.328754;
2039;(26687,2,38);0.356543;0.328592;
2040;(29064,2,38);0.356543;0.328431;
2041;(30174,2,38);0.356543;0.328270;
2042;(30535,2,38);0.356543;0.328110;
2043;(30719,2,38);0.356543;0.327949;
2044;(35408,2,38);0.356543;0.327789;
2045;(40661,2,38);0.356543;0.327628;
2046;(41290,2,38);0.356543;0.327468;
2047;(42618,2,38);0.356543;0.327308;
2048;(43217,2,38);0.356543;0.327148;
2049;(46362,2,38);0.356543;0.326989;
2050;(47653,2,38);0.356543;0.326829;
2051;(48898,2,38);0.356543;0.326670;
2052;(49396,2,38);0.356543;0.326511;
2053;(50372,2,38);0.356543;0.326352;
2054;(50663,2,38);0.356543;0.326193;
2055;(51811,2,38);0.356543;0.326034;
2056;(51910,2,38);0.356543;0.325875;
2057;(56134,2,38);0.356543;0.325717;
2058;(57697,2,38);0.356543;0.325559;
2059;(58298,2,38);0.356543;0.325401;
2060;(58659,2,38);0.356543;0.325243;
2061;(60981,2,38);0.356543;0.325085;
2062;(63152,2,38);0.356543;0.324927;
2063;(64388,2,38);0.356543;0.324770;
2064;(65577,2,38);0.356543;0.324612;
2065;(65870,2,38);0.356543;0.324455;
2066;(65947,2,38);0.356543;0.324298;
2067;(66041,2,38);0.356543;0.324141;
2068;(66756,2,38);0.356543;0.323985;
2069;(70852,2,38);0.356543;0.323828;
2070;(72806,2,38);0.356543;0.323671;
2071;(73325,2,38);0.356543;0.323515;
2072;(76891,2,38);0.356543;0.323359;
2073;(77001,2,38);0.356543;0.323203;
2074;(77648,2,38);0.356543;0.323047;
2075;(79137,2,38);0.356543;0.322892;
2076;(79250,2,38);0.356543;0.322736;
2077;(79600,2,38);0.356543;0.322581;
2078;(79750,2,38);0.356543;0.322425;
2079;(84264,2,38);0.356543;0.322270;
2080;(85327,2,38);0.356543;0.322115;
2081;(87100,2,38);0.356543;0.321961;
2082;(88340,2,38);0.356543;0.321806;
2083;(89301,2,38);0.356543;0.321651;
2084;(90598,2,38);0.356543;0.321497;
2085;(90883,2,38);0.356543;0.321343;
2086;(93679,2,38);0.356543;0.321189;
2087;(94337,2,38);0.356543;0.321035;
2088;(95694,2,38);0.356543;0.320881;
2089;(96071,2,38);0.356543;0.320728;
2090;(97813,2,38);0.356543;0.320574;
2091;(99395,2,38);0.356543;0.320421;
2092;(100008,2,38);0.356543;0.320268;
2093;(100634,2,38);0.356543;0.320115;
2094;(103990,2,38);0.356543;0.319962;
2095;(104342,2,38);0.356543;0.319809;
2096;(105050,2,38);0.356543;0.319656;
2097;(107050,2,38);0.356543;0.319504;
2098;(107200,2,38);0.356543;0.319352;
2099;(108795,2,38);0.356543;0.319200;
2100;(109824,2,38);0.356543;0.319048;
2101;(111512,2,38);0.356543;0.318896;
2102;(115104,2,38);0.356543;0.318744;
2103;(8772,1,23);0.356622;0.318592;
2104;(114869,1,1);0.356622;0.318441;
2105;(115396,4,0);0.356622;0.318290;
2106;(115451,2,16);0.356622;0.318139;
2107;(28126,1,0);0.356633;0.317988;
2108;(56588,2,98);0.356697;0.317837;
2109;(17839,5,73);0.356731;0.317686;
2110;(105874,1,1427);0.356735;0.317536;
2111;(67826,0,1);0.356806;0.317385;
2112;(111802,0,10);0.356816;0.317235;
2113;(84496,1,17);0.356835;0.317085;
2114;(69079,0,7);0.356843;0.316935;
2115;(19791,0,4);0.356852;0.316785;
2116;(84599,0,5);0.356852;0.316635;
2117;(74667,1,1);0.356919;0.316486;
2118;(53046,1,626);0.356957;0.316336;
2119;(69079,2,23);0.356993;0.316187;
2120;(82637,1,17);0.357036;0.316038;
2121;(70174,0,524);0.357047;0.315889;
2122;(25415,1,0);0.357063;0.315740;
2123;(1888,0,2);0.357078;0.315591;
2124;(3909,0,2);0.357078;0.315443;
2125;(49163,0,2);0.357078;0.315294;
2126;(84271,0,2);0.357078;0.315146;
2127;(109579,0,2);0.357078;0.314998;
2128;(30847,0,1);0.357116;0.314850;
2129;(3413,0,2);0.357129;0.314702;
2130;(6007,0,3);0.357129;0.314554;
2131;(18211,0,5);0.357129;0.314406;
2132;(31875,0,32);0.357129;0.314259;
2133;(43369,0,3);0.357129;0.314112;
2134;(62143,0,4);0.357129;0.313964;
2135;(63824,0,30);0.357129;0.313817;
2136;(66353,0,12);0.357129;0.313670;
2137;(73759,0,7);0.357129;0.313524;
2138;(76969,0,7);0.357129;0.313377;
2139;(104095,0,4);0.357129;0.313230;
2140;(46676,0,149);0.357143;0.313084;
2141;(108840,0,5);0.357151;0.312938;
2142;(56984,1,51);0.357174;0.312792;
2143;(43878,0,153);0.357232;0.312646;
2144;(263,1,0);0.357238;0.312500;
2145;(36209,0,0);0.357247;0.312354;
2146;(14901,1,29);0.357249;0.312209;
2147;(1290,0,19);0.357259;0.312063;
2148;(3433,0,19);0.357259;0.311918;
2149;(5419,0,19);0.357259;0.311773;
2150;(14249,0,2);0.357259;0.311628;
2151;(15134,3,13);0.357259;0.311483;
2152;(33357,2,9);0.357259;0.311338;
2153;(48653,3,24);0.357259;0.311194;
2154;(84927,4,22);0.357259;0.311049;
2155;(85226,1,64);0.357259;0.310905;
2156;(104525,0,19);0.357259;0.310761;
2157;(4591,2,61);0.357266;0.310617;
2158;(8772,1,61);0.357266;0.310473;
2159;(115451,2,60);0.357266;0.310329;
2160;(110949,1,73);0.357271;0.310185;
2161;(17293,2,63);0.357274;0.310042;
2162;(31561,6,16);0.357274;0.309898;
2163;(53907,2,72);0.357274;0.309755;
2164;(89335,2,72);0.357274;0.309612;
2165;(37183,2,1);0.357282;0.309469;
2166;(81776,2,16);0.357282;0.309326;
2167;(2758,1,230);0.357290;0.309183;
2168;(4591,2,27);0.357291;0.309041;
2169;(17293,2,57);0.357300;0.308898;
2170;(43070,2,16);0.357300;0.308756;
2171;(89335,2,65);0.357300;0.308614;
2172;(110885,0,6);0.357363;0.308471;
2173;(4591,2,33);0.357436;0.308329;
2174;(40251,3,63);0.357436;0.308188;
2175;(97436,1,4);0.357436;0.308046;
2176;(103088,0,24);0.357466;0.307904;
2177;(115514,2,1);0.357469;0.307763;
2178;(10386,0,3);0.357479;0.307622;
2179;(10386,2,3);0.357479;0.307480;
2180;(99223,0,37);0.357532;0.307339;
2181;(6326,3,11);0.357538;0.307199;
2182;(83570,6,20);0.357543;0.307058;
2183;(8927,0,4);0.357573;0.306917;
2184;(23865,0,37);0.357573;0.306777;
2185;(31341,0,14);0.357573;0.306636;
2186;(53966,0,16);0.357573;0.306496;
2187;(70118,0,5);0.357573;0.306356;
2188;(80766,0,4);0.357573;0.306216;
2189;(54670,1,9);0.357578;0.306076;
2190;(62844,4,20);0.357616;0.305936;
2191;(101388,2,105);0.357616;0.305796;
2192;(2758,0,258);0.357620;0.305657;
2193;(115841,0,373);0.357636;0.305518;
2194;(27933,0,1);0.357644;0.305378;
2195;(32981,1,13);0.357648;0.305239;
2196;(93970,3,46);0.357648;0.305100;
2197;(68530,4,4);0.357734;0.304961;
2198;(55434,1,14);0.357778;0.304823;
2199;(18060,3,119);0.357809;0.304684;
2200;(77102,1,21);0.357815;0.304545;
2201;(81002,1,28);0.357816;0.304407;
2202;(49986,0,8);0.357828;0.304269;
2203;(110949,1,72);0.357863;0.304131;
2204;(51280,3,0);0.357873;0.303993;
2205;(73066,3,0);0.357873;0.303855;
2206;(73139,3,0);0.357873;0.303717;
2207;(77662,1,353);0.357922;0.303580;
2208;(70174,0,30);0.357937;0.303442;
2209;(71844,3,20);0.357940;0.303305;
2210;(109125,1,1);0.357943;0.303167;
2211;(52383,0,8);0.357959;0.303030;
2212;(25667,1,4);0.357974;0.302893;
2213;(30920,0,16);0.357981;0.302756;
2214;(28921,1,444);0.357991;0.302620;
2215;(84954,3,963);0.357997;0.302483;
2216;(66069,1,57);0.358070;0.302347;
2217;(35219,1,17);0.358072;0.302210;
2218;(63301,0,17);0.358133;0.302074;
2219;(64097,0,27);0.358133;0.301938;
2220;(66387,0,42);0.358133;0.301802;
2221;(81299,0,1);0.358133;0.301666;
2222;(113405,0,0);0.358149;0.301530;
2223;(101609,1,2);0.358184;0.301395;
2224;(85529,2,1);0.358190;0.301259;
2225;(94563,0,3);0.358214;0.301124;
2226;(15527,5,10);0.358228;0.300988;
2227;(68167,1,2);0.358239;0.300853;
2228;(15355,1,0);0.358263;0.300718;
2229;(82354,0,1);0.358300;0.300583;
2230;(108381,1,70);0.358301;0.300448;
2231;(85232,0,1);0.358309;0.300314;
2232;(59407,2,6);0.358342;0.300179;
2233;(107463,1,1);0.358377;0.300045;
2234;(81776,2,24);0.358422;0.299910;
2235;(61943,5,31);0.358502;0.299776;
2236;(19511,0,116);0.358520;0.299642;
2237;(98296,0,0);0.358545;0.299508;
2238;(111412,2,874);0.358548;0.299374;
2239;(8266,0,43);0.358562;0.299241;
2240;(37842,1,21);0.358585;0.299107;
2241;(18135,2,45);0.358609;0.298974;
2242;(46423,0,13);0.358634;0.298840;
2243;(69079,0,36);0.358641;0.298707;
2244;(36604,2,57);0.358660;0.298574;
2245;(75968,0,1);0.358660;0.298441;
2246;(88363,0,1);0.358660;0.298308;
2247;(106013,1,86);0.358664;0.298175;
2248;(66145,0,44);0.358667;0.298043;
2249;(101788,1,1);0.358674;0.297910;
2250;(72738,1,7);0.358683;0.297778;
2251;(7585,1,1);0.358691;0.297645;
2252;(43363,0,1088);0.358706;0.297513;
2253;(72343,3,55);0.358730;0.297381;
2254;(80388,1,4);0.358732;0.297249;
2255;(17708,2,0);0.358737;0.297118;
2256;(74577,1,187);0.358763;0.296986;
2257;(22758,1,21);0.358815;0.296854;
2258;(53046,1,625);0.358835;0.296723;
2259;(94429,4,1);0.358844;0.296591;
2260;(111233,4,1);0.358844;0.296460;
2261;(19496,3,72);0.358870;0.296329;
2262;(32952,7,6);0.358881;0.296198;
2263;(58043,2,8);0.358899;0.296067;
2264;(97255,1,19);0.358922;0.295936;
2265;(44956,0,1);0.358936;0.295806;
2266;(57418,0,2);0.358936;0.295675;
2267;(67454,0,0);0.359003;0.295545;
2268;(24645,0,108);0.359036;0.295414;
2269;(52383,0,43);0.359042;0.295284;
2270;(47546,0,2);0.359071;0.295154;
2271;(49061,3,0);0.359086;0.295024;
2272;(32010,1,2);0.359098;0.294894;
2273;(62813,2,2);0.359125;0.294765;
2274;(8737,1,17);0.359221;0.294635;
2275;(107032,1,21);0.359229;0.294506;
2276;(2014,0,1);0.359242;0.294376;
2277;(7528,3,6);0.359242;0.294247;
2278;(31520,2,11);0.359242;0.294118;
2279;(75369,7,13);0.359242;0.293989;
2280;(75369,8,13);0.359242;0.293860;
2281;(84927,4,20);0.359242;0.293731;
2282;(98953,0,4);0.359242;0.293602;
2283;(8772,1,25);0.359270;0.293474;
2284;(107410,2,36);0.359270;0.293345;
2285;(2014,0,10);0.359339;0.293217;
2286;(10787,1,44);0.359339;0.293088;
2287;(13494,2,33);0.359339;0.292960;
2288;(79766,3,10);0.359339;0.292832;
2289;(18898,0,3);0.359348;0.292704;
2290;(65109,4,56);0.359361;0.292576;
2291;(32981,0,160);0.359442;0.292449;
2292;(3099,0,6);0.359447;0.292321;
2293;(108473,0,6);0.359447;0.292194;
2294;(77662,1,584);0.359447;0.292066;
2295;(7363,1,2);0.359450;0.291939;
2296;(14948,1,2);0.359450;0.291812;
2297;(15542,1,2);0.359450;0.291685;
2298;(38692,1,2);0.359450;0.291558;
2299;(50286,1,2);0.359450;0.291431;
2300;(60970,1,2);0.359450;0.291304;
2301;(63421,1,1);0.359450;0.291178;
2302;(72146,1,2);0.359450;0.291051;
2303;(85604,1,2);0.359450;0.290925;
2304;(97059,1,2);0.359450;0.290799;
2305;(110359,1,2);0.359450;0.290672;
2306;(31355,0,8);0.359453;0.290546;
2307;(41425,2,6);0.359456;0.290420;
2308;(29902,3,22);0.359461;0.290295;
2309;(93063,3,1);0.359461;0.290169;
2310;(91480,0,7);0.359470;0.290043;
2311;(32981,0,46);0.359480;0.289918;
2312;(76044,3,1226);0.359524;0.289792;
2313;(73746,2,30);0.359586;0.289667;
2314;(32981,1,25);0.359635;0.289542;
2315;(7661,0,28);0.359647;0.289417;
2316;(92438,0,3);0.359647;0.289292;
2317;(107410,4,42);0.359702;0.289167;
2318;(56635,1,39);0.359770;0.289042;
2319;(114615,6,6);0.359794;0.288918;
2320;(73824,0,2);0.359830;0.288793;
2321;(32051,0,370);0.359841;0.288669;
2322;(58363,3,15);0.359854;0.288544;
2323;(4660,1,2);0.359880;0.288420;
2324;(71545,1,2);0.359880;0.288296;
2325;(102076,1,2);0.359880;0.288172;
2326;(30920,0,18);0.359888;0.288048;
2327;(67317,3,0);0.359916;0.287924;
2328;(48942,3,6);0.359952;0.287801;
2329;(8237,1,5);0.359976;0.287677;
2330;(106050,0,25);0.360031;0.287554;
2331;(100645,1,2);0.360058;0.287430;
2332;(57854,3,2);0.360086;0.287307;
2333;(1200,1,97);0.360098;0.287184;
2334;(45273,1,103);0.360098;0.287061;
2335;(27459,0,3);0.360175;0.286938;
2336;(51544,7,241);0.360177;0.286815;
2337;(28464,0,10);0.360228;0.286692;
2338;(51381,1,7);0.360230;0.286570;
2339;(31843,0,2);0.360236;0.286447;
2340;(7821,0,5);0.360237;0.286325;
2341;(58322,1,21);0.360284;0.286202;
2342;(63508,1,60);0.360319;0.286080;
2343;(113405,0,18);0.360339;0.285958;
2344;(19754,5,11);0.360349;0.285836;
2345;(19854,2,162);0.360349;0.285714;
2346;(26990,1,319);0.360349;0.285592;
2347;(33034,2,24);0.360349;0.285471;
2348;(33427,3,11);0.360349;0.285349;
2349;(33913,1,5);0.360349;0.285228;
2350;(35556,2,37);0.360349;0.285106;
2351;(54597,1,91);0.360349;0.284985;
2352;(62821,2,473);0.360349;0.284864;
2353;(63222,1,22);0.360349;0.284743;
2354;(71511,0,158);0.360349;0.284622;
2355;(73142,1,424);0.360349;0.284501;
2356;(75708,1,424);0.360349;0.284380;
2357;(107112,0,33);0.360349;0.284260;
2358;(116465,1,13);0.360349;0.284139;
2359;(58177,1,17);0.360349;0.284019;
2360;(63412,3,14);0.360359;0.283898;
2361;(42555,1,116);0.360386;0.283778;
2362;(10501,2,0);0.360397;0.283658;
2363;(20016,1,15);0.360397;0.283538;
2364;(54458,0,8);0.360397;0.283418;
2365;(68741,0,9);0.360397;0.283298;
2366;(89659,2,0);0.360397;0.283178;
2367;(89945,4,5);0.360397;0.283059;
2368;(102950,0,8);0.360397;0.282939;
2369;(116093,0,10);0.360397;0.282820;
2370;(75211,2,10);0.360423;0.282700;
2371;(24870,2,11);0.360425;0.282581;
2372;(81755,0,10);0.360442;0.282462;
2373;(100645,1,8);0.360446;0.282343;
2374;(6063,1,4);0.360462;0.282224;
2375;(11613,0,20);0.360521;0.282105;
2376;(9981,2,1);0.360523;0.281987;
2377;(10787,1,23);0.360523;0.281868;
2378;(38078,0,203);0.360523;0.281749;
2379;(42516,1,1);0.360523;0.281631;
2380;(64085,0,33);0.360523;0.281513;
2381;(69171,1,2);0.360523;0.281394;
2382;(102175,0,30);0.360523;0.281276;
2383;(63714,4,355);0.360551;0.281158;
2384;(1485,0,10);0.360565;0.281040;
2385;(4363,3,391);0.360596;0.280922;
2386;(107507,3,378);0.360596;0.280805;
2387;(27326,0,77);0.360643;0.280687;
2388;(105000,1,0);0.360643;0.280570;
2389;(107952,0,10);0.360643;0.280452;
2390;(5955,0,2);0.360674;0.280335;
2391;(1290,0,24);0.360679;0.280217;
2392;(2014,0,5);0.360679;0.280100;
2393;(3433,0,24);0.360679;0.279983;
2394;(5419,0,24);0.360679;0.279866;
2395;(38065,0,10);0.360679;0.279749;
2396;(67362,0,10);0.360679;0.279633;
2397;(104525,0,24);0.360679;0.279516;
2398;(108905,0,10);0.360679;0.279400;
2399;(1708,2,811);0.360685;0.279283;
2400;(103859,1,133);0.360687;0.279167;
2401;(77476,1,10);0.360690;0.279050;
2402;(15746,1,0);0.360721;0.278934;
2403;(37569,4,17);0.360807;0.278818;
2404;(12515,2,9);0.360859;0.278702;
2405;(16382,6,50);0.360873;0.278586;
2406;(5955,0,4);0.360911;0.278470;
2407;(11531,1,2);0.360962;0.278355;
2408;(49440,1,2);0.360962;0.278239;
2409;(106008,1,2);0.360962;0.278124;
2410;(105874,3,23);0.360976;0.278008;
2411;(93970,3,144);0.360977;0.277893;
2412;(19613,4,42);0.361042;0.277778;
2413;(24636,0,12);0.361049;0.277663;
2414;(98002,0,22);0.361084;0.277548;
2415;(95150,0,10);0.361106;0.277433;
2416;(90317,3,85);0.361127;0.277318;
2417;(94564,0,21);0.361182;0.277203;
2418;(116475,4,28);0.361192;0.277088;
2419;(56388,2,7);0.361213;0.276974;
2420;(26511,0,50);0.361231;0.276859;
2421;(38397,3,2);0.361234;0.276745;
2422;(47530,0,447);0.361260;0.276631;
2423;(76122,0,447);0.361260;0.276517;
2424;(90959,0,447);0.361260;0.276403;
2425;(111431,0,447);0.361260;0.276289;
2426;(111265,4,246);0.361296;0.276175;
2427;(99223,0,89);0.361363;0.276061;
2428;(7911,0,469);0.361398;0.275947;
2429;(28126,1,1);0.361408;0.275834;
2430;(116000,2,26);0.361419;0.275720;
2431;(58363,3,21);0.361525;0.275607;
2432;(31433,1,5);0.361589;0.275493;
2433;(99527,5,2);0.361589;0.275380;
2434;(7968,1,0);0.361600;0.275267;
2435;(9788,2,3);0.361600;0.275154;
2436;(9788,4,4);0.361600;0.275041;
2437;(12847,1,2);0.361600;0.274928;
2438;(71510,1,17);0.361600;0.274815;
2439;(81109,1,1);0.361600;0.274703;
2440;(91557,1,3);0.361600;0.274590;
2441;(100188,1,3);0.361600;0.274478;
2442;(106149,1,2);0.361600;0.274365;
2443;(47215,1,22);0.361626;0.274253;
2444;(74812,1,22);0.361626;0.274141;
2445;(87111,2,1);0.361626;0.274029;
2446;(92349,0,1);0.361626;0.273917;
2447;(3536,1,17);0.361688;0.273805;
2448;(110498,1,9);0.361695;0.273693;
2449;(31337,1,31);0.361732;0.273581;
2450;(72851,1,1);0.361740;0.273469;
2451;(105874,1,1424);0.361767;0.273358;
2452;(33398,2,162);0.361791;0.273246;
2453;(12744,3,4);0.361862;0.273135;
2454;(23826,3,5);0.361862;0.273024;
2455;(54111,3,11);0.361862;0.272912;
2456;(58524,3,7);0.361862;0.272801;
2457;(61279,3,2);0.361862;0.272690;
2458;(91634,1,332);0.361896;0.272579;
2459;(37320,0,0);0.361956;0.272468;
2460;(56953,0,3);0.361956;0.272358;
2461;(20183,2,19);0.361958;0.272247;
2462;(91373,12,27);0.361959;0.272136;
2463;(23991,1,4);0.362012;0.272026;
2464;(95412,1,224);0.362028;0.271916;
2465;(79323,2,21);0.362074;0.271805;
2466;(65409,0,368);0.362077;0.271695;
2467;(18617,4,62);0.362089;0.271585;
2468;(62489,0,944);0.362128;0.271475;
2469;(32981,2,148);0.362131;0.271365;
2470;(57361,1,48);0.362132;0.271255;
2471;(16203,1,2);0.362188;0.271145;
2472;(47559,0,35);0.362235;0.271036;
2473;(10958,0,6);0.362260;0.270926;
2474;(57268,1,2);0.362276;0.270817;
2475;(16821,7,2);0.362378;0.270707;
2476;(56020,0,1);0.362383;0.270598;
2477;(40201,3,35);0.362396;0.270489;
2478;(26511,0,64);0.362412;0.270379;
2479;(13722,0,7);0.362414;0.270270;
2480;(34999,0,90);0.362416;0.270161;
2481;(94761,0,7);0.362460;0.270052;
2482;(17505,0,1);0.362481;0.269944;
2483;(79323,2,39);0.362558;0.269835;
2484;(35393,0,393);0.362576;0.269726;
2485;(58363,3,13);0.362597;0.269618;
2486;(26511,0,172);0.362625;0.269509;
2487;(46676,1,122);0.362651;0.269401;
2488;(81300,1,14);0.362690;0.269293;
2489;(81135,0,11);0.362731;0.269184;
2490;(26027,1,14);0.362752;0.269076;
2491;(96614,1,17);0.362754;0.268968;
2492;(46453,3,16);0.362759;0.268860;
2493;(90682,6,23);0.362810;0.268753;
2494;(81383,0,3);0.362860;0.268645;
2495;(26950,2,40);0.362883;0.268537;
2496;(115249,6,42);0.362926;0.268429;
2497;(77383,2,21);0.362929;0.268322;
2498;(20950,6,27);0.362948;0.268215;
2499;(694,3,1);0.362967;0.268107;
2500;(11966,3,1);0.362967;0.268000;
2501;(14021,3,2);0.362967;0.267893;
2502;(20391,3,2);0.362967;0.267786;
2503;(25117,3,2);0.362967;0.267679;
2504;(32981,0,161);0.362967;0.267572;
2505;(42587,3,3);0.362967;0.267465;
2506;(45660,3,3);0.362967;0.267358;
2507;(54111,3,3);0.362967;0.267252;
2508;(55974,3,2);0.362967;0.267145;
2509;(67049,3,2);0.362967;0.267039;
2510;(77123,3,7);0.362967;0.266932;
2511;(82726,3,3);0.362967;0.266826;
2512;(86546,3,2);0.362967;0.266720;
2513;(87557,3,2);0.362967;0.266614;
2514;(92728,3,2);0.362967;0.266508;
2515;(109901,3,7);0.362967;0.266402;
2516;(110786,3,0);0.362967;0.266296;
2517;(94090,3,9);0.362988;0.266190;
2518;(105667,1,21);0.362992;0.266084;
2519;(85928,0,9);0.363036;0.265979;
2520;(113159,0,1);0.363055;0.265873;
2521;(91373,6,18);0.363104;0.265768;
2522;(43363,0,595);0.363115;0.265662;
2523;(83486,4,15);0.363115;0.265557;
2524;(36693,0,1);0.363166;0.265452;
2525;(89335,2,73);0.363185;0.265347;
2526;(6387,3,8);0.363208;0.265241;
2527;(38618,0,28);0.363233;0.265137;
2528;(38399,1,26);0.363245;0.265032;
2529;(42748,1,25);0.363245;0.264927;
2530;(73195,1,24);0.363245;0.264822;
2531;(77230,1,37);0.363245;0.264717;
2532;(89276,1,26);0.363245;0.264613;
2533;(45120,0,44);0.363254;0.264508;
2534;(801,1,4);0.363319;0.264404;
2535;(20295,1,4);0.363319;0.264300;
2536;(53192,1,2);0.363319;0.264196;
2537;(90993,1,2);0.363319;0.264091;
2538;(105811,1,2);0.363319;0.263987;
2539;(96536,0,2);0.363334;0.263883;
2540;(16876,8,292);0.363382;0.263780;
2541;(25326,0,27);0.363385;0.263676;
2542;(284,0,8);0.363465;0.263572;
2543;(455,0,22);0.363465;0.263468;
2544;(777,0,3);0.363465;0.263365;
2545;(2485,0,4);0.363465;0.263261;
2546;(3141,0,0);0.363465;0.263158;
2547;(3736,0,3);0.363465;0.263055;
2548;(4514,0,0);0.363465;0.262951;
2549;(5829,0,0);0.363465;0.262848;
2550;(6387,3,7);0.363465;0.262745;
2551;(7783,0,12);0.363465;0.262642;
2552;(7838,0,5);0.363465;0.262539;
2553;(8720,0,1);0.363465;0.262436;
2554;(8732,0,0);0.363465;0.262334;
2555;(9302,0,1);0.363465;0.262231;
2556;(10594,0,0);0.363465;0.262128;
2557;(10616,0,0);0.363465;0.262026;
2558;(11070,0,1);0.363465;0.261923;
2559;(11400,0,2);0.363465;0.261821;
2560;(11965,0,0);0.363465;0.261719;
2561;(11966,3,10);0.363465;0.261617;
2562;(13484,1,95);0.363465;0.261514;
2563;(13535,0,6);0.363465;0.261412;
2564;(14056,0,0);0.363465;0.261310;
2565;(14285,0,1);0.363465;0.261209;
2566;(15531,0,26);0.363465;0.261107;
2567;(15757,0,3);0.363465;0.261005;
2568;(16523,0,1);0.363465;0.260903;
2569;(16722,0,1);0.363465;0.260802;
2570;(21603,0,0);0.363465;0.260700;
2571;(22217,0,0);0.363465;0.260599;
2572;(22740,0,4);0.363465;0.260498;
2573;(25035,0,2);0.363465;0.260396;
2574;(25113,0,2);0.363465;0.260295;
2575;(26751,3,8);0.363465;0.260194;
2576;(27093,0,0);0.363465;0.260093;
2577;(27319,0,1);0.363465;0.259992;
2578;(27557,0,0);0.363465;0.259891;
2579;(28339,0,5);0.363465;0.259791;
2580;(30367,0,4);0.363465;0.259690;
2581;(30408,0,13);0.363465;0.259589;
2582;(31040,0,0);0.363465;0.259489;
2583;(32981,0,224);0.363465;0.259388;
2584;(32987,1,27);0.363465;0.259288;
2585;(33285,0,0);0.363465;0.259188;
