k;s;d;recall;
665;(105113,2,0);0.319474;1.000000;
666;(10856,4,2);0.319500;1.000000;
667;(109531,2,51);0.319500;1.000000;
668;(65409,0,51);0.319529;1.000000;
669;(115451,2,65);0.319529;1.000000;
670;(46423,0,18);0.319578;1.000000;
671;(56196,0,99);0.319778;0.998510;
672;(30920,0,10);0.319793;0.997024;
673;(33853,1,43);0.319953;0.995542;
674;(112468,1,2);0.319986;0.994065;
675;(95549,0,9);0.320011;0.992593;
676;(103691,0,21);0.320169;0.991124;
677;(12670,3,2);0.320273;0.989660;
678;(13943,3,0);0.320273;0.988201;
679;(21980,3,7);0.320273;0.986745;
680;(31606,3,5);0.320273;0.985294;
681;(32065,3,8);0.320273;0.983847;
682;(36826,3,1);0.320273;0.982405;
683;(44303,3,1);0.320273;0.980966;
684;(45289,3,3);0.320273;0.979532;
685;(52339,3,2);0.320273;0.978102;
686;(60132,3,9);0.320273;0.976676;
687;(67656,3,14);0.320273;0.975255;
688;(68565,3,2);0.320273;0.973837;
689;(70537,3,12);0.320273;0.972424;
690;(84611,3,6);0.320273;0.971014;
691;(21895,3,19);0.320375;0.969609;
692;(3680,1,10);0.320552;0.968208;
693;(107410,3,39);0.320610;0.966811;
694;(111548,2,81);0.320636;0.965418;
695;(84507,3,11);0.320746;0.964029;
696;(94429,4,78);0.320746;0.962644;
697;(111233,4,78);0.320746;0.961263;
698;(105956,4,0);0.321314;0.959885;
699;(111979,0,15);0.321314;0.958512;
700;(93241,7,25);0.321419;0.957143;
701;(114393,1,4);0.321430;0.955777;
702;(114502,3,11);0.321484;0.954416;
703;(110672,2,6);0.321485;0.953058;
704;(3680,2,35);0.321521;0.951705;
705;(91951,3,13);0.321582;0.950355;
706;(1290,0,20);0.321616;0.949009;
707;(3433,0,20);0.321616;0.947666;
708;(5419,0,20);0.321616;0.946328;
709;(15134,3,14);0.321616;0.944993;
710;(31520,2,12);0.321616;0.943662;
711;(103758,6,8);0.321616;0.942335;
712;(104525,0,20);0.321616;0.941011;
713;(32627,2,22);0.321630;0.939691;
714;(63219,2,48);0.321643;0.938375;
715;(39526,4,14);0.321664;0.937063;
716;(57790,2,93);0.321664;0.935754;
717;(62375,1,17);0.321664;0.934449;
718;(82354,2,10);0.321664;0.933148;
719;(26950,2,35);0.321728;0.931850;
720;(36274,1,7);0.321749;0.930556;
721;(100092,2,18);0.321978;0.929265;
722;(24054,3,2);0.322081;0.927978;
723;(54282,2,1);0.322106;0.926694;
724;(80234,3,1);0.322106;0.925414;
725;(91908,6,21);0.322334;0.924138;
726;(110949,1,75);0.322526;0.922865;
727;(37669,0,7);0.322559;0.921596;
728;(30383,0,9);0.322661;0.920330;
729;(45001,3,40);0.322732;0.919067;
730;(13325,0,122);0.322975;0.917808;
731;(69362,0,114);0.322975;0.916553;
732;(17774,1,2);0.322983;0.915301;
733;(37147,0,33);0.323049;0.914052;
734;(13495,5,9);0.323057;0.912807;
735;(67086,6,8);0.323057;0.911565;
736;(87819,0,45);0.323061;0.910326;
737;(47559,0,21);0.323146;0.909091;
738;(78503,2,37);0.323431;0.907859;
739;(89994,2,37);0.323431;0.906631;
740;(56588,0,161);0.323458;0.905405;
741;(84954,4,520);0.323509;0.904184;
742;(37560,2,10);0.323543;0.902965;
743;(60055,0,5);0.323766;0.901750;
744;(44500,0,49);0.323818;0.900538;
745;(78124,0,1);0.323851;0.899329;
746;(99356,0,42);0.323866;0.898123;
747;(65677,1,46);0.323930;0.896921;
748;(76757,0,2);0.323981;0.895722;
749;(14112,0,103);0.324050;0.894526;
750;(70174,0,522);0.324268;0.893333;
751;(77383,2,29);0.324301;0.892144;
752;(35871,1,0);0.324304;0.890957;
753;(49513,5,3);0.324306;0.889774;
754;(20782,2,43);0.324308;0.888594;
755;(40662,3,2);0.324487;0.887417;
756;(46423,0,102);0.324627;0.886243;
757;(4428,0,3);0.324674;0.885073;
758;(7671,0,8);0.324725;0.883905;
759;(46329,0,3);0.324725;0.882740;
760;(54458,0,5);0.324725;0.881579;
761;(68741,0,4);0.324725;0.880421;
762;(102950,0,4);0.324725;0.879265;
763;(105648,1,3);0.324725;0.878113;
764;(108736,2,0);0.324725;0.876963;
765;(116093,0,4);0.324725;0.875817;
766;(45476,6,128);0.324795;0.874674;
767;(40669,7,8);0.324797;0.873533;
768;(76044,3,1243);0.324999;0.872396;
769;(5023,0,11);0.325045;0.871261;
770;(90051,0,212);0.325239;0.870130;
771;(112208,2,22);0.325324;0.869001;
772;(36007,2,9);0.325327;0.867876;
773;(113772,0,6);0.325539;0.866753;
774;(22418,1,2);0.325617;0.865633;
775;(44726,0,146);0.325917;0.864516;
776;(68167,1,1);0.325920;0.863402;
777;(30920,0,9);0.325967;0.862291;
778;(58363,3,27);0.325994;0.861183;
779;(12022,0,6);0.326021;0.860077;
780;(85875,0,55);0.326093;0.858974;
781;(67394,4,1);0.326181;0.857875;
782;(76044,3,281);0.326229;0.856777;
783;(6707,2,24);0.326304;0.855683;
784;(95771,3,2);0.326425;0.854592;
785;(37570,0,9);0.326697;0.853503;
786;(83146,2,33);0.326730;0.852417;
787;(106295,1,33);0.326747;0.851334;
788;(76044,3,310);0.326835;0.850254;
789;(43222,1,45);0.326852;0.849176;
790;(45114,2,12);0.327020;0.848101;
791;(64991,0,16);0.327170;0.847029;
792;(105874,1,1431);0.327246;0.845960;
793;(112069,6,16);0.327479;0.844893;
794;(26519,1,4);0.327597;0.843829;
795;(64433,1,2);0.327597;0.842767;
796;(65564,1,4);0.327597;0.841709;
797;(72694,1,16);0.327597;0.840652;
798;(74349,1,13);0.327597;0.839599;
799;(98929,1,5);0.327597;0.838548;
800;(93938,2,1);0.327725;0.837500;
801;(4591,2,44);0.327761;0.836454;
802;(115451,2,45);0.327761;0.835411;
803;(8772,1,32);0.327763;0.834371;
804;(115451,2,25);0.327763;0.833333;
805;(24291,1,1);0.327901;0.832298;
806;(12130,2,12);0.327910;0.831266;
807;(12272,1,2);0.327972;0.830235;
808;(101538,9,0);0.327972;0.829208;
809;(106077,10,1);0.327972;0.828183;
810;(114864,0,22);0.327981;0.827160;
811;(7094,1,49);0.327995;0.826141;
812;(11283,0,25);0.328320;0.825123;
813;(6377,1,5);0.328399;0.824108;
814;(10787,1,29);0.328399;0.823096;
815;(17229,1,5);0.328399;0.822086;
816;(52470,1,21);0.328399;0.821078;
817;(57790,2,64);0.328399;0.820073;
818;(57880,1,5);0.328399;0.819071;
819;(67890,1,5);0.328399;0.818071;
820;(113961,1,5);0.328399;0.817073;
821;(84954,4,519);0.328409;0.816078;
822;(52959,2,9);0.328534;0.815085;
823;(42577,0,3);0.328605;0.814095;
824;(4087,0,0);0.328743;0.813107;
825;(11008,0,0);0.328829;0.812121;
826;(53046,1,621);0.328952;0.811138;
827;(94090,3,8);0.328974;0.810157;
828;(31381,1,136);0.329020;0.809179;
829;(5404,0,23);0.329072;0.808203;
830;(7551,0,23);0.329072;0.807229;
831;(16416,0,14);0.329072;0.806258;
832;(20475,0,22);0.329072;0.805288;
833;(29111,1,12);0.329072;0.804322;
834;(90378,0,19);0.329072;0.803357;
835;(90583,0,17);0.329072;0.802395;
836;(5646,0,1);0.329074;0.801435;
837;(25922,2,3);0.329078;0.800478;
838;(93793,2,63);0.329163;0.799523;
839;(76044,3,1347);0.329184;0.798570;
840;(24318,1,2);0.329203;0.797619;
841;(115841,0,273);0.329453;0.796671;
842;(35267,1,11);0.329503;0.795724;
843;(93526,1,3);0.329548;0.794781;
844;(594,1,20);0.329589;0.793839;
845;(11861,2,21);0.329631;0.792899;
846;(65091,0,8);0.329638;0.791962;
847;(84507,3,63);0.329638;0.791027;
848;(90142,1,4);0.329638;0.790094;
849;(92112,0,119);0.329658;0.789164;
850;(8772,1,74);0.329743;0.788235;
851;(107410,4,37);0.329743;0.787309;
852;(23815,3,87);0.329790;0.786385;
853;(50410,4,4);0.329801;0.785463;
854;(32318,1,78);0.329908;0.784543;
855;(70174,0,733);0.330068;0.783626;
856;(9897,1,15);0.330136;0.782710;
857;(7821,0,2);0.330163;0.781797;
858;(74076,0,205);0.330176;0.780886;
859;(76044,3,763);0.330200;0.779977;
860;(101258,2,4);0.330514;0.779070;
861;(45423,0,13);0.330529;0.778165;
862;(42207,3,55);0.330675;0.777262;
863;(284,0,3);0.330976;0.776362;
864;(455,0,17);0.330976;0.775463;
865;(546,0,1);0.330976;0.774566;
866;(7783,0,7);0.330976;0.773672;
867;(8148,0,14);0.330976;0.772780;
868;(9168,4,91);0.330976;0.771889;
869;(10003,0,0);0.330976;0.771001;
870;(13484,1,90);0.330976;0.770115;
871;(13535,0,1);0.330976;0.769231;
872;(14021,3,1);0.330976;0.768349;
873;(15531,0,21);0.330976;0.767469;
874;(15608,0,3);0.330976;0.766590;
875;(19751,0,1);0.330976;0.765714;
876;(20674,0,2);0.330976;0.764840;
877;(22765,0,4);0.330976;0.763968;
878;(22911,0,0);0.330976;0.763098;
879;(25117,3,1);0.330976;0.762230;
880;(27712,3,2);0.330976;0.761364;
881;(28339,0,0);0.330976;0.760499;
882;(30408,0,8);0.330976;0.759637;
883;(31348,0,0);0.330976;0.758777;
884;(32987,1,17);0.330976;0.757919;
885;(34566,0,1);0.330976;0.757062;
886;(35036,0,2);0.330976;0.756208;
887;(37021,0,1);0.330976;0.755355;
888;(39433,0,0);0.330976;0.754505;
889;(39832,0,0);0.330976;0.753656;
890;(40507,0,5);0.330976;0.752809;
891;(42434,0,2);0.330976;0.751964;
892;(42587,3,2);0.330976;0.751121;
893;(43333,0,4);0.330976;0.750280;
894;(44215,0,9);0.330976;0.749441;
895;(45660,3,1);0.330976;0.748603;
896;(45557,0,8);0.330976;0.747768;
897;(45767,0,0);0.330976;0.746934;
898;(45988,0,3);0.330976;0.746102;
899;(47692,0,0);0.330976;0.745273;
900;(47872,0,2);0.330976;0.744444;
901;(48189,0,1);0.330976;0.743618;
902;(48573,0,29);0.330976;0.742794;
903;(48867,0,1);0.330976;0.741971;
904;(49597,0,0);0.330976;0.741150;
905;(49933,0,7);0.330976;0.740331;
906;(53617,0,1);0.330976;0.739514;
907;(53742,3,0);0.330976;0.738699;
908;(54111,3,2);0.330976;0.737885;
909;(54135,3,3);0.330976;0.737074;
910;(56642,0,2);0.330976;0.736264;
911;(59379,0,8);0.330976;0.735456;
912;(60683,0,2);0.330976;0.734649;
913;(65412,0,0);0.330976;0.733844;
914;(65928,0,12);0.330976;0.733042;
915;(69167,0,10);0.330976;0.732240;
916;(70968,0,12);0.330976;0.731441;
917;(72399,0,1);0.330976;0.730643;
918;(72560,0,1);0.330976;0.729847;
919;(75850,0,1);0.330976;0.729053;
920;(79887,0,1);0.330976;0.728261;
921;(81592,0,1);0.330976;0.727470;
922;(82600,0,2);0.330976;0.726681;
923;(82396,0,2);0.330976;0.725894;
924;(82726,3,2);0.330976;0.725108;
925;(85739,0,6);0.330976;0.724324;
926;(86546,3,1);0.330976;0.723542;
927;(87557,3,1);0.330976;0.722762;
928;(87640,0,2);0.330976;0.721983;
929;(88943,0,6);0.330976;0.721206;
930;(89786,0,2);0.330976;0.720430;
931;(90208,0,6);0.330976;0.719656;
932;(92728,3,1);0.330976;0.718884;
933;(93144,0,1);0.330976;0.718114;
934;(93205,3,1);0.330976;0.717345;
935;(93727,0,9);0.330976;0.716578;
936;(93949,0,1);0.330976;0.715812;
937;(94843,0,9);0.330976;0.715048;
938;(95856,0,9);0.330976;0.714286;
939;(96670,0,1);0.330976;0.713525;
940;(96809,0,3);0.330976;0.712766;
941;(98990,0,0);0.330976;0.712008;
942;(99366,0,0);0.330976;0.711253;
943;(99872,0,9);0.330976;0.710498;
944;(100431,0,1);0.330976;0.709746;
945;(101382,0,3);0.330976;0.708995;
946;(101644,0,1);0.330976;0.708245;
947;(102289,3,2);0.330976;0.707497;
948;(102938,0,0);0.330976;0.706751;
949;(106947,0,1);0.330976;0.706006;
950;(107110,0,1);0.330976;0.705263;
951;(107999,0,7);0.330976;0.704522;
952;(114982,0,9);0.330976;0.703781;
953;(116032,0,11);0.330976;0.703043;
954;(72343,3,48);0.330989;0.702306;
955;(4591,2,20);0.331162;0.701571;
956;(115451,2,18);0.331162;0.700837;
957;(77572,2,3);0.331288;0.700104;
958;(89796,2,2);0.331288;0.699374;
959;(106401,2,6);0.331288;0.698644;
960;(7821,0,11);0.331314;0.697917;
961;(69079,2,149);0.331389;0.697190;
962;(76284,1,2);0.331389;0.696466;
963;(111412,1,223);0.331389;0.695742;
964;(4591,2,18);0.331436;0.695021;
965;(97925,2,1);0.331436;0.694301;
966;(115451,2,17);0.331436;0.693582;
967;(88173,2,14);0.331439;0.692865;
968;(80234,2,0);0.331505;0.692149;
969;(84954,3,559);0.331573;0.691434;
970;(56958,2,7);0.331765;0.690722;
971;(49287,6,3);0.331775;0.690010;
972;(95427,2,18);0.331775;0.689300;
973;(60623,2,9);0.331895;0.688592;
974;(20746,1,2);0.332011;0.687885;
975;(22355,0,1);0.332131;0.687180;
976;(58363,3,19);0.332306;0.686475;
977;(111412,0,1247);0.332327;0.685773;
978;(1290,0,18);0.332342;0.685072;
979;(2014,0,0);0.332342;0.684372;
980;(3433,0,18);0.332342;0.683673;
981;(5419,0,18);0.332342;0.682977;
982;(14249,0,0);0.332342;0.682281;
983;(40295,2,4);0.332342;0.681587;
984;(70895,2,7);0.332342;0.680894;
985;(91730,1,33);0.332342;0.680203;
986;(104525,0,18);0.332342;0.679513;
987;(14308,1,3);0.332464;0.678825;
988;(69726,1,3);0.332464;0.678138;
989;(23826,3,8);0.332557;0.677452;
990;(25117,3,8);0.332557;0.676768;
991;(26751,3,6);0.332557;0.676085;
992;(32981,0,180);0.332557;0.675403;
993;(73040,1,2);0.332557;0.674723;
994;(91735,3,6);0.332557;0.674044;
995;(92728,3,7);0.332557;0.673367;
996;(93335,3,12);0.332557;0.672691;
997;(25687,2,2);0.332670;0.672016;
998;(30920,2,8);0.332703;0.671343;
999;(57391,2,14);0.332737;0.670671;
1000;(7369,0,23);0.332740;0.670000;
1001;(9175,0,23);0.332740;0.669331;
1002;(10283,0,23);0.332740;0.668663;
1003;(11835,0,10);0.332740;0.667996;
1004;(13459,0,23);0.332740;0.667331;
1005;(19230,0,23);0.332740;0.666667;
1006;(21879,0,13);0.332740;0.666004;
1007;(24739,0,23);0.332740;0.665343;
1008;(24806,0,21);0.332740;0.664683;
1009;(24922,0,23);0.332740;0.664024;
1010;(28086,0,21);0.332740;0.663366;
1011;(29659,0,7);0.332740;0.662710;
1012;(30131,0,7);0.332740;0.662055;
1013;(33418,0,23);0.332740;0.661402;
1014;(33929,0,23);0.332740;0.660749;
1015;(34224,3,4);0.332740;0.660098;
1016;(39552,0,16);0.332740;0.659449;
1017;(39817,0,23);0.332740;0.658800;
1018;(40000,0,23);0.332740;0.658153;
1019;(41279,0,14);0.332740;0.657507;
1020;(43003,0,23);0.332740;0.656863;
1021;(44001,0,21);0.332740;0.656219;
1022;(44856,0,23);0.332740;0.655577;
1023;(45089,0,23);0.332740;0.654936;
1024;(45717,0,12);0.332740;0.654297;
1025;(49783,0,23);0.332740;0.653659;
1026;(51320,0,10);0.332740;0.653021;
1027;(52426,0,23);0.332740;0.652386;
1028;(52897,0,23);0.332740;0.651751;
1029;(55222,0,10);0.332740;0.651118;
1030;(56589,0,9);0.332740;0.650485;
1031;(56776,0,10);0.332740;0.649854;
1032;(57556,0,21);0.332740;0.649225;
1033;(57970,0,21);0.332740;0.648596;
1034;(58987,0,9);0.332740;0.647969;
1035;(60313,0,23);0.332740;0.647343;
1036;(62478,0,6);0.332740;0.646718;
1037;(63230,0,23);0.332740;0.646095;
1038;(63336,0,23);0.332740;0.645472;
1039;(64619,0,4);0.332740;0.644851;
1040;(67111,0,5);0.332740;0.644231;
1041;(71688,0,23);0.332740;0.643612;
1042;(72376,0,23);0.332740;0.642994;
1043;(73884,0,23);0.332740;0.642378;
1044;(76199,0,23);0.332740;0.641762;
1045;(76342,0,23);0.332740;0.641148;
1046;(77902,0,23);0.332740;0.640535;
1047;(80206,0,23);0.332740;0.639924;
1048;(81745,0,6);0.332740;0.639313;
1049;(81912,0,23);0.332740;0.638704;
1050;(81954,0,21);0.332740;0.638095;
1051;(84560,0,10);0.332740;0.637488;
1052;(84990,0,23);0.332740;0.636882;
1053;(89308,0,7);0.332740;0.636277;
1054;(90374,0,23);0.332740;0.635674;
1055;(93015,0,23);0.332740;0.635071;
1056;(93810,0,13);0.332740;0.634470;
1057;(94215,0,13);0.332740;0.633869;
1058;(94690,0,23);0.332740;0.633270;
1059;(95334,0,7);0.332740;0.632672;
1060;(95924,0,5);0.332740;0.632075;
1061;(97547,0,7);0.332740;0.631480;
1062;(97734,0,7);0.332740;0.630885;
1063;(98422,0,23);0.332740;0.630292;
1064;(98709,0,7);0.332740;0.629699;
1065;(101817,0,10);0.332740;0.629108;
1066;(108294,0,9);0.332740;0.628518;
1067;(108304,0,18);0.332740;0.627929;
1068;(109750,0,23);0.332740;0.627341;
1069;(110308,0,39);0.332740;0.626754;
1070;(111791,0,7);0.332740;0.626168;
1071;(112949,0,23);0.332740;0.625584;
1072;(115292,0,10);0.332740;0.625000;
1073;(23607,1,234);0.332837;0.624418;
1074;(43363,0,1020);0.332840;0.623836;
1075;(46676,0,188);0.332851;0.623256;
1076;(106843,3,26);0.332857;0.622677;
1077;(34144,1,6);0.332858;0.622098;
1078;(7369,0,14);0.333040;0.621521;
1079;(9175,0,14);0.333040;0.620945;
1080;(10283,0,14);0.333040;0.620370;
1081;(13459,0,14);0.333040;0.619797;
1082;(19230,0,14);0.333040;0.619224;
1083;(21879,0,4);0.333040;0.618652;
1084;(24739,0,14);0.333040;0.618081;
1085;(24806,0,12);0.333040;0.617512;
1086;(24922,0,14);0.333040;0.616943;
1087;(28086,0,12);0.333040;0.616375;
1088;(33418,0,14);0.333040;0.615809;
1089;(33929,0,14);0.333040;0.615243;
1090;(39552,0,7);0.333040;0.614679;
1091;(39817,0,14);0.333040;0.614115;
1092;(40000,0,14);0.333040;0.613553;
1093;(41279,0,5);0.333040;0.612992;
1094;(43003,0,14);0.333040;0.612431;
1095;(44001,0,12);0.333040;0.611872;
1096;(44856,0,14);0.333040;0.611314;
1097;(45089,0,14);0.333040;0.610757;
1098;(49783,0,14);0.333040;0.610200;
1099;(52426,0,14);0.333040;0.609645;
1100;(52897,0,14);0.333040;0.609091;
1101;(57556,0,12);0.333040;0.608538;
1102;(57970,0,12);0.333040;0.607985;
1103;(60313,0,14);0.333040;0.607434;
1104;(63230,0,14);0.333040;0.606884;
1105;(63336,0,14);0.333040;0.606335;
1106;(71688,0,14);0.333040;0.605787;
1107;(72376,0,14);0.333040;0.605239;
1108;(73884,0,14);0.333040;0.604693;
1109;(76199,0,14);0.333040;0.604148;
1110;(76342,0,14);0.333040;0.603604;
1111;(77902,0,14);0.333040;0.603060;
1112;(80206,0,14);0.333040;0.602518;
1113;(81912,0,14);0.333040;0.601977;
1114;(81954,0,12);0.333040;0.601436;
1115;(84990,0,14);0.333040;0.600897;
1116;(90374,0,14);0.333040;0.600358;
1117;(93015,0,14);0.333040;0.599821;
1118;(93810,0,4);0.333040;0.599284;
1119;(94215,0,4);0.333040;0.598749;
1120;(94690,0,14);0.333040;0.598214;
1121;(98422,0,14);0.333040;0.597681;
1122;(108304,0,9);0.333040;0.597148;
1123;(109750,0,14);0.333040;0.596616;
1124;(112949,0,14);0.333040;0.596085;
1125;(109226,0,79);0.333131;0.595556;
1126;(38000,0,2);0.333158;0.595027;
1127;(30733,0,19);0.333187;0.594499;
1128;(23465,1,0);0.333221;0.593972;
1129;(110308,0,19);0.333240;0.593446;
1130;(45271,0,2);0.333242;0.592920;
1131;(84303,0,2);0.333242;0.592396;
1132;(41861,3,22);0.333442;0.591873;
1133;(4034,1,3);0.333459;0.591350;
1134;(18068,1,1);0.333459;0.590829;
1135;(19556,1,11);0.333459;0.590308;
1136;(43458,1,0);0.333459;0.589789;
1137;(56743,1,11);0.333459;0.589270;
1138;(42577,0,1);0.333653;0.588752;
1139;(115249,6,43);0.333702;0.588235;
1140;(60711,0,5);0.333761;0.587719;
1141;(81776,2,25);0.333942;0.587204;
1142;(24054,3,0);0.333960;0.586690;
1143;(38889,15,4);0.334057;0.586177;
1144;(3650,2,1);0.334121;0.585664;
1145;(46671,0,2);0.334121;0.585153;
1146;(79026,2,3);0.334121;0.584642;
1147;(8772,1,38);0.334163;0.584132;
1148;(115451,2,30);0.334163;0.583624;
1149;(98024,1,1421);0.334244;0.583116;
1150;(4795,0,5);0.334279;0.582609;
1151;(73705,2,20);0.334333;0.582103;
1152;(7378,3,28);0.334378;0.581597;
1153;(71745,3,20);0.334378;0.581093;
1154;(99432,3,28);0.334378;0.580589;
1155;(46423,0,26);0.334455;0.580087;
1156;(25400,1,7);0.334491;0.579585;
1157;(82637,1,21);0.334525;0.579084;
1158;(42808,2,10);0.334566;0.578584;
1159;(69394,1,0);0.334566;0.578085;
1160;(84507,3,16);0.334566;0.577586;
1161;(31423,3,1721);0.334652;0.577089;
1162;(8772,1,72);0.334689;0.576592;
1163;(115451,2,70);0.334689;0.576096;
1164;(2833,1,194);0.334700;0.575601;
1165;(15082,1,194);0.334700;0.575107;
1166;(35676,1,194);0.334700;0.574614;
1167;(40615,1,194);0.334700;0.574122;
1168;(41053,1,194);0.334700;0.573630;
1169;(42732,1,194);0.334700;0.573139;
1170;(45301,1,194);0.334700;0.572650;
1171;(61615,1,194);0.334700;0.572161;
1172;(64623,1,194);0.334700;0.571672;
1173;(66688,1,194);0.334700;0.571185;
1174;(75738,1,194);0.334700;0.570698;
1175;(76248,1,194);0.334700;0.570213;
1176;(87424,1,194);0.334700;0.569728;
1177;(88884,1,194);0.334700;0.569244;
1178;(90719,1,194);0.334700;0.568761;
1179;(93826,1,194);0.334700;0.568278;
1180;(103152,1,194);0.334700;0.567797;
1181;(106685,1,194);0.334700;0.567316;
1182;(109757,1,194);0.334700;0.566836;
1183;(111870,1,194);0.334700;0.566357;
1184;(114265,1,194);0.334700;0.565878;
1185;(88845,1,7);0.334813;0.565401;
1186;(76044,3,1251);0.335030;0.564924;
1187;(4591,2,19);0.335228;0.564448;
1188;(8772,1,24);0.335228;0.563973;
1189;(45001,1,37);0.335228;0.563499;
1190;(35209,1,1);0.335335;0.563025;
1191;(68167,1,26);0.335371;0.562552;
1192;(94841,0,6);0.335390;0.562081;
1193;(100820,7,1);0.335617;0.561609;
1194;(57591,3,54);0.335624;0.561139;
1195;(3099,0,5);0.335658;0.560669;
1196;(108473,0,5);0.335658;0.560201;
1197;(1761,1,1);0.335661;0.559733;
1198;(9168,4,71);0.335690;0.559265;
1199;(69079,2,146);0.335690;0.558799;
1200;(15458,1,6);0.335720;0.558333;
1201;(23696,1,5);0.335720;0.557868;
1202;(39617,1,5);0.335720;0.557404;
1203;(40571,1,5);0.335720;0.556941;
1204;(41847,1,5);0.335720;0.556478;
1205;(60035,1,5);0.335720;0.556017;
1206;(108805,1,5);0.335720;0.555556;
1207;(1623,3,77);0.335852;0.555095;
1208;(51704,0,1);0.335854;0.554636;
1209;(89543,2,42);0.335904;0.554177;
1210;(45001,3,33);0.335931;0.553719;
1211;(105874,1,1423);0.336004;0.553262;
1212;(8772,1,65);0.336106;0.552805;
1213;(115451,2,63);0.336106;0.552350;
1214;(5738,0,2);0.336113;0.551895;
1215;(26461,2,25);0.336159;0.551440;
1216;(53740,0,1);0.336225;0.550987;
1217;(56526,0,1);0.336227;0.550534;
1218;(45001,3,54);0.336251;0.550082;
1219;(94429,4,0);0.336251;0.549631;
1220;(111233,4,0);0.336251;0.549180;
1221;(7383,2,84);0.336407;0.548731;
1222;(41433,0,1);0.336570;0.548281;
1223;(14901,1,31);0.336596;0.547833;
1224;(48860,1,0);0.336643;0.547386;
1225;(81612,1,1);0.336643;0.546939;
1226;(1719,1,21);0.336693;0.546493;
1227;(2314,1,1);0.336702;0.546047;
1228;(4870,1,2);0.336852;0.545603;
1229;(12807,2,34);0.336920;0.545159;
1230;(25059,0,2);0.336970;0.544715;
1231;(34159,0,3);0.336970;0.544273;
1232;(45001,4,40);0.337076;0.543831;
1233;(30920,0,2);0.337092;0.543390;
1234;(67291,4,2);0.337129;0.542950;
1235;(30937,3,28);0.337168;0.542510;
1236;(63024,0,2);0.337245;0.542071;
1237;(47559,0,37);0.337271;0.541633;
1238;(73142,0,75);0.337289;0.541195;
1239;(75708,0,76);0.337289;0.540759;
1240;(40536,0,6);0.337333;0.540323;
1241;(17293,2,55);0.337346;0.539887;
1242;(53907,2,63);0.337346;0.539452;
1243;(46175,1,54);0.337402;0.539019;
1244;(87329,6,78);0.337407;0.538585;
1245;(102782,2,22);0.337415;0.538153;
1246;(77662,1,394);0.337514;0.537721;
1247;(67623,0,38);0.337747;0.537290;
1248;(82656,0,44);0.337747;0.536859;
1249;(53261,1,470);0.337759;0.536429;
1250;(27180,0,48);0.337813;0.536000;
1251;(15644,3,44);0.337821;0.535572;
1252;(115702,2,45);0.337821;0.535144;
1253;(115702,3,34);0.337821;0.534717;
1254;(3020,0,11);0.337823;0.534290;
1255;(74216,0,1);0.337823;0.533865;
1256;(71031,0,12);0.337863;0.533440;
1257;(5951,2,7);0.337885;0.533015;
1258;(46927,2,6);0.337885;0.532591;
1259;(47998,0,20);0.338066;0.532168;
1260;(24853,3,20);0.338083;0.531746;
1261;(104285,3,15);0.338129;0.531324;
1262;(73142,0,127);0.338174;0.530903;
1263;(75708,0,128);0.338174;0.530483;
1264;(61172,4,10);0.338191;0.530063;
1265;(74653,1,24);0.338199;0.529644;
1266;(88475,4,1);0.338214;0.529226;
1267;(79792,1,6);0.338301;0.528808;
1268;(26854,0,8);0.338310;0.528391;
1269;(36604,1,53);0.338332;0.527975;
1270;(111930,0,0);0.338332;0.527559;
1271;(58750,0,15);0.338422;0.527144;
1272;(113772,0,5);0.338469;0.526730;
1273;(8772,1,28);0.338503;0.526316;
1274;(97436,1,3);0.338503;0.525903;
1275;(115451,2,22);0.338503;0.525490;
1276;(115804,1,4);0.338689;0.525078;
1277;(84507,0,53);0.338718;0.524667;
1278;(26511,1,119);0.338754;0.524257;
1279;(98024,4,718);0.338773;0.523847;
1280;(66067,3,41);0.338796;0.523438;
1281;(11937,3,1);0.338856;0.523029;
1282;(30972,3,1);0.338856;0.522621;
1283;(32012,3,1);0.338856;0.522214;
1284;(58864,3,1);0.338856;0.521807;
1285;(67667,3,1);0.338856;0.521401;
1286;(86235,3,1);0.338856;0.520995;
1287;(102430,3,1);0.338856;0.520591;
1288;(25571,0,1);0.338856;0.520186;
1289;(93535,0,3);0.338856;0.519783;
1290;(10152,2,46);0.338864;0.519380;
1291;(99872,1,77);0.338909;0.518978;
1292;(40984,4,6);0.338944;0.518576;
1293;(107729,0,4);0.339117;0.518175;
1294;(23821,0,23);0.339236;0.517774;
1295;(67291,4,11);0.339245;0.517375;
1296;(55174,0,30);0.339380;0.516975;
1297;(28969,0,16);0.339387;0.516577;
1298;(76948,1,2);0.339387;0.516179;
1299;(77199,1,2);0.339387;0.515781;
1300;(33669,1,0);0.339474;0.515385;
1301;(20242,2,6);0.339508;0.514988;
1302;(2758,1,91);0.339567;0.514593;
1303;(35219,1,21);0.339648;0.514198;
1304;(84773,6,20);0.339679;0.513804;
1305;(75130,0,3);0.339686;0.513410;
1306;(109063,1,0);0.339775;0.513017;
1307;(92975,0,6);0.339788;0.512624;
1308;(67784,2,4);0.339813;0.512232;
1309;(111993,6,16);0.339823;0.511841;
1310;(112590,0,1);0.339861;0.511450;
1311;(65556,1,0);0.339893;0.511060;
1312;(45001,4,46);0.339898;0.510671;
1313;(75968,0,0);0.339898;0.510282;
1314;(88363,0,0);0.339898;0.509893;
