k;s;d;recall;
1316;(67362,0,3);0.311438;0.490881;
1317;(101865,6,4);0.311438;0.490509;
1318;(108905,0,3);0.311438;0.490137;
1319;(115210,1,14);0.311538;0.489765;
1320;(7599,0,187);0.311556;0.489394;
1321;(113663,0,31);0.311709;0.489023;
1322;(44500,0,49);0.311741;0.488654;
1323;(66387,0,47);0.311778;0.488284;
1324;(72589,0,2);0.311778;0.487915;
1325;(99223,0,132);0.311957;0.487547;
1326;(3393,0,3);0.312165;0.487179;
1327;(11593,0,0);0.312165;0.486812;
1328;(26643,0,1);0.312165;0.486446;
1329;(28040,0,0);0.312165;0.486080;
1330;(28991,0,1);0.312165;0.485714;
1331;(35731,0,0);0.312165;0.485349;
1332;(46835,0,1);0.312165;0.484985;
1333;(58792,0,1);0.312165;0.484621;
1334;(80066,0,1);0.312165;0.484258;
1335;(102949,0,3);0.312165;0.483895;
1336;(105081,0,0);0.312165;0.483533;
1337;(17148,1,21);0.312171;0.483171;
1338;(5662,0,192);0.312247;0.482810;
1339;(89587,1,174);0.312371;0.482450;
1340;(76044,3,1244);0.312408;0.482090;
1341;(63683,1,8);0.312411;0.481730;
1342;(115841,0,373);0.312425;0.481371;
1343;(87657,1,47);0.312426;0.481013;
1344;(4340,0,240);0.312500;0.480655;
1345;(23788,1,7);0.312510;0.480297;
1346;(113293,2,20);0.312550;0.479941;
1347;(76044,3,1331);0.312552;0.479584;
1348;(110949,1,68);0.312584;0.479228;
1349;(30920,0,21);0.312627;0.478873;
1350;(78966,1,17);0.312673;0.478519;
1351;(25416,0,9);0.312727;0.478164;
1352;(11367,1,25);0.312803;0.477811;
1353;(87657,1,82);0.312827;0.477457;
1354;(110940,1,2);0.312827;0.477105;
1355;(65954,2,4);0.312940;0.476753;
1356;(110949,0,37);0.313007;0.476401;
1357;(5279,0,92);0.313141;0.476050;
1358;(93323,12,107);0.313142;0.475700;
1359;(110486,7,48);0.313195;0.475350;
1360;(9417,1,10);0.313228;0.475000;
1361;(77383,2,29);0.313385;0.474651;
1362;(51544,4,234);0.313394;0.474303;
1363;(26950,2,33);0.313395;0.473954;
1364;(13301,4,1);0.313475;0.473607;
1365;(6423,2,117);0.313499;0.473260;
1366;(11106,2,48);0.313499;0.472914;
1367;(20183,2,20);0.313499;0.472568;
1368;(20205,1,17);0.313499;0.472222;
1369;(28393,2,95);0.313499;0.471877;
1370;(57790,2,94);0.313499;0.471533;
1371;(17228,3,40);0.313514;0.471189;
1372;(2014,0,4);0.313530;0.470845;
1373;(18395,0,8);0.313530;0.470503;
1374;(37926,0,6);0.313530;0.470160;
1375;(9897,1,11);0.313538;0.469818;
1376;(40295,2,3);0.313546;0.469477;
1377;(67755,4,0);0.313546;0.469136;
1378;(92676,3,27);0.313546;0.468795;
1379;(46676,1,61);0.313682;0.468455;
1380;(73966,2,19);0.313710;0.468116;
1381;(56588,2,15);0.313764;0.467777;
1382;(32771,0,7);0.313892;0.467438;
1383;(90495,2,66);0.313913;0.467101;
1384;(23826,3,8);0.313945;0.466763;
1385;(25117,3,8);0.313945;0.466426;
1386;(26751,3,6);0.313945;0.466089;
1387;(32981,0,180);0.313945;0.465753;
1388;(73040,1,2);0.313945;0.465418;
1389;(91735,3,6);0.313945;0.465083;
1390;(92728,3,7);0.313945;0.464748;
1391;(93335,3,12);0.313945;0.464414;
1392;(27852,9,3);0.314128;0.464080;
1393;(109600,2,24);0.314191;0.463747;
1394;(42925,0,0);0.314202;0.463415;
1395;(95549,0,8);0.314247;0.463082;
1396;(58258,0,19);0.314290;0.462751;
1397;(87657,1,86);0.314294;0.462419;
1398;(7369,0,88);0.314309;0.462089;
1399;(7555,0,31);0.314309;0.461758;
1400;(9175,0,88);0.314309;0.461429;
1401;(10283,0,88);0.314309;0.461099;
1402;(11835,0,75);0.314309;0.460770;
1403;(13459,0,88);0.314309;0.460442;
1404;(14460,0,45);0.314309;0.460114;
1405;(14774,0,42);0.314309;0.459786;
1406;(19025,0,36);0.314309;0.459459;
1407;(19230,0,88);0.314309;0.459133;
1408;(20235,0,21);0.314309;0.458807;
1409;(21879,0,78);0.314309;0.458481;
1410;(22567,0,16);0.314309;0.458156;
1411;(22959,0,65);0.314309;0.457831;
1412;(24739,0,88);0.314309;0.457507;
1413;(24806,0,86);0.314309;0.457183;
1414;(24922,0,88);0.314309;0.456860;
1415;(25904,0,65);0.314309;0.456537;
1416;(27775,0,19);0.314309;0.456215;
1417;(28015,0,48);0.314309;0.455893;
1418;(28086,0,86);0.314309;0.455571;
1419;(29204,0,40);0.314309;0.455250;
1420;(29659,0,72);0.314309;0.454930;
1421;(30131,0,72);0.314309;0.454609;
1422;(33098,0,31);0.314309;0.454290;
1423;(33418,0,88);0.314309;0.453970;
1424;(33929,0,88);0.314309;0.453652;
1425;(37612,0,60);0.314309;0.453333;
1426;(37826,0,37);0.314309;0.453015;
1427;(39552,0,81);0.314309;0.452698;
1428;(39817,0,88);0.314309;0.452381;
1429;(40000,0,88);0.314309;0.452064;
1430;(41279,0,79);0.314309;0.451748;
1431;(43003,0,88);0.314309;0.451433;
1432;(43693,0,35);0.314309;0.451117;
1433;(44001,0,86);0.314309;0.450803;
1434;(44856,0,88);0.314309;0.450488;
1435;(45089,0,88);0.314309;0.450174;
1436;(49783,0,88);0.314309;0.449861;
1437;(49922,0,49);0.314309;0.449548;
1438;(51320,0,75);0.314309;0.449235;
1439;(52426,0,88);0.314309;0.448923;
1440;(52897,0,88);0.314309;0.448611;
1441;(55222,0,75);0.314309;0.448300;
1442;(56126,0,42);0.314309;0.447989;
1443;(56529,0,63);0.314309;0.447678;
1444;(56589,0,74);0.314309;0.447368;
1445;(56776,0,75);0.314309;0.447059;
1446;(57556,0,86);0.314309;0.446750;
1447;(57970,0,86);0.314309;0.446441;
1448;(58987,0,74);0.314309;0.446133;
1449;(60313,0,88);0.314309;0.445825;
1450;(62208,0,63);0.314309;0.445517;
1451;(62478,0,71);0.314309;0.445210;
1452;(63230,0,88);0.314309;0.444904;
1453;(63336,0,88);0.314309;0.444597;
1454;(67111,0,70);0.314309;0.444292;
1455;(71688,0,88);0.314309;0.443986;
1456;(72376,0,88);0.314309;0.443681;
1457;(73700,0,46);0.314309;0.443377;
1458;(73884,0,88);0.314309;0.443073;
1459;(74583,0,37);0.314309;0.442769;
1460;(75554,0,49);0.314309;0.442466;
1461;(76199,0,88);0.314309;0.442163;
1462;(76342,0,88);0.314309;0.441860;
1463;(76398,0,25);0.314309;0.441558;
1464;(77902,0,88);0.314309;0.441257;
1465;(79121,0,49);0.314309;0.440956;
1466;(79805,0,63);0.314309;0.440655;
1467;(80206,0,88);0.314309;0.440354;
1468;(81745,0,71);0.314309;0.440055;
1469;(81912,0,88);0.314309;0.439755;
1470;(81954,0,86);0.314309;0.439456;
1471;(84560,0,75);0.314309;0.439157;
1472;(84990,0,88);0.314309;0.438859;
1473;(89308,0,72);0.314309;0.438561;
1474;(90374,0,88);0.314309;0.438263;
1475;(93015,0,88);0.314309;0.437966;
1476;(93810,0,78);0.314309;0.437669;
1477;(94215,0,78);0.314309;0.437373;
1478;(94690,0,88);0.314309;0.437077;
1479;(95334,0,72);0.314309;0.436782;
1480;(95924,0,70);0.314309;0.436486;
1481;(96282,0,57);0.314309;0.436192;
1482;(96447,0,29);0.314309;0.435897;
1483;(97547,0,72);0.314309;0.435603;
1484;(97734,0,72);0.314309;0.435310;
1485;(98422,0,88);0.314309;0.435017;
1486;(98709,0,72);0.314309;0.434724;
1487;(100548,0,68);0.314309;0.434432;
1488;(101817,0,75);0.314309;0.434140;
1489;(101931,0,63);0.314309;0.433848;
1490;(102201,0,59);0.314309;0.433557;
1491;(106228,0,38);0.314309;0.433266;
1492;(108294,0,74);0.314309;0.432976;
1493;(108304,0,83);0.314309;0.432686;
1494;(109750,0,88);0.314309;0.432396;
1495;(111791,0,72);0.314309;0.432107;
1496;(112102,3,43);0.314309;0.431818;
1497;(112949,0,88);0.314309;0.431530;
1498;(115239,0,23);0.314309;0.431242;
1499;(115292,0,75);0.314309;0.430954;
1500;(30875,2,22);0.314350;0.430667;
1501;(89587,1,163);0.314381;0.430380;
1502;(44726,0,146);0.314415;0.430093;
1503;(74577,2,27);0.314457;0.429807;
1504;(89577,0,0);0.314535;0.429521;
1505;(68167,1,26);0.314577;0.429236;
1506;(115045,0,122);0.314594;0.428951;
1507;(74405,1,112);0.314608;0.428666;
1508;(5826,0,0);0.314641;0.428382;
1509;(6262,0,0);0.314641;0.428098;
1510;(66654,0,0);0.314641;0.427815;
1511;(105968,0,0);0.314641;0.427531;
1512;(48043,1,8);0.314656;0.427249;
1513;(87845,1,6);0.314656;0.426966;
1514;(93793,0,6);0.314661;0.426684;
1515;(18099,0,120);0.314696;0.426403;
1516;(100399,4,12);0.314754;0.426121;
1517;(68736,0,65);0.314762;0.425840;
1518;(4363,2,90);0.314800;0.425560;
1519;(61085,0,5);0.314810;0.425280;
1520;(49021,0,10);0.315105;0.425000;
1521;(14658,5,3);0.315134;0.424721;
1522;(39526,4,20);0.315134;0.424442;
1523;(69171,1,8);0.315134;0.424163;
1524;(85856,0,2);0.315134;0.423885;
1525;(94429,4,248);0.315134;0.423607;
1526;(111233,4,248);0.315134;0.423329;
1527;(56588,0,161);0.315145;0.423052;
1528;(100824,1,1);0.315227;0.422775;
1529;(100824,2,0);0.315227;0.422498;
1530;(25793,0,12);0.315346;0.422222;
1531;(3079,1,40);0.315369;0.421946;
1532;(110221,0,10);0.315395;0.421671;
1533;(14370,0,5);0.315448;0.421396;
1534;(37258,0,5);0.315448;0.421121;
1535;(87545,0,5);0.315448;0.420847;
1536;(104760,0,5);0.315448;0.420573;
1537;(37700,2,4);0.315482;0.420299;
1538;(76044,3,1457);0.315531;0.420026;
1539;(84954,3,620);0.315602;0.419753;
1540;(116502,1,2);0.315641;0.419481;
1541;(70237,1,37);0.315654;0.419208;
1542;(23517,0,5);0.315654;0.418936;
1543;(67165,6,15);0.315775;0.418665;
1544;(53046,1,228);0.315879;0.418394;
1545;(42012,0,94);0.315958;0.418123;
1546;(43937,0,0);0.316064;0.417853;
1547;(108089,2,15);0.316119;0.417582;
1548;(415,1,1);0.316122;0.417313;
1549;(88015,1,1);0.316122;0.417043;
1550;(88122,2,9);0.316142;0.416774;
1551;(30920,0,44);0.316168;0.416505;
1552;(22195,1,15);0.316179;0.416237;
1553;(5955,0,5);0.316228;0.415969;
1554;(96460,0,18);0.316242;0.415701;
1555;(53251,0,0);0.316363;0.415434;
1556;(5872,1,1);0.316483;0.415167;
1557;(97456,1,1);0.316483;0.414900;
1558;(99600,1,1);0.316483;0.414634;
1559;(30065,2,16);0.316488;0.414368;
1560;(78966,1,21);0.316499;0.414103;
1561;(45717,0,2);0.316533;0.413837;
1562;(110308,0,29);0.316533;0.413572;
1563;(113012,4,160);0.316545;0.413308;
1564;(2481,3,22);0.316757;0.413043;
1565;(32628,2,47);0.316763;0.412780;
1566;(23788,1,6);0.316792;0.412516;
1567;(110498,1,6);0.316821;0.412253;
1568;(15134,3,9);0.316839;0.411990;
1569;(38065,0,8);0.316839;0.411727;
1570;(67362,0,8);0.316839;0.411465;
1571;(93093,1,46);0.316839;0.411203;
1572;(108905,0,8);0.316839;0.410941;
1573;(102151,0,152);0.316863;0.410680;
1574;(99039,1,88);0.316959;0.410419;
1575;(23168,0,6);0.317040;0.410159;
1576;(92905,2,0);0.317049;0.409898;
1577;(36912,2,118);0.317132;0.409639;
1578;(83810,3,283);0.317146;0.409379;
1579;(73477,1,0);0.317289;0.409120;
1580;(17925,4,2);0.317300;0.408861;
1581;(21701,1,4);0.317342;0.408602;
1582;(44877,1,14);0.317342;0.408344;
1583;(46423,5,21);0.317442;0.408086;
1584;(32628,2,63);0.317527;0.407828;
1585;(94796,1,16);0.317550;0.407571;
1586;(79916,1,0);0.317588;0.407314;
1587;(8259,0,7);0.317633;0.407057;
1588;(29643,0,14);0.317633;0.406801;
1589;(45365,0,3);0.317633;0.406545;
1590;(2123,0,5);0.317648;0.406289;
1591;(38051,0,23);0.317648;0.406034;
1592;(54015,0,595);0.317648;0.405779;
1593;(102896,0,51);0.317648;0.405524;
1594;(106538,1,613);0.317648;0.405270;
1595;(107410,3,25);0.317707;0.405016;
1596;(40251,3,27);0.317785;0.404762;
1597;(45639,1,17);0.317979;0.404508;
1598;(70174,0,81);0.317980;0.404255;
1599;(95325,1,31);0.318004;0.404002;
1600;(77662,2,278);0.318016;0.403750;
1601;(7370,3,11);0.318167;0.403498;
1602;(57254,3,3);0.318167;0.403246;
1603;(65165,3,28);0.318167;0.402994;
1604;(67964,3,15);0.318167;0.402743;
1605;(75022,3,14);0.318167;0.402492;
1606;(80864,3,9);0.318167;0.402242;
1607;(91977,3,10);0.318167;0.401991;
1608;(101006,3,4);0.318167;0.401741;
1609;(103364,3,24);0.318167;0.401492;
1610;(112095,3,6);0.318167;0.401242;
1611;(113306,3,28);0.318167;0.400993;
1612;(30920,0,31);0.318176;0.400744;
1613;(24215,1,17);0.318191;0.400496;
1614;(82624,1,163);0.318225;0.400248;
1615;(86835,1,176);0.318225;0.400000;
1616;(96541,1,182);0.318225;0.399752;
1617;(60228,0,1);0.318236;0.399505;
1618;(37445,0,3);0.318242;0.399258;
1619;(1124,0,17);0.318257;0.399012;
1620;(88679,4,73);0.318286;0.398765;
1621;(65954,0,8);0.318297;0.398519;
1622;(28464,0,10);0.318338;0.398274;
1623;(85875,4,11);0.318354;0.398028;
1624;(115431,12,30);0.318388;0.397783;
1625;(76035,0,13);0.318437;0.397538;
1626;(7383,2,191);0.318453;0.397294;
1627;(51381,1,5);0.318453;0.397050;
1628;(109600,2,22);0.318475;0.396806;
1629;(95549,0,4);0.318483;0.396562;
1630;(65326,3,4);0.318544;0.396319;
1631;(73142,0,498);0.318582;0.396076;
1632;(75708,0,499);0.318582;0.395833;
1633;(6264,2,2);0.318604;0.395591;
1634;(7671,0,3);0.318604;0.395349;
1635;(24913,0,3);0.318604;0.395107;
1636;(43432,2,13);0.318604;0.394866;
1637;(84927,4,18);0.318604;0.394624;
1638;(9098,0,23);0.318657;0.394383;
1639;(48696,0,21);0.318657;0.394143;
1640;(96212,0,26);0.318658;0.393902;
1641;(65556,1,0);0.318681;0.393662;
1642;(59688,5,9);0.318799;0.393423;
1643;(19477,3,3);0.318806;0.393183;
1644;(99527,3,3);0.318806;0.392944;
1645;(31138,0,73);0.318823;0.392705;
1646;(78485,0,73);0.318823;0.392467;
1647;(92309,0,72);0.318823;0.392228;
1648;(77662,1,269);0.318842;0.391990;
1649;(103712,3,83);0.318866;0.391753;
1650;(4591,2,23);0.318888;0.391515;
1651;(115451,2,21);0.318888;0.391278;
1652;(12203,4,1);0.318890;0.391041;
1653;(53426,4,1);0.318890;0.390805;
1654;(77515,4,1);0.318890;0.390568;
1655;(88530,4,1);0.318890;0.390332;
1656;(66871,8,16);0.318894;0.390097;
1657;(115365,0,2);0.318894;0.389861;
1658;(78473,4,0);0.318895;0.389626;
1659;(11800,0,3);0.318924;0.389391;
1660;(15644,3,44);0.318924;0.389157;
1661;(115702,2,45);0.318924;0.388922;
1662;(115702,3,34);0.318924;0.388688;
1663;(32981,0,172);0.318960;0.388455;
1664;(88627,0,0);0.318960;0.388221;
1665;(62489,0,944);0.318978;0.387988;
1666;(111119,4,1);0.318998;0.387755;
1667;(76044,3,1335);0.319041;0.387522;
1668;(80254,3,6);0.319077;0.387290;
1669;(96843,3,7);0.319077;0.387058;
1670;(112667,6,2);0.319119;0.386826;
1671;(22358,2,2);0.319135;0.386595;
1672;(40251,3,65);0.319139;0.386364;
1673;(96755,0,0);0.319202;0.386133;
1674;(18772,0,10);0.319232;0.385902;
1675;(24889,1,31);0.319259;0.385672;
1676;(7383,2,240);0.319361;0.385442;
1677;(43222,1,45);0.319390;0.385212;
1678;(66349,0,8);0.319421;0.384982;
1679;(105113,2,7);0.319557;0.384753;
1680;(98933,1,1);0.319567;0.384524;
1681;(51218,2,6);0.319650;0.384295;
1682;(65801,1,188);0.319659;0.384067;
1683;(91505,0,46);0.319717;0.383838;
1684;(9897,1,21);0.319972;0.383610;
1685;(58442,0,6);0.320153;0.383383;
1686;(105874,1,1430);0.320183;0.383155;
1687;(7661,3,31);0.320195;0.382928;
1688;(42555,3,30);0.320195;0.382701;
1689;(54930,3,30);0.320195;0.382475;
1690;(60067,3,28);0.320195;0.382249;
1691;(95713,3,29);0.320195;0.382022;
1692;(1290,0,24);0.320221;0.381797;
1693;(2014,0,5);0.320221;0.381571;
1694;(3433,0,24);0.320221;0.381346;
1695;(5419,0,24);0.320221;0.381121;
1696;(38065,0,10);0.320221;0.380896;
1697;(67362,0,10);0.320221;0.380672;
1698;(104525,0,24);0.320221;0.380448;
1699;(108905,0,10);0.320221;0.380224;
1700;(111903,4,1);0.320241;0.380000;
1701;(55375,1,0);0.320261;0.379777;
1702;(67027,1,3);0.320261;0.379553;
1703;(56635,1,39);0.320358;0.379331;
1704;(76284,1,4);0.320420;0.379108;
1705;(2057,1,14);0.320441;0.378886;
1706;(3442,1,22);0.320441;0.378664;
1707;(6687,1,30);0.320441;0.378442;
1708;(8582,1,34);0.320441;0.378220;
1709;(35236,1,30);0.320441;0.377999;
1710;(35574,1,30);0.320441;0.377778;
1711;(36077,1,30);0.320441;0.377557;
1712;(46202,1,30);0.320441;0.377336;
1713;(58811,1,30);0.320441;0.377116;
1714;(77230,1,36);0.320441;0.376896;
1715;(107533,1,30);0.320441;0.376676;
1716;(115852,1,30);0.320441;0.376457;
1717;(45001,3,46);0.320473;0.376238;
1718;(4962,0,0);0.320583;0.376019;
1719;(30618,0,0);0.320583;0.375800;
1720;(108517,0,0);0.320583;0.375581;
1721;(23788,1,11);0.320587;0.375363;
1722;(84954,3,559);0.320679;0.375145;
1723;(25495,1,0);0.320691;0.374927;
1724;(32953,1,2);0.320691;0.374710;
1725;(69416,1,1);0.320691;0.374493;
1726;(99777,1,1);0.320691;0.374276;
1727;(45001,1,60);0.320705;0.374059;
1728;(30847,0,5);0.320727;0.373843;
1729;(32628,2,35);0.320771;0.373626;
1730;(85627,3,98);0.320821;0.373410;
1731;(78505,2,18);0.320859;0.373195;
1732;(21895,6,11);0.320880;0.372979;
1733;(63047,0,3);0.320957;0.372764;
1734;(85986,0,2);0.320957;0.372549;
1735;(94429,0,230);0.320980;0.372334;
1736;(111233,0,230);0.320980;0.372120;
1737;(12570,2,14);0.320992;0.371906;
1738;(69079,2,67);0.321015;0.371692;
1739;(51381,1,7);0.321028;0.371478;
1740;(11008,0,0);0.321038;0.371264;
1741;(32628,2,33);0.321080;0.371051;
1742;(37704,3,6);0.321170;0.370838;
1743;(61134,0,89);0.321172;0.370625;
1744;(64513,1,17);0.321257;0.370413;
1745;(49162,1,1);0.321336;0.370201;
1746;(56994,1,1);0.321336;0.369989;
1747;(594,1,24);0.321380;0.369777;
1748;(76044,3,1242);0.321413;0.369565;
1749;(17228,3,36);0.321480;0.369354;
1750;(62070,2,3);0.321496;0.369143;
1751;(72343,3,48);0.321510;0.368932;
1752;(111537,2,5);0.321563;0.368721;
1753;(594,1,27);0.321586;0.368511;
1754;(112094,0,10);0.321628;0.368301;
1755;(79916,1,3);0.321636;0.368091;
1756;(112128,4,11);0.321846;0.367882;
1757;(94429,4,1);0.321878;0.367672;
1758;(111233,4,1);0.321878;0.367463;
1759;(102993,0,10);0.321890;0.367254;
1760;(80924,1,0);0.321898;0.367045;
1761;(84496,1,17);0.321910;0.366837;
1762;(75427,2,2);0.321931;0.366629;
1763;(112561,3,2);0.321972;0.366421;
1764;(87657,1,69);0.322061;0.366213;
1765;(88679,4,291);0.322086;0.366006;
1766;(85459,0,89);0.322239;0.365798;
1767;(38325,0,1);0.322332;0.365591;
1768;(74076,1,55);0.322448;0.365385;
1769;(43363,0,595);0.322462;0.365178;
1770;(40669,7,19);0.322478;0.364972;
1771;(94954,0,1);0.322580;0.364766;
1772;(56214,0,9);0.322593;0.364560;
1773;(110949,1,72);0.322617;0.364354;
1774;(87657,1,89);0.322666;0.364149;
1775;(113683,0,2);0.322745;0.363944;
1776;(64230,0,0);0.322788;0.363739;
1777;(22758,1,1);0.322803;0.363534;
1778;(84954,3,622);0.322803;0.363330;
1779;(32981,0,105);0.322822;0.363125;
1780;(16664,0,2);0.322830;0.362921;
1781;(65091,0,7);0.322830;0.362718;
1782;(8711,0,8);0.322859;0.362514;
1783;(83810,0,39);0.322859;0.362311;
1784;(18987,0,0);0.322888;0.362108;
1785;(75369,8,5);0.322888;0.361905;
1786;(7383,0,84);0.322957;0.361702;
1787;(56635,1,28);0.322973;0.361500;
1788;(105874,3,22);0.322991;0.361298;
1789;(7046,2,35);0.322998;0.361096;
1790;(73966,2,14);0.323055;0.360894;
1791;(18740,0,0);0.323104;0.360692;
1792;(43618,0,3);0.323104;0.360491;
1793;(94429,4,242);0.323104;0.360290;
1794;(111233,4,242);0.323104;0.360089;
1795;(84954,3,617);0.323142;0.359889;
1796;(105980,6,1);0.323150;0.359688;
1797;(71753,1,0);0.323155;0.359488;
1798;(52910,8,2);0.323161;0.359288;
1799;(89135,1,9);0.323251;0.359088;
1800;(18099,0,175);0.323331;0.358889;
1801;(68167,1,22);0.323376;0.358690;
1802;(75049,2,230);0.323380;0.358491;
1803;(110031,0,1);0.323382;0.358292;
1804;(66962,2,14);0.323453;0.358093;
1805;(14904,4,21);0.323458;0.357895;
1806;(88710,8,9);0.323458;0.357697;
1807;(109600,2,16);0.323493;0.357499;
1808;(58772,2,14);0.323550;0.357301;
1809;(88679,4,393);0.323550;0.357103;
1810;(84954,3,1027);0.323563;0.356906;
1811;(63935,10,12);0.323609;0.356709;
1812;(105874,1,1426);0.323636;0.356512;
1813;(26511,1,809);0.323697;0.356315;
1814;(11962,1,21);0.323773;0.356119;
1815;(32628,2,67);0.323830;0.355923;
1816;(49906,0,27);0.323843;0.355727;
1817;(19456,0,13);0.323869;0.355531;
1818;(40961,2,16);0.323874;0.355336;
1819;(10245,0,1);0.323880;0.355140;
1820;(81571,0,30);0.323881;0.354945;
1821;(74315,0,5);0.323901;0.354750;
1822;(95845,0,4);0.323901;0.354555;
1823;(77663,0,13);0.323948;0.354361;
1824;(38221,0,7);0.324004;0.354167;
1825;(23788,1,12);0.324025;0.353973;
1826;(84954,4,522);0.324032;0.353779;
1827;(45115,6,2);0.324133;0.353585;
1828;(95574,0,126);0.324147;0.353392;
1829;(67948,0,2);0.324163;0.353198;
1830;(67948,3,0);0.324163;0.353005;
1831;(76937,0,0);0.324163;0.352813;
1832;(76937,3,0);0.324163;0.352620;
1833;(5249,0,8);0.324165;0.352428;
1834;(40716,3,55);0.324207;0.352236;
1835;(58043,2,8);0.324303;0.352044;
1836;(89709,1,3);0.324398;0.351852;
1837;(57854,3,2);0.324434;0.351660;
1838;(36604,1,39);0.324461;0.351469;
1839;(63683,1,7);0.324465;0.351278;
1840;(16025,4,58);0.324497;0.351087;
1841;(18758,0,5);0.324525;0.350896;
1842;(86463,0,5);0.324525;0.350706;
1843;(96614,1,17);0.324544;0.350515;
1844;(109855,4,135);0.324692;0.350325;
1845;(12886,4,29);0.324696;0.350136;
1846;(116577,0,2);0.324721;0.349946;
1847;(69690,2,6);0.324734;0.349756;
1848;(69707,0,11);0.324798;0.349567;
1849;(26841,0,5);0.324955;0.349378;
1850;(44489,1,35);0.324956;0.349189;
1851;(67423,0,11);0.325004;0.349001;
1852;(21895,12,5);0.325041;0.348812;
1853;(8266,0,43);0.325051;0.348624;
1854;(114084,1,3);0.325071;0.348436;
1855;(101568,0,27);0.325154;0.348248;
1856;(11000,3,9);0.325181;0.348060;
1857;(21310,3,13);0.325181;0.347873;
1858;(78460,3,12);0.325181;0.347686;
1859;(72361,0,0);0.325229;0.347499;
1860;(45717,0,65);0.325251;0.347312;
1861;(83486,4,45);0.325251;0.347125;
1862;(110308,0,92);0.325251;0.346939;
1863;(11755,2,3);0.325257;0.346753;
1864;(338,3,0);0.325267;0.346567;
1865;(2059,3,3);0.325267;0.346381;
1866;(7099,3,11);0.325267;0.346195;
1867;(7192,3,11);0.325267;0.346010;
1868;(8143,3,13);0.325267;0.345824;
1869;(8623,3,0);0.325267;0.345639;
1870;(8980,3,0);0.325267;0.345455;
1871;(8961,3,3);0.325267;0.345270;
1872;(9132,3,0);0.325267;0.345085;
1873;(9439,3,0);0.325267;0.344901;
1874;(9563,0,2);0.325267;0.344717;
1875;(9729,3,0);0.325267;0.344533;
1876;(9833,3,0);0.325267;0.344350;
1877;(10683,3,0);0.325267;0.344166;
1878;(13722,3,1);0.325267;0.343983;
1879;(13834,3,10);0.325267;0.343800;
1880;(16808,3,3);0.325267;0.343617;
1881;(17049,3,6);0.325267;0.343434;
1882;(19743,3,1);0.325267;0.343252;
1883;(19858,3,16);0.325267;0.343070;
1884;(20100,3,3);0.325267;0.342887;
1885;(22607,3,1);0.325267;0.342706;
1886;(25565,0,5);0.325267;0.342524;
1887;(27682,3,0);0.325267;0.342342;
1888;(28899,3,2);0.325267;0.342161;
1889;(35926,3,0);0.325267;0.341980;
1890;(38543,3,7);0.325267;0.341799;
1891;(38558,3,2);0.325267;0.341618;
1892;(40274,3,3);0.325267;0.341438;
1893;(41960,3,0);0.325267;0.341257;
1894;(43796,3,1);0.325267;0.341077;
1895;(43892,3,2);0.325267;0.340897;
1896;(47705,0,852);0.325267;0.340717;
1897;(47866,3,3);0.325267;0.340538;
1898;(49256,3,0);0.325267;0.340358;
1899;(49198,3,1);0.325267;0.340179;
1900;(52953,3,2);0.325267;0.340000;
1901;(53167,3,3);0.325267;0.339821;
1902;(54761,3,9);0.325267;0.339642;
1903;(58266,3,8);0.325267;0.339464;
1904;(59538,3,9);0.325267;0.339286;
1905;(61814,3,12);0.325267;0.339108;
1906;(63268,3,11);0.325267;0.338930;
1907;(67319,3,13);0.325267;0.338752;
1908;(67574,3,2);0.325267;0.338574;
1909;(68701,3,0);0.325267;0.338397;
1910;(69805,3,0);0.325267;0.338220;
1911;(71022,3,0);0.325267;0.338043;
1912;(71232,3,1);0.325267;0.337866;
1913;(73320,3,0);0.325267;0.337689;
1914;(77806,3,2);0.325267;0.337513;
1915;(79595,3,3);0.325267;0.337337;
1916;(81678,3,3);0.325267;0.337161;
1917;(83673,3,0);0.325267;0.336985;
1918;(88040,0,17);0.325267;0.336809;
1919;(88120,0,115);0.325267;0.336634;
1920;(88256,2,5);0.325267;0.336458;
1921;(88688,3,1);0.325267;0.336283;
1922;(89337,0,5);0.325267;0.336108;
1923;(89623,3,6);0.325267;0.335933;
1924;(92339,3,2);0.325267;0.335759;
1925;(94195,3,0);0.325267;0.335584;
1926;(95718,3,0);0.325267;0.335410;
1927;(97725,3,0);0.325267;0.335236;
1928;(100585,3,1);0.325267;0.335062;
1929;(100902,3,0);0.325267;0.334889;
1930;(101004,3,0);0.325267;0.334715;
1931;(101137,3,5);0.325267;0.334542;
1932;(104978,3,7);0.325267;0.334369;
1933;(105273,3,13);0.325267;0.334196;
1934;(106334,3,1);0.325267;0.334023;
1935;(106973,3,8);0.325267;0.333850;
1936;(112305,3,0);0.325267;0.333678;
1937;(113657,3,0);0.325267;0.333505;
1938;(113720,3,0);0.325267;0.333333;
1939;(113931,3,10);0.325267;0.333161;
1940;(64460,2,10);0.325355;0.332990;
1941;(33678,2,1);0.325391;0.332818;
1942;(57270,5,18);0.325391;0.332647;
1943;(64407,4,7);0.325391;0.332476;
1944;(64407,5,5);0.325391;0.332305;
1945;(64669,0,7);0.325391;0.332134;
1946;(69998,2,1);0.325391;0.331963;
1947;(83918,7,17);0.325391;0.331793;
1948;(116698,1,2);0.325391;0.331622;
1949;(86939,0,15);0.325403;0.331452;
1950;(97153,0,16);0.325403;0.331282;
