TQ:Q, TS:S, q_pos, s_pos, q, s, d
70:0, 2050:0, 90, 5, [], [], 0.000
70:0, 2224:0, 90, 7, [], [], 0.000
70:0, 2985:1, 90, 4, [], [], 0.000
70:0, 4682:14, 90, 4, [], [], 0.000
70:0, 6260:0, 90, 6, [], [], 0.000
70:0, 6899:2, 90, 2, [], [], 0.000
70:0, 7369:0, 0, 15, [], [], 0.000
70:0, 7369:0, 1, 16, [], [], 0.000
70:0, 7369:0, 2, 17, [], [], 0.000
70:0, 7369:0, 3, 18, [], [], 0.000
70:0, 7369:0, 4, 20, [], [], 0.000
70:0, 7369:0, 5, 21, [], [], 0.000
70:0, 7369:0, 6, 22, [], [], 0.000
70:0, 7369:0, 7, 23, [], [], 0.000
70:0, 7369:0, 8, 24, [], [], 0.000
70:0, 7369:0, 9, 25, [], [], 0.000
70:0, 7369:0, 10, 26, [], [], 0.000
70:0, 7369:0, 11, 27, [], [], 0.000
70:0, 7369:0, 12, 28, [], [], 0.000
70:0, 7369:0, 13, 29, [], [], 0.000
70:0, 7369:0, 14, 30, [], [], 0.000
70:0, 7369:0, 15, 31, [], [], 0.000
70:0, 7369:0, 16, 32, [], [], 0.000
70:0, 7369:0, 17, 33, [], [], 0.000
70:0, 7369:0, 18, 34, [], [], 0.000
70:0, 7369:0, 19, 35, [], [], 0.000
70:0, 7369:0, 20, 36, [], [], 0.000
70:0, 7369:0, 21, 37, [], [], 0.000
70:0, 7369:0, 22, 38, [], [], 0.000
70:0, 7369:0, 23, 39, [], [], 0.000
70:0, 7369:0, 24, 40, [], [], 0.000
70:0, 7369:0, 25, 41, [], [], 0.000
70:0, 7369:0, 26, 42, [], [], 0.000
70:0, 7369:0, 27, 43, [], [], 0.000
70:0, 7369:0, 28, 44, [], [], 0.000
70:0, 7369:0, 29, 45, [], [], 0.000
70:0, 7369:0, 30, 46, [], [], 0.000
70:0, 7369:0, 31, 47, [], [], 0.000
70:0, 7369:0, 32, 48, [], [], 0.000
70:0, 7369:0, 33, 49, [], [], 0.000
70:0, 7369:0, 34, 50, [], [], 0.000
70:0, 7369:0, 35, 51, [], [], 0.000
70:0, 7369:0, 36, 52, [], [], 0.000
70:0, 7369:0, 37, 53, [], [], 0.000
70:0, 7369:0, 38, 54, [], [], 0.000
70:0, 7369:0, 39, 55, [], [], 0.000
70:0, 7369:0, 40, 56, [], [], 0.000
70:0, 7369:0, 41, 57, [], [], 0.000
70:0, 7369:0, 42, 58, [], [], 0.000
70:0, 7369:0, 43, 59, [], [], 0.000
70:0, 7369:0, 44, 60, [], [], 0.000
70:0, 7369:0, 45, 61, [], [], 0.000
70:0, 7369:0, 46, 62, [], [], 0.000
70:0, 7369:0, 47, 63, [], [], 0.000
70:0, 7369:0, 48, 64, [], [], 0.000
70:0, 7369:0, 49, 65, [], [], 0.000
70:0, 7369:0, 50, 66, [], [], 0.000
70:0, 7369:0, 51, 67, [], [], 0.000
70:0, 7369:0, 52, 68, [], [], 0.000
70:0, 7369:0, 53, 69, [], [], 0.000
70:0, 7369:0, 54, 70, [], [], 0.000
70:0, 7369:0, 55, 71, [], [], 0.000
70:0, 7369:0, 56, 72, [], [], 0.000
70:0, 7369:0, 57, 73, [], [], 0.000
70:0, 7369:0, 58, 74, [], [], 0.000
70:0, 7369:0, 59, 75, [], [], 0.000
70:0, 7369:0, 60, 76, [], [], 0.000
70:0, 7369:0, 61, 77, [], [], 0.000
70:0, 7369:0, 62, 78, [], [], 0.000
70:0, 7369:0, 63, 79, [], [], 0.000
70:0, 7369:0, 64, 80, [], [], 0.000
70:0, 7369:0, 65, 81, [], [], 0.000
70:0, 7369:0, 66, 82, [], [], 0.000
70:0, 7369:0, 67, 83, [], [], 0.000
70:0, 7369:0, 68, 84, [], [], 0.000
70:0, 7369:0, 69, 85, [], [], 0.000
70:0, 7369:0, 70, 86, [], [], 0.000
70:0, 7369:0, 71, 87, [], [], 0.000
70:0, 7369:0, 72, 88, [], [], 0.000
70:0, 7369:0, 73, 89, [], [], 0.000
70:0, 7369:0, 74, 90, [], [], 0.000
70:0, 7369:0, 75, 91, [], [], 0.000
70:0, 7369:0, 76, 92, [], [], 0.000
70:0, 7369:0, 77, 93, [], [], 0.000
70:0, 7369:0, 78, 94, [], [], 0.000
70:0, 7369:0, 79, 95, [], [], 0.000
70:0, 7369:0, 80, 96, [], [], 0.000
70:0, 7369:0, 81, 97, [], [], 0.000
70:0, 7369:0, 82, 98, [], [], 0.000
70:0, 7369:0, 83, 99, [], [], 0.000
70:0, 7369:0, 84, 100, [], [], 0.000
70:0, 7369:0, 85, 101, [], [], 0.000
70:0, 7369:0, 86, 102, [], [], 0.000
70:0, 7369:0, 87, 103, [], [], 0.000
70:0, 7369:0, 88, 104, [], [], 0.000
70:0, 7369:0, 89, 105, [], [], 0.000
70:0, 7369:0, 90, 106, [], [], 0.000
70:0, 7555:0, 36, 0, [], [], 0.000
70:0, 7555:0, 37, 1, [], [], 0.000
70:0, 7555:0, 40, 2, [], [], 0.000
70:0, 7555:0, 44, 3, [], [], 0.000
70:0, 7555:0, 45, 4, [], [], 0.000
70:0, 7555:0, 46, 5, [], [], 0.000
70:0, 7555:0, 47, 6, [], [], 0.000
70:0, 7555:0, 48, 7, [], [], 0.000
70:0, 7555:0, 49, 8, [], [], 0.000
70:0, 7555:0, 50, 9, [], [], 0.000
70:0, 7555:0, 51, 10, [], [], 0.000
70:0, 7555:0, 52, 11, [], [], 0.000
70:0, 7555:0, 53, 12, [], [], 0.000
70:0, 7555:0, 54, 13, [], [], 0.000
70:0, 7555:0, 55, 14, [], [], 0.000
70:0, 7555:0, 56, 15, [], [], 0.000
70:0, 7555:0, 57, 16, [], [], 0.000
70:0, 7555:0, 58, 17, [], [], 0.000
70:0, 7555:0, 59, 18, [], [], 0.000
70:0, 7555:0, 60, 19, [], [], 0.000
70:0, 7555:0, 61, 20, [], [], 0.000
70:0, 7555:0, 62, 21, [], [], 0.000
70:0, 7555:0, 63, 22, [], [], 0.000
70:0, 7555:0, 64, 23, [], [], 0.000
70:0, 7555:0, 65, 24, [], [], 0.000
70:0, 7555:0, 66, 25, [], [], 0.000
70:0, 7555:0, 67, 26, [], [], 0.000
70:0, 7555:0, 68, 27, [], [], 0.000
70:0, 7555:0, 69, 28, [], [], 0.000
70:0, 7555:0, 70, 29, [], [], 0.000
70:0, 7555:0, 71, 30, [], [], 0.000
70:0, 7555:0, 72, 31, [], [], 0.000
70:0, 7555:0, 73, 32, [], [], 0.000
70:0, 7555:0, 74, 33, [], [], 0.000
70:0, 7555:0, 75, 34, [], [], 0.000
70:0, 7555:0, 76, 35, [], [], 0.000
70:0, 7555:0, 77, 36, [], [], 0.000
70:0, 7555:0, 78, 37, [], [], 0.000
70:0, 7555:0, 79, 38, [], [], 0.000
70:0, 7555:0, 80, 39, [], [], 0.000
70:0, 7555:0, 81, 40, [], [], 0.000
70:0, 7555:0, 82, 41, [], [], 0.000
70:0, 7555:0, 83, 42, [], [], 0.000
70:0, 7555:0, 84, 43, [], [], 0.000
70:0, 7555:0, 85, 44, [], [], 0.000
70:0, 7555:0, 86, 45, [], [], 0.000
70:0, 7555:0, 87, 46, [], [], 0.000
70:0, 7555:0, 88, 47, [], [], 0.000
70:0, 7555:0, 89, 48, [], [], 0.000
70:0, 7555:0, 90, 49, [], [], 0.000
70:0, 7909:0, 90, 7, [], [], 0.000
70:0, 9175:0, 0, 15, [], [], 0.000
70:0, 9175:0, 1, 16, [], [], 0.000
70:0, 9175:0, 2, 17, [], [], 0.000
70:0, 9175:0, 3, 18, [], [], 0.000
70:0, 9175:0, 4, 20, [], [], 0.000
70:0, 9175:0, 5, 21, [], [], 0.000
70:0, 9175:0, 6, 22, [], [], 0.000
70:0, 9175:0, 7, 23, [], [], 0.000
70:0, 9175:0, 8, 24, [], [], 0.000
70:0, 9175:0, 9, 25, [], [], 0.000
70:0, 9175:0, 10, 26, [], [], 0.000
70:0, 9175:0, 11, 27, [], [], 0.000
70:0, 9175:0, 12, 28, [], [], 0.000
70:0, 9175:0, 13, 29, [], [], 0.000
70:0, 9175:0, 14, 30, [], [], 0.000
70:0, 9175:0, 15, 31, [], [], 0.000
70:0, 9175:0, 16, 32, [], [], 0.000
70:0, 9175:0, 17, 33, [], [], 0.000
70:0, 9175:0, 18, 34, [], [], 0.000
70:0, 9175:0, 19, 35, [], [], 0.000
70:0, 9175:0, 20, 36, [], [], 0.000
70:0, 9175:0, 21, 37, [], [], 0.000
70:0, 9175:0, 22, 38, [], [], 0.000
70:0, 9175:0, 23, 39, [], [], 0.000
70:0, 9175:0, 24, 40, [], [], 0.000
70:0, 9175:0, 25, 41, [], [], 0.000
70:0, 9175:0, 26, 42, [], [], 0.000
70:0, 9175:0, 27, 43, [], [], 0.000
70:0, 9175:0, 28, 44, [], [], 0.000
70:0, 9175:0, 29, 45, [], [], 0.000
70:0, 9175:0, 30, 46, [], [], 0.000
70:0, 9175:0, 31, 47, [], [], 0.000
70:0, 9175:0, 32, 48, [], [], 0.000
70:0, 9175:0, 33, 49, [], [], 0.000
70:0, 9175:0, 34, 50, [], [], 0.000
70:0, 9175:0, 35, 51, [], [], 0.000
70:0, 9175:0, 36, 52, [], [], 0.000
70:0, 9175:0, 37, 53, [], [], 0.000
