TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:2, 58:3, 45, 0, [], [], 0.000
69:2, 69:3, 22, 56, [], [], 0.000
69:2, 89:24, 51, 2, [], [], 0.000
69:2, 89:27, 51, 2, [], [], 0.000
69:2, 89:28, 51, 2, [], [], 0.000
69:2, 89:30, 51, 2, [], [], 0.000
69:2, 89:31, 51, 2, [], [], 0.000
69:2, 89:32, 51, 2, [], [], 0.000
69:2, 453:0, 51, 4, [], [], 0.000
69:2, 946:9, 51, 2, [], [], 0.000
69:2, 2313:6, 45, 34, [], [], 0.000
69:2, 2371:11, 51, 2, [], [], 0.000
69:2, 3230:15, 45, 4, [], [], 0.000
69:2, 3329:0, 51, 9, [], [], 0.000
69:2, 3480:8, 51, 1, [], [], 0.000
69:2, 3610:3, 51, 2, [], [], 0.000
69:2, 3610:4, 51, 1, [], [], 0.000
69:2, 3686:3, 51, 27, [], [], 0.000
69:2, 3687:5, 51, 2, [], [], 0.000
69:2, 4401:4, 51, 2, [], [], 0.000
69:2, 4847:8, 51, 1, [], [], 0.000
69:2, 4961:6, 45, 31, [], [], 0.000
69:2, 6591:0, 51, 15, [], [], 0.000
69:2, 6658:87, 4, 10, [], [], 0.000
69:2, 6658:88, 4, 17, [], [], 0.000
69:2, 6910:14, 45, 2, [], [], 0.000
69:2, 6966:13, 4, 7, [], [], 0.000
69:2, 7336:1, 51, 12, [], [], 0.000
69:2, 7455:11, 51, 1, [], [], 0.000
69:2, 7455:13, 51, 1, [], [], 0.000
69:2, 7803:10, 45, 6, [], [], 0.000
69:2, 7882:6, 45, 31, [], [], 0.000
69:2, 8027:11, 51, 8, [], [], 0.000
69:2, 8276:6, 45, 27, [], [], 0.000
69:2, 8356:8, 51, 2, [], [], 0.000
69:2, 8766:7, 45, 1, [], [], 0.000
69:2, 8700:6, 51, 2, [], [], 0.000
69:2, 9251:0, 51, 15, [], [], 0.000
69:2, 9874:11, 51, 2, [], [], 0.000
69:2, 10016:11, 51, 2, [], [], 0.000
69:2, 10193:11, 51, 2, [], [], 0.000
69:2, 10712:6, 45, 4, [], [], 0.000
69:2, 11720:8, 45, 29, [], [], 0.000
69:2, 11732:2, 45, 2, [], [], 0.000
69:2, 12174:7, 45, 13, [], [], 0.000
69:2, 12315:0, 51, 4, [], [], 0.000
69:2, 14208:87, 4, 10, [], [], 0.000
69:2, 14208:88, 4, 17, [], [], 0.000
69:2, 15286:4, 45, 18, [], [], 0.000
69:2, 15381:2, 45, 3, [], [], 0.000
69:2, 15529:3, 45, 16, [], [], 0.000
69:2, 15594:0, 51, 10, [], [], 0.000
69:2, 15881:8, 51, 1, [], [], 0.000
69:2, 16365:2, 45, 11, [], [], 0.000
69:2, 16477:2, 45, 10, [], [], 0.000
69:2, 17112:1, 45, 2, [], [], 0.000
69:2, 17741:9, 45, 25, [], [], 0.000
69:2, 17741:10, 45, 20, [], [], 0.000
