TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:3, 69:2, 56, 22, [], [], 0.000
69:3, 1739:0, 57, 50, [], [], 0.000
69:3, 2460:12, 59, 0, [], [], 0.000
69:3, 2460:15, 59, 0, [], [], 0.000
69:3, 4027:0, 57, 5, [], [], 0.000
69:3, 6591:0, 57, 16, [], [], 0.000
69:3, 7905:0, 57, 1, [], [], 0.000
69:3, 15594:0, 57, 11, [], [], 0.000
69:3, 16286:0, 57, 17, [], [], 0.000
69:3, 16416:5, 18, 2, [], [], 0.000
69:3, 21574:2, 45, 0, [], [], 0.000
69:3, 21574:3, 57, 38, [], [], 0.000
69:3, 23517:2, 57, 4, [], [], 0.000
69:3, 27880:14, 26, 8, [], [], 0.000
69:3, 27880:15, 26, 1, [], [], 0.000
69:3, 28322:14, 18, 3, [], [], 0.000
69:3, 29631:0, 57, 15, [], [], 0.000
69:3, 29675:3, 59, 7, [], [], 0.000
69:3, 35210:0, 57, 25, [], [], 0.000
69:3, 36700:0, 57, 6, [], [], 0.000
69:3, 38207:1, 57, 5, [], [], 0.000
69:3, 38207:4, 57, 5, [], [], 0.000
69:3, 42844:9, 59, 2, [], [], 0.000
69:3, 44170:0, 57, 5, [], [], 0.000
69:3, 45800:1, 57, 18, [], [], 0.000
69:3, 47705:8, 9, 101, [], [], 0.000
69:3, 47705:8, 49, 281, [], [], 0.000
69:3, 51732:3, 57, 17, [], [], 0.000
69:3, 57606:0, 57, 13, [], [], 0.000
69:3, 58077:15, 59, 1, [], [], 0.000
69:3, 58593:14, 59, 1, [], [], 0.000
69:3, 59915:3, 57, 2, [], [], 0.000
69:3, 62928:5, 18, 58, [], [], 0.000
69:3, 64330:17, 59, 1, [], [], 0.000
69:3, 66811:1, 57, 9, [], [], 0.000
69:3, 67659:0, 57, 9, [], [], 0.000
69:3, 72240:14, 59, 0, [], [], 0.000
69:3, 72240:14, 18, 9, [], [], 0.000
69:3, 73403:15, 59, 0, [], [], 0.000
69:3, 75152:0, 57, 26, [], [], 0.000
69:3, 81534:0, 57, 4, [], [], 0.000
69:3, 81777:12, 59, 1, [], [], 0.000
69:3, 81777:15, 59, 0, [], [], 0.000
69:3, 81986:15, 18, 15, [], [], 0.000
69:3, 82104:0, 57, 8, [], [], 0.000
69:3, 82465:2, 57, 2, [], [], 0.000
69:3, 87301:2, 57, 23, [], [], 0.000
69:3, 87473:2, 57, 4, [], [], 0.000
69:3, 91214:2, 57, 3, [], [], 0.000
69:3, 94256:3, 57, 41, [], [], 0.000
69:3, 96318:0, 57, 10, [], [], 0.000
69:3, 98118:8, 59, 5, [], [], 0.000
