TQ:Q, TS:S, q_pos, s_pos, q, s, d
4:0, 4:5, 0, 0, [], [], 0.000
4:0, 4:5, 1, 1, [], [], 0.000
4:0, 4:5, 2, 2, [], [], 0.000
4:0, 4:5, 3, 3, [], [], 0.000
4:0, 4:5, 4, 4, [], [], 0.000
4:0, 4:5, 5, 5, [], [], 0.000
4:0, 4:5, 6, 6, [], [], 0.000
4:0, 4:5, 7, 7, [], [], 0.000
4:0, 4:5, 8, 8, [], [], 0.000
4:0, 4:5, 9, 9, [], [], 0.000
4:0, 4:5, 10, 10, [], [], 0.000
4:0, 4:5, 11, 11, [], [], 0.000
4:0, 4:5, 12, 12, [], [], 0.000
4:0, 4:5, 13, 13, [], [], 0.000
4:0, 4:5, 14, 14, [], [], 0.000
4:0, 4:5, 15, 15, [], [], 0.000
4:0, 4:5, 16, 16, [], [], 0.000
4:0, 4:5, 17, 17, [], [], 0.000
4:0, 4:5, 18, 18, [], [], 0.000
4:0, 4:5, 19, 19, [], [], 0.000
4:0, 4:5, 20, 20, [], [], 0.000
4:0, 4:5, 21, 21, [], [], 0.000
4:0, 4:5, 22, 22, [], [], 0.000
4:0, 4:5, 23, 23, [], [], 0.000
4:0, 4:5, 24, 24, [], [], 0.000
4:0, 4:5, 25, 25, [], [], 0.000
4:0, 4:5, 26, 26, [], [], 0.000
4:0, 4:5, 27, 27, [], [], 0.000
4:0, 4:5, 28, 28, [], [], 0.000
4:0, 4:5, 29, 29, [], [], 0.000
4:0, 4:5, 30, 30, [], [], 0.000
4:0, 4:5, 31, 31, [], [], 0.000
4:0, 4:5, 32, 32, [], [], 0.000
4:0, 4:5, 33, 33, [], [], 0.000
4:0, 4:5, 34, 34, [], [], 0.000
4:0, 4:5, 35, 35, [], [], 0.000
4:0, 4:5, 36, 36, [], [], 0.000
4:0, 4:5, 37, 37, [], [], 0.000
4:0, 4:5, 38, 38, [], [], 0.000
4:0, 4:5, 39, 39, [], [], 0.000
4:0, 4:5, 40, 40, [], [], 0.000
4:0, 4:5, 41, 41, [], [], 0.000
4:0, 4:5, 42, 42, [], [], 0.000
4:0, 4:5, 43, 43, [], [], 0.000
4:0, 4:5, 44, 44, [], [], 0.000
4:0, 4:5, 45, 45, [], [], 0.000
4:0, 4:5, 46, 46, [], [], 0.000
4:0, 4:5, 47, 47, [], [], 0.000
4:0, 4:5, 48, 48, [], [], 0.000
4:0, 4:5, 49, 49, [], [], 0.000
4:0, 4:5, 50, 50, [], [], 0.000
4:0, 4:5, 51, 51, [], [], 0.000
4:0, 4:5, 52, 52, [], [], 0.000
4:0, 4:5, 53, 53, [], [], 0.000
4:0, 4:5, 54, 54, [], [], 0.000
4:0, 99:13, 54, 2, [], [], 0.000
4:0, 104:4, 54, 18, [], [], 0.000
4:0, 113:3, 54, 0, [], [], 0.000
4:0, 126:9, 17, 0, [], [], 0.000
4:0, 126:9, 18, 2, [], [], 0.000
4:0, 126:9, 19, 5, [], [], 0.000
4:0, 126:9, 21, 9, [], [], 0.000
4:0, 126:9, 23, 10, [], [], 0.000
4:0, 126:10, 11, 0, [], [], 0.000
4:0, 126:10, 12, 1, [], [], 0.000
4:0, 126:10, 13, 2, [], [], 0.000
4:0, 126:10, 14, 3, [], [], 0.000
4:0, 126:10, 15, 5, [], [], 0.000
4:0, 126:10, 17, 7, [], [], 0.000
4:0, 126:10, 18, 9, [], [], 0.000
4:0, 126:11, 19, 2, [], [], 0.000
4:0, 126:11, 20, 4, [], [], 0.000
4:0, 126:11, 22, 7, [], [], 0.000
4:0, 126:11, 24, 9, [], [], 0.000
4:0, 126:11, 25, 10, [], [], 0.000
4:0, 165:0, 54, 2, [], [], 0.000
4:0, 185:6, 54, 0, [], [], 0.000
4:0, 198:1, 16, 0, [], [], 0.000
4:0, 198:1, 17, 1, [], [], 0.000
4:0, 198:1, 20, 7, [], [], 0.000
4:0, 198:1, 21, 9, [], [], 0.000
4:0, 198:2, 10, 0, [], [], 0.000
4:0, 198:2, 11, 1, [], [], 0.000
4:0, 198:2, 12, 2, [], [], 0.000
4:0, 198:2, 13, 3, [], [], 0.000
4:0, 198:2, 14, 4, [], [], 0.000
4:0, 198:2, 15, 6, [], [], 0.000
4:0, 198:2, 17, 8, [], [], 0.000
4:0, 198:3, 23, 9, [], [], 0.000
4:0, 213:9, 17, 0, [], [], 0.000
4:0, 213:9, 18, 2, [], [], 0.000
4:0, 213:9, 19, 5, [], [], 0.000
4:0, 213:9, 21, 9, [], [], 0.000
4:0, 213:9, 23, 10, [], [], 0.000
4:0, 213:10, 11, 0, [], [], 0.000
4:0, 213:10, 12, 1, [], [], 0.000
4:0, 213:10, 13, 2, [], [], 0.000
4:0, 213:10, 14, 3, [], [], 0.000
4:0, 213:10, 15, 5, [], [], 0.000
4:0, 213:10, 17, 7, [], [], 0.000
4:0, 213:10, 18, 9, [], [], 0.000
4:0, 213:11, 19, 2, [], [], 0.000
4:0, 213:11, 20, 4, [], [], 0.000
4:0, 213:11, 22, 7, [], [], 0.000
4:0, 213:11, 24, 9, [], [], 0.000
4:0, 213:11, 25, 10, [], [], 0.000
4:0, 221:4, 54, 0, [], [], 0.000
4:0, 239:2, 28, 0, [], [], 0.000
4:0, 259:8, 54, 7, [], [], 0.000
4:0, 262:0, 54, 0, [], [], 0.000
4:0, 316:2, 17, 0, [], [], 0.000
4:0, 316:2, 18, 2, [], [], 0.000
4:0, 369:9, 17, 0, [], [], 0.000
4:0, 369:9, 18, 2, [], [], 0.000
4:0, 369:9, 19, 5, [], [], 0.000
4:0, 369:9, 21, 9, [], [], 0.000
4:0, 369:9, 23, 10, [], [], 0.000
4:0, 369:10, 11, 0, [], [], 0.000
4:0, 369:10, 12, 1, [], [], 0.000
4:0, 369:10, 13, 2, [], [], 0.000
4:0, 369:10, 14, 3, [], [], 0.000
4:0, 369:10, 15, 5, [], [], 0.000
4:0, 369:10, 17, 7, [], [], 0.000
4:0, 369:10, 18, 9, [], [], 0.000
4:0, 369:11, 19, 2, [], [], 0.000
4:0, 369:11, 20, 4, [], [], 0.000
4:0, 369:11, 22, 7, [], [], 0.000
4:0, 369:11, 24, 9, [], [], 0.000
4:0, 369:11, 25, 10, [], [], 0.000
4:0, 397:2, 31, 3, [], [], 0.000
4:0, 397:3, 31, 1, [], [], 0.000
4:0, 417:2, 0, 1, [], [], 0.000
4:0, 417:2, 1, 2, [], [], 0.000
4:0, 417:2, 2, 3, [], [], 0.000
4:0, 417:2, 3, 4, [], [], 0.000
