TQ:Q, TS:S, q_pos, s_pos, q, s, d
69:1, 275:0, 59, 40, [], [], 0.000
69:1, 453:0, 59, 3, [], [], 0.000
69:1, 1011:1, 59, 0, [], [], 0.000
69:1, 1212:5, 59, 0, [], [], 0.000
69:1, 1739:0, 59, 49, [], [], 0.000
69:1, 2313:5, 56, 110, [], [], 0.000
69:1, 2341:2, 59, 1, [], [], 0.000
69:1, 2341:3, 59, 1, [], [], 0.000
69:1, 2806:2, 59, 1, [], [], 0.000
69:1, 2806:3, 59, 1, [], [], 0.000
69:1, 2806:6, 59, 2, [], [], 0.000
69:1, 3786:7, 59, 11, [], [], 0.000
69:1, 3799:1, 59, 1, [], [], 0.000
69:1, 3799:2, 59, 1, [], [], 0.000
69:1, 3799:3, 59, 1, [], [], 0.000
69:1, 3799:4, 59, 1, [], [], 0.000
69:1, 3799:5, 59, 1, [], [], 0.000
69:1, 3799:6, 59, 1, [], [], 0.000
69:1, 3799:7, 59, 1, [], [], 0.000
69:1, 3799:8, 59, 1, [], [], 0.000
69:1, 3799:9, 59, 1, [], [], 0.000
69:1, 3799:10, 59, 1, [], [], 0.000
69:1, 6051:0, 59, 10, [], [], 0.000
69:1, 6784:1, 59, 1, [], [], 0.000
69:1, 6784:2, 59, 1, [], [], 0.000
69:1, 6784:3, 59, 1, [], [], 0.000
69:1, 6784:4, 59, 1, [], [], 0.000
69:1, 6784:5, 59, 1, [], [], 0.000
69:1, 6784:6, 59, 1, [], [], 0.000
69:1, 6784:7, 59, 1, [], [], 0.000
69:1, 7508:1, 59, 2, [], [], 0.000
69:1, 9456:1, 59, 3, [], [], 0.000
69:1, 9456:2, 59, 2, [], [], 0.000
69:1, 9900:1, 59, 1, [], [], 0.000
69:1, 9900:2, 59, 1, [], [], 0.000
69:1, 9900:3, 59, 1, [], [], 0.000
69:1, 9900:4, 59, 1, [], [], 0.000
69:1, 9900:5, 59, 1, [], [], 0.000
69:1, 9900:6, 59, 1, [], [], 0.000
69:1, 9900:7, 59, 1, [], [], 0.000
69:1, 10490:2, 59, 3, [], [], 0.000
69:1, 10751:2, 59, 3, [], [], 0.000
69:1, 11922:1, 59, 2, [], [], 0.000
69:1, 12211:1, 59, 1, [], [], 0.000
69:1, 12211:2, 59, 1, [], [], 0.000
69:1, 12238:0, 59, 1, [], [], 0.000
69:1, 12315:0, 59, 3, [], [], 0.000
69:1, 13594:0, 59, 1, [], [], 0.000
69:1, 13910:0, 59, 13, [], [], 0.000
69:1, 14737:0, 59, 10, [], [], 0.000
69:1, 14816:3, 59, 3, [], [], 0.000
69:1, 14816:4, 59, 4, [], [], 0.000
69:1, 14816:5, 59, 7, [], [], 0.000
69:1, 14816:6, 59, 48, [], [], 0.000
69:1, 14816:7, 59, 11, [], [], 0.000
69:1, 14829:1, 59, 1, [], [], 0.000
69:1, 14829:2, 59, 1, [], [], 0.000
69:1, 14829:3, 59, 1, [], [], 0.000
69:1, 14829:4, 59, 1, [], [], 0.000
69:1, 14829:5, 59, 1, [], [], 0.000
69:1, 14829:6, 59, 1, [], [], 0.000
69:1, 14829:7, 59, 1, [], [], 0.000
69:1, 15054:1, 59, 2, [], [], 0.000
69:1, 15054:2, 59, 1, [], [], 0.000
69:1, 15054:3, 59, 2, [], [], 0.000
69:1, 15054:4, 59, 2, [], [], 0.000
69:1, 15054:5, 59, 1, [], [], 0.000
69:1, 15054:6, 59, 1, [], [], 0.000
69:1, 15054:7, 59, 2, [], [], 0.000
69:1, 15054:8, 59, 2, [], [], 0.000
69:1, 15054:9, 59, 1, [], [], 0.000
69:1, 15054:10, 59, 1, [], [], 0.000
69:1, 15054:11, 59, 1, [], [], 0.000
69:1, 16245:1, 59, 3, [], [], 0.000
69:1, 16245:2, 59, 1, [], [], 0.000
69:1, 16245:3, 59, 1, [], [], 0.000
69:1, 16245:4, 59, 1, [], [], 0.000
69:1, 16323:1, 59, 1, [], [], 0.000
69:1, 16323:2, 59, 1, [], [], 0.000
69:1, 16323:3, 59, 1, [], [], 0.000
69:1, 16323:4, 59, 1, [], [], 0.000
69:1, 16323:5, 59, 1, [], [], 0.000
69:1, 16323:6, 59, 1, [], [], 0.000
69:1, 16323:7, 59, 1, [], [], 0.000
69:1, 16382:1, 59, 0, [], [], 0.000
69:1, 16382:2, 59, 0, [], [], 0.000
69:1, 16382:3, 59, 0, [], [], 0.000
69:1, 16382:4, 59, 0, [], [], 0.000
69:1, 16382:5, 59, 0, [], [], 0.000
69:1, 16501:1, 59, 1, [], [], 0.000
69:1, 16501:2, 59, 1, [], [], 0.000
69:1, 16501:3, 59, 1, [], [], 0.000
69:1, 16501:4, 59, 1, [], [], 0.000
69:1, 16501:5, 59, 1, [], [], 0.000
69:1, 16501:6, 59, 1, [], [], 0.000
69:1, 16501:7, 59, 1, [], [], 0.000
69:1, 18060:0, 59, 10, [], [], 0.000
69:1, 18731:1, 59, 2, [], [], 0.000
69:1, 20093:1, 59, 1, [], [], 0.000
69:1, 20093:2, 59, 1, [], [], 0.000
69:1, 20093:3, 59, 1, [], [], 0.000
69:1, 20533:1, 59, 2, [], [], 0.000
69:1, 20981:0, 59, 1, [], [], 0.000
69:1, 21327:0, 59, 1, [], [], 0.000
