Key : 4 Value : 9617761
Key : 2 Value : 8293373
Key : 3 Value : 8153920
Key : 5 Value : 5887240
Key : 7 Value : 4619937
Key : 6 Value : 4380062
Key : 8 Value : 1219474
Key : 9 Value : 1144711
Key : 10 Value : 1091728
Key : 12 Value : 686946
Key : 11 Value : 635268
Key : 14 Value : 381750
Key : 13 Value : 297207
Key : 15 Value : 205604
Key : 19 Value : 151206
Key : 18 Value : 149947
Key : 17 Value : 140356
Key : 16 Value : 122192
Key : 26 Value : 70448
Key : 21 Value : 58294
Key : 30 Value : 55311
Key : 24 Value : 53751
Key : 25 Value : 44145
Key : 20 Value : 42091
Key : 22 Value : 35949
Key : 23 Value : 30263
Key : 28 Value : 26723
Key : 27 Value : 21555
Key : 29 Value : 20307
Key : 32 Value : 7590
Key : 31 Value : 4055
Key : 40 Value : 3942
Key : 34 Value : 3739
Key : 118 Value : 2781
Key : 37 Value : 2328
Key : 42 Value : 1604
Key : 38 Value : 1465
Key : 39 Value : 881
Key : 33 Value : 825
Key : 36 Value : 738
Key : 134 Value : 390
Key : 35 Value : 341
Key : 79 Value : 168
Key : 83 Value : 126
Key : 67 Value : 126
Key : 58 Value : 123
Key : 64 Value : 78
Key : 44 Value : 68
Key : 46 Value : 67
Key : 48 Value : 46
Key : 43 Value : 43
Key : 57 Value : 34
Key : 55 Value : 34
Key : 50 Value : 33
Key : 41 Value : 33
Key : 61 Value : 28
Key : 111 Value : 27
Key : 89 Value : 25
Key : 51 Value : 24
Key : 49 Value : 21
Key : 109 Value : 14
Key : 62 Value : 14
Key : 52 Value : 13
Key : 101 Value : 11
Key : 45 Value : 8
Key : 60 Value : 7
Key : 66 Value : 6
Key : 63 Value : 6
Key : 56 Value : 6
Key : 102 Value : 5
Key : 73 Value : 5
Key : 54 Value : 5
Key : 53 Value : 4
Key : 100 Value : 3
Key : 68 Value : 3
Key : 47 Value : 3
Key : 85 Value : 2
Key : 105 Value : 2
Key : 78 Value : 2
Key : 65 Value : 2
Key : 18106 Value : 2
Key : 127 Value : 2
Key : 121 Value : 2
Key : 81 Value : 1
Key : 108 Value : 1
Key : 106 Value : 1
Key : 187 Value : 1
Key : 76 Value : 1
Key : 74 Value : 1
Key : 72 Value : 1
Key : 70 Value : 1
Key : 179 Value : 1
Key : 211 Value : 1
Key : 69 Value : 1
Key : 162 Value : 1
Key : 158 Value : 1
Key : 157 Value : 1
Key : 151 Value : 1
Key : 136 Value : 1
Key : 129 Value : 1
Key : 124 Value : 1
Key : 95 Value : 1
Key : 92 Value : 1
Key : 113 Value : 1
