TQ:Q, TS:S, qindex, sindex, q, s, d
104:0, 1:0, 0, 0, [], [], 0.000
104:0, 1:0, 0, 0, [], [], 0.889
104:0, 1:0, 0, 0, [], [], 0.949
104:0, 1:0, 0, 0, [], [], 0.958
104:0, 1:0, 0, 0, [], [], 0.962
104:0, 1:0, 0, 0, [], [], 0.966
104:0, 1:0, 0, 0, [], [], 0.975
104:0, 1:0, 0, 0, [], [], 0.979
104:0, 1:0, 0, 0, [], [], 0.992
104:0, 1:0, 0, 0, [], [], 0.999
104:0, 1:0, 0, 0, [], [], 1.005
104:0, 1:0, 0, 0, [], [], 1.012
104:0, 1:0, 0, 0, [], [], 1.027
104:0, 1:0, 0, 0, [], [], 1.028
104:0, 1:0, 0, 0, [], [], 1.029
104:0, 1:0, 0, 0, [], [], 1.032
104:0, 1:0, 0, 0, [], [], 1.034
104:0, 1:0, 0, 0, [], [], 1.034
104:0, 1:0, 0, 0, [], [], 1.034
104:0, 1:0, 0, 0, [], [], 1.035
104:0, 1:0, 0, 0, [], [], 1.036
104:0, 1:0, 0, 0, [], [], 1.037
104:0, 1:0, 0, 0, [], [], 1.038
104:0, 1:0, 0, 0, [], [], 1.044
104:0, 1:0, 0, 0, [], [], 1.044
104:0, 1:0, 0, 0, [], [], 1.046
104:0, 1:0, 0, 0, [], [], 1.046
104:0, 1:0, 0, 0, [], [], 1.047
104:0, 1:0, 0, 0, [], [], 1.048
104:0, 1:0, 0, 0, [], [], 1.050
104:0, 1:0, 0, 0, [], [], 1.054
104:0, 1:0, 0, 0, [], [], 1.055
104:0, 1:0, 0, 0, [], [], 1.057
104:0, 1:0, 0, 0, [], [], 1.058
104:0, 1:0, 0, 0, [], [], 1.063
104:0, 1:0, 0, 0, [], [], 1.064
104:0, 1:0, 0, 0, [], [], 1.065
104:0, 1:0, 0, 0, [], [], 1.065
104:0, 1:0, 0, 0, [], [], 1.065
104:0, 1:0, 0, 0, [], [], 1.066
104:0, 1:0, 0, 0, [], [], 1.067
104:0, 1:0, 0, 0, [], [], 1.067
104:0, 1:0, 0, 0, [], [], 1.067
104:0, 1:0, 0, 0, [], [], 1.068
104:0, 1:0, 0, 0, [], [], 1.068
104:0, 1:0, 0, 0, [], [], 1.069
104:0, 1:0, 0, 0, [], [], 1.069
104:0, 1:0, 0, 0, [], [], 1.071
104:0, 1:0, 0, 0, [], [], 1.071
104:0, 1:0, 0, 0, [], [], 1.071
104:0, 1:0, 0, 0, [], [], 1.071
104:0, 1:0, 0, 0, [], [], 1.073
104:0, 1:0, 0, 0, [], [], 1.073
104:0, 1:0, 0, 0, [], [], 1.073
104:0, 1:0, 0, 0, [], [], 1.074
104:0, 1:0, 0, 0, [], [], 1.075
104:0, 1:0, 0, 0, [], [], 1.075
104:0, 1:0, 0, 0, [], [], 1.077
104:0, 1:0, 0, 0, [], [], 1.077
104:0, 1:0, 0, 0, [], [], 1.077
104:0, 1:0, 0, 0, [], [], 1.078
104:0, 1:0, 0, 0, [], [], 1.079
104:0, 1:0, 0, 0, [], [], 1.081
104:0, 1:0, 0, 0, [], [], 1.082
104:0, 1:0, 0, 0, [], [], 1.082
104:0, 1:0, 0, 0, [], [], 1.083
104:0, 1:0, 0, 0, [], [], 1.083
104:0, 1:0, 0, 0, [], [], 1.083
104:0, 1:0, 0, 0, [], [], 1.084
104:0, 1:0, 0, 0, [], [], 1.085
104:0, 1:0, 0, 0, [], [], 1.085
104:0, 1:0, 0, 0, [], [], 1.086
104:0, 1:0, 0, 0, [], [], 1.086
104:0, 1:0, 0, 0, [], [], 1.088
104:0, 1:0, 0, 0, [], [], 1.089
104:0, 1:0, 0, 0, [], [], 1.089
104:0, 1:0, 0, 0, [], [], 1.089
104:0, 1:0, 0, 0, [], [], 1.093
104:0, 1:0, 0, 0, [], [], 1.094
104:0, 1:0, 0, 0, [], [], 1.094
104:0, 1:0, 0, 0, [], [], 1.096
104:0, 1:0, 0, 0, [], [], 1.096
104:0, 1:0, 0, 0, [], [], 1.096
104:0, 1:0, 0, 0, [], [], 1.098
104:0, 1:0, 0, 0, [], [], 1.099
104:0, 1:0, 0, 0, [], [], 1.099
104:0, 1:0, 0, 0, [], [], 1.100
104:0, 1:0, 0, 0, [], [], 1.105
104:0, 1:0, 0, 0, [], [], 1.105
104:0, 1:0, 0, 0, [], [], 1.106
104:0, 1:0, 0, 0, [], [], 1.106
104:0, 1:0, 0, 0, [], [], 1.106
104:0, 1:0, 0, 0, [], [], 1.106
104:0, 1:0, 0, 0, [], [], 1.107
104:0, 1:0, 0, 0, [], [], 1.107
104:0, 1:0, 0, 0, [], [], 1.108
104:0, 1:0, 0, 0, [], [], 1.108
104:0, 1:0, 0, 0, [], [], 1.108
104:0, 1:0, 0, 0, [], [], 1.108
104:0, 1:0, 0, 0, [], [], 1.109
104:0, 1:0, 0, 0, [], [], 1.110
104:0, 1:0, 0, 0, [], [], 1.111
104:0, 1:0, 0, 0, [], [], 1.111
104:0, 1:0, 0, 0, [], [], 1.111
104:0, 1:0, 0, 0, [], [], 1.112
104:0, 1:0, 0, 0, [], [], 1.112
104:0, 1:0, 0, 0, [], [], 1.112
104:0, 1:0, 0, 0, [], [], 1.113
104:0, 1:0, 0, 0, [], [], 1.114
104:0, 1:0, 0, 0, [], [], 1.114
104:0, 1:0, 0, 0, [], [], 1.114
104:0, 1:0, 0, 0, [], [], 1.114
104:0, 1:0, 0, 0, [], [], 1.115
104:0, 1:0, 0, 0, [], [], 1.115
104:0, 1:0, 0, 0, [], [], 1.115
104:0, 1:0, 0, 0, [], [], 1.116
104:0, 1:0, 0, 0, [], [], 1.116
104:0, 1:0, 0, 0, [], [], 1.117
104:0, 1:0, 0, 0, [], [], 1.117
104:0, 1:0, 0, 0, [], [], 1.117
104:0, 1:0, 0, 0, [], [], 1.118
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.119
104:0, 1:0, 0, 0, [], [], 1.120
104:0, 1:0, 0, 0, [], [], 1.120
104:0, 1:0, 0, 0, [], [], 1.122
104:0, 1:0, 0, 0, [], [], 1.122
104:0, 1:0, 0, 0, [], [], 1.122
104:0, 1:0, 0, 0, [], [], 1.123
104:0, 1:0, 0, 0, [], [], 1.123
104:0, 1:0, 0, 0, [], [], 1.125
104:0, 1:0, 0, 0, [], [], 1.125
104:0, 1:0, 0, 0, [], [], 1.126
104:0, 1:0, 0, 0, [], [], 1.126
104:0, 1:0, 0, 0, [], [], 1.126
104:0, 1:0, 0, 0, [], [], 1.127
104:0, 1:0, 0, 0, [], [], 1.127
104:0, 1:0, 0, 0, [], [], 1.127
104:0, 1:0, 0, 0, [], [], 1.127
104:0, 1:0, 0, 0, [], [], 1.127
104:0, 1:0, 0, 0, [], [], 1.128
104:0, 1:0, 0, 0, [], [], 1.129
104:0, 1:0, 0, 0, [], [], 1.129
104:0, 1:0, 0, 0, [], [], 1.130
104:0, 1:0, 0, 0, [], [], 1.130
104:0, 1:0, 0, 0, [], [], 1.130
104:0, 1:0, 0, 0, [], [], 1.131
104:0, 1:0, 0, 0, [], [], 1.131
104:0, 1:0, 0, 0, [], [], 1.131
104:0, 1:0, 0, 0, [], [], 1.132
104:0, 1:0, 0, 0, [], [], 1.133
104:0, 1:0, 0, 0, [], [], 1.133
104:0, 1:0, 0, 0, [], [], 1.133
104:0, 1:0, 0, 0, [], [], 1.133
104:0, 1:0, 0, 0, [], [], 1.134
104:0, 1:0, 0, 0, [], [], 1.134
104:0, 1:0, 0, 0, [], [], 1.134
104:0, 1:0, 0, 0, [], [], 1.134
