TQ:Q, TS:S, qindex, sindex, q, s, d
69:2, 1:1, 0, 1, [], [], 0.000
69:2, 1:1, 0, 1, [], [], 0.268
69:2, 1:1, 0, 1, [], [], 0.390
69:2, 1:1, 0, 1, [], [], 0.434
69:2, 1:1, 0, 1, [], [], 0.441
69:2, 1:1, 0, 1, [], [], 0.484
69:2, 1:1, 0, 1, [], [], 0.528
69:2, 1:1, 0, 1, [], [], 0.547
69:2, 1:1, 0, 1, [], [], 0.556
69:2, 1:1, 0, 1, [], [], 0.598
69:2, 1:1, 0, 1, [], [], 0.599
69:2, 1:1, 0, 1, [], [], 0.601
69:2, 1:1, 0, 1, [], [], 0.609
69:2, 1:1, 0, 1, [], [], 0.610
69:2, 1:1, 0, 1, [], [], 0.613
69:2, 1:1, 0, 1, [], [], 0.613
69:2, 1:1, 0, 1, [], [], 0.626
69:2, 1:1, 0, 1, [], [], 0.631
69:2, 1:1, 0, 1, [], [], 0.634
69:2, 1:1, 0, 1, [], [], 0.636
69:2, 1:1, 0, 1, [], [], 0.640
69:2, 1:1, 0, 1, [], [], 0.647
69:2, 1:1, 0, 1, [], [], 0.649
69:2, 1:1, 0, 1, [], [], 0.651
69:2, 1:1, 0, 1, [], [], 0.655
69:2, 1:1, 0, 1, [], [], 0.660
69:2, 1:1, 0, 1, [], [], 0.662
69:2, 1:1, 0, 1, [], [], 0.665
69:2, 1:1, 0, 1, [], [], 0.679
69:2, 1:1, 0, 1, [], [], 0.679
69:2, 1:1, 0, 1, [], [], 0.682
69:2, 1:1, 0, 1, [], [], 0.685
69:2, 1:1, 0, 1, [], [], 0.686
69:2, 1:1, 0, 1, [], [], 0.688
69:2, 1:1, 0, 1, [], [], 0.691
69:2, 1:1, 0, 1, [], [], 0.691
69:2, 1:1, 0, 1, [], [], 0.692
69:2, 1:1, 0, 1, [], [], 0.693
69:2, 1:1, 0, 1, [], [], 0.693
69:2, 1:1, 0, 1, [], [], 0.694
69:2, 1:1, 0, 1, [], [], 0.696
69:2, 1:1, 0, 1, [], [], 0.697
69:2, 1:1, 0, 1, [], [], 0.697
69:2, 1:1, 0, 1, [], [], 0.699
69:2, 1:1, 0, 1, [], [], 0.700
69:2, 1:1, 0, 1, [], [], 0.702
69:2, 1:1, 0, 1, [], [], 0.702
69:2, 1:1, 0, 1, [], [], 0.702
69:2, 1:1, 0, 1, [], [], 0.704
69:2, 1:1, 0, 1, [], [], 0.704
69:2, 1:1, 0, 1, [], [], 0.706
69:2, 1:1, 0, 1, [], [], 0.709
69:2, 1:1, 0, 1, [], [], 0.711
69:2, 1:1, 0, 1, [], [], 0.715
69:2, 1:1, 0, 1, [], [], 0.715
69:2, 1:1, 0, 1, [], [], 0.716
69:2, 1:1, 0, 1, [], [], 0.717
69:2, 1:1, 0, 1, [], [], 0.717
69:2, 1:1, 0, 1, [], [], 0.717
69:2, 1:1, 0, 1, [], [], 0.718
69:2, 1:1, 0, 1, [], [], 0.720
69:2, 1:1, 0, 1, [], [], 0.720
69:2, 1:1, 0, 1, [], [], 0.721
69:2, 1:1, 0, 1, [], [], 0.723
69:2, 1:1, 0, 1, [], [], 0.724
69:2, 1:1, 0, 1, [], [], 0.726
69:2, 1:1, 0, 1, [], [], 0.726
69:2, 1:1, 0, 1, [], [], 0.727
69:2, 1:1, 0, 1, [], [], 0.727
69:2, 1:1, 0, 1, [], [], 0.727
69:2, 1:1, 0, 1, [], [], 0.728
69:2, 1:1, 0, 1, [], [], 0.728
69:2, 1:1, 0, 1, [], [], 0.728
69:2, 1:1, 0, 1, [], [], 0.729
69:2, 1:1, 0, 1, [], [], 0.730
69:2, 1:1, 0, 1, [], [], 0.730
69:2, 1:1, 0, 1, [], [], 0.730
69:2, 1:1, 0, 1, [], [], 0.731
69:2, 1:1, 0, 1, [], [], 0.733
69:2, 1:1, 0, 1, [], [], 0.734
69:2, 1:1, 0, 1, [], [], 0.734
69:2, 1:1, 0, 1, [], [], 0.735
69:2, 1:1, 0, 1, [], [], 0.735
69:2, 1:1, 0, 1, [], [], 0.735
69:2, 1:1, 0, 1, [], [], 0.736
69:2, 1:1, 0, 1, [], [], 0.736
69:2, 1:1, 0, 1, [], [], 0.738
69:2, 1:1, 0, 1, [], [], 0.738
69:2, 1:1, 0, 1, [], [], 0.739
69:2, 1:1, 0, 1, [], [], 0.739
69:2, 1:1, 0, 1, [], [], 0.739
69:2, 1:1, 0, 1, [], [], 0.740
69:2, 1:1, 0, 1, [], [], 0.741
69:2, 1:1, 0, 1, [], [], 0.741
69:2, 1:1, 0, 1, [], [], 0.741
69:2, 1:1, 0, 1, [], [], 0.742
69:2, 1:1, 0, 1, [], [], 0.742
69:2, 1:1, 0, 1, [], [], 0.742
69:2, 1:1, 0, 1, [], [], 0.744
69:2, 1:1, 0, 1, [], [], 0.744
69:2, 1:1, 0, 1, [], [], 0.745
69:2, 1:1, 0, 1, [], [], 0.745
69:2, 1:1, 0, 1, [], [], 0.747
69:2, 1:1, 0, 1, [], [], 0.747
69:2, 1:1, 0, 1, [], [], 0.747
69:2, 1:1, 0, 1, [], [], 0.748
69:2, 1:1, 0, 1, [], [], 0.749
69:2, 1:1, 0, 1, [], [], 0.749
69:2, 1:1, 0, 1, [], [], 0.750
69:2, 1:1, 0, 1, [], [], 0.750
69:2, 1:1, 0, 1, [], [], 0.750
69:2, 1:1, 0, 1, [], [], 0.751
69:2, 1:1, 0, 1, [], [], 0.752
69:2, 1:1, 0, 1, [], [], 0.752
69:2, 1:1, 0, 1, [], [], 0.753
69:2, 1:1, 0, 1, [], [], 0.755
69:2, 1:1, 0, 1, [], [], 0.755
69:2, 1:1, 0, 1, [], [], 0.755
69:2, 1:1, 0, 1, [], [], 0.756
69:2, 1:1, 0, 1, [], [], 0.756
69:2, 1:1, 0, 1, [], [], 0.756
69:2, 1:1, 0, 1, [], [], 0.756
69:2, 1:1, 0, 1, [], [], 0.757
69:2, 1:1, 0, 1, [], [], 0.757
69:2, 1:1, 0, 1, [], [], 0.758
69:2, 1:1, 0, 1, [], [], 0.758
69:2, 1:1, 0, 1, [], [], 0.758
69:2, 1:1, 0, 1, [], [], 0.758
69:2, 1:1, 0, 1, [], [], 0.759
69:2, 1:1, 0, 1, [], [], 0.759
69:2, 1:1, 0, 1, [], [], 0.760
69:2, 1:1, 0, 1, [], [], 0.760
69:2, 1:1, 0, 1, [], [], 0.762
69:2, 1:1, 0, 1, [], [], 0.762
69:2, 1:1, 0, 1, [], [], 0.763
69:2, 1:1, 0, 1, [], [], 0.765
69:2, 1:1, 0, 1, [], [], 0.765
69:2, 1:1, 0, 1, [], [], 0.765
