TQ:Q, TS:S, qindex, sindex, q, s, d
77649:1, 77628:2, 0, 1, [], [], 1.093
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:0, 0, 0, [], [], 1.644
77649:1, 77628:2, 1, 1, [], [], 1.093
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:0, 1, 0, [], [], 1.644
77649:1, 77628:2, 2, 1, [], [], 1.093
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:0, 2, 0, [], [], 1.644
77649:1, 77628:2, 3, 1, [], [], 1.093
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:0, 3, 0, [], [], 1.644
77649:1, 77628:2, 4, 1, [], [], 1.093
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
77649:1, 77628:0, 4, 0, [], [], 1.644
