TQ:Q, TS:S, q_pos, s_pos, q, s, d
77637:1, 2:0, 0, 4, [], [], 0.000
77637:1, 4:2, 0, 4, [], [], 0.000
77637:1, 12:1, 0, 0, [], [], 0.000
77637:1, 20:0, 0, 4, [], [], 0.000
77637:1, 22:9, 0, 4, [], [], 0.000
77637:1, 29:1, 0, 0, [], [], 0.000
77637:1, 31:1, 0, 7, [], [], 0.000
77637:1, 36:0, 0, 4, [], [], 0.000
77637:1, 36:3, 0, 4, [], [], 0.000
77637:1, 36:4, 0, 4, [], [], 0.000
77637:1, 37:1, 0, 0, [], [], 0.000
77637:1, 40:1, 0, 0, [], [], 0.000
77637:1, 41:5, 0, 0, [], [], 0.000
77637:1, 42:1, 0, 3, [], [], 0.000
77637:1, 42:2, 0, 1, [], [], 0.000
77637:1, 43:0, 0, 0, [], [], 0.000
77637:1, 55:2, 0, 0, [], [], 0.000
77637:1, 57:4, 0, 3, [], [], 0.000
77637:1, 57:11, 0, 5, [], [], 0.000
77637:1, 57:13, 0, 3, [], [], 0.000
77637:1, 66:4, 0, 4, [], [], 0.000
77637:1, 66:7, 0, 4, [], [], 0.000
77637:1, 70:1, 0, 5, [], [], 0.000
77637:1, 70:2, 0, 5, [], [], 0.000
77637:1, 77:0, 0, 4, [], [], 0.000
77637:1, 78:0, 0, 4, [], [], 0.000
77637:1, 78:3, 0, 4, [], [], 0.000
77637:1, 78:4, 0, 4, [], [], 0.000
77637:1, 78:5, 0, 4, [], [], 0.000
77637:1, 80:1, 0, 1, [], [], 0.000
77637:1, 85:1, 0, 0, [], [], 0.000
77637:1, 97:0, 0, 0, [], [], 0.000
77637:1, 105:1, 0, 1, [], [], 0.000
77637:1, 115:1, 0, 0, [], [], 0.000
77637:1, 117:3, 0, 4, [], [], 0.000
77637:1, 126:5, 0, 1, [], [], 0.000
77637:1, 138:0, 0, 3, [], [], 0.000
77637:1, 147:4, 0, 0, [], [], 0.000
77637:1, 149:1, 0, 0, [], [], 0.000
77637:1, 151:1, 0, 0, [], [], 0.000
77637:1, 159:4, 0, 3, [], [], 0.000
77637:1, 171:0, 0, 5, [], [], 0.000
77637:1, 171:5, 0, 1, [], [], 0.000
77637:1, 194:0, 0, 4, [], [], 0.000
77637:1, 195:0, 0, 6, [], [], 0.000
77637:1, 204:1, 0, 0, [], [], 0.000
77637:1, 208:1, 0, 0, [], [], 0.000
77637:1, 213:5, 0, 1, [], [], 0.000
77637:1, 214:0, 0, 0, [], [], 0.000
77637:1, 225:1, 0, 0, [], [], 0.000
77637:1, 231:7, 0, 1, [], [], 0.000
77637:1, 263:0, 0, 4, [], [], 0.000
77637:1, 263:5, 0, 3, [], [], 0.000
77637:1, 272:6, 0, 0, [], [], 0.000
77637:1, 293:1, 0, 0, [], [], 0.000
77637:1, 295:4, 0, 0, [], [], 0.000
77637:1, 300:3, 0, 0, [], [], 0.000
77637:1, 319:0, 0, 6, [], [], 0.000
77637:1, 326:1, 0, 0, [], [], 0.000
77637:1, 329:1, 0, 0, [], [], 0.000
77637:1, 335:11, 0, 2, [], [], 0.000
77637:1, 345:4, 0, 0, [], [], 0.000
77637:1, 353:0, 0, 4, [], [], 0.000
77637:1, 353:3, 0, 4, [], [], 0.000
77637:1, 353:4, 0, 4, [], [], 0.000
77637:1, 367:0, 0, 4, [], [], 0.000
77637:1, 369:5, 0, 1, [], [], 0.000
77637:1, 385:4, 0, 0, [], [], 0.000
77637:1, 423:4, 0, 2, [], [], 0.000
77637:1, 435:1, 0, 0, [], [], 0.000
77637:1, 438:1, 0, 6, [], [], 0.000
77637:1, 441:0, 0, 4, [], [], 0.000
77637:1, 441:3, 0, 4, [], [], 0.000
77637:1, 441:4, 0, 4, [], [], 0.000
77637:1, 441:5, 0, 4, [], [], 0.000
77637:1, 446:1, 0, 0, [], [], 0.000
77637:1, 448:0, 0, 4, [], [], 0.000
77637:1, 448:3, 0, 4, [], [], 0.000
77637:1, 448:4, 0, 4, [], [], 0.000
77637:1, 456:1, 0, 0, [], [], 0.000
77637:1, 460:0, 0, 5, [], [], 0.000
77637:1, 461:1, 0, 0, [], [], 0.000
77637:1, 465:1, 0, 0, [], [], 0.000
77637:1, 469:3, 0, 4, [], [], 0.000
77637:1, 471:2, 0, 2, [], [], 0.000
77637:1, 471:3, 0, 3, [], [], 0.000
77637:1, 482:2, 0, 0, [], [], 0.000
77637:1, 483:0, 0, 5, [], [], 0.000
77637:1, 488:2, 0, 2, [], [], 0.000
77637:1, 512:5, 0, 1, [], [], 0.000
77637:1, 520:2, 0, 0, [], [], 0.000
77637:1, 528:5, 0, 1, [], [], 0.000
77637:1, 545:0, 0, 4, [], [], 0.000
77637:1, 545:3, 0, 4, [], [], 0.000
77637:1, 545:4, 0, 4, [], [], 0.000
77637:1, 545:5, 0, 4, [], [], 0.000
77637:1, 546:15, 0, 0, [], [], 0.000
77637:1, 553:0, 0, 4, [], [], 0.000
77637:1, 553:3, 0, 4, [], [], 0.000
77637:1, 99830:2, 0, 3, [], [], 0.000
77637:1, 2:0, 1, 12, [], [], 0.000
77637:1, 4:2, 1, 12, [], [], 0.000
77637:1, 12:1, 1, 1, [], [], 0.000
77637:1, 20:0, 1, 12, [], [], 0.000
77637:1, 22:9, 1, 12, [], [], 0.000
77637:1, 31:1, 1, 24, [], [], 0.000
77637:1, 36:0, 1, 12, [], [], 0.000
77637:1, 36:3, 1, 10, [], [], 0.000
77637:1, 37:1, 1, 1, [], [], 0.000
77637:1, 40:1, 1, 1, [], [], 0.000
77637:1, 41:5, 1, 1, [], [], 0.000
77637:1, 42:2, 1, 4, [], [], 0.000
77637:1, 43:0, 1, 1, [], [], 0.000
77637:1, 57:0, 1, 10, [], [], 0.000
77637:1, 57:6, 1, 7, [], [], 0.000
77637:1, 57:11, 1, 9, [], [], 0.000
77637:1, 66:8, 1, 7, [], [], 0.000
77637:1, 70:1, 1, 12, [], [], 0.000
77637:1, 70:2, 1, 12, [], [], 0.000
77637:1, 76:1, 1, 3, [], [], 0.000
77637:1, 77:0, 1, 12, [], [], 0.000
77637:1, 78:0, 1, 12, [], [], 0.000
77637:1, 78:3, 1, 12, [], [], 0.000
77637:1, 78:4, 1, 12, [], [], 0.000
77637:1, 78:5, 1, 12, [], [], 0.000
77637:1, 85:1, 1, 1, [], [], 0.000
77637:1, 86:1, 1, 1, [], [], 0.000
77637:1, 97:0, 1, 1, [], [], 0.000
77637:1, 115:1, 1, 1, [], [], 0.000
77637:1, 118:5, 1, 0, [], [], 0.000
77637:1, 126:3, 1, 6, [], [], 0.000
77637:1, 138:0, 1, 11, [], [], 0.000
77637:1, 149:1, 1, 1, [], [], 0.000
77637:1, 151:1, 1, 5, [], [], 0.000
77637:1, 158:2, 1, 5, [], [], 0.000
77637:1, 159:4, 1, 10, [], [], 0.000
77637:1, 171:0, 1, 7, [], [], 0.000
77637:1, 171:5, 1, 2, [], [], 0.000
77637:1, 182:2, 1, 1, [], [], 0.000
77637:1, 192:5, 1, 1, [], [], 0.000
77637:1, 192:6, 1, 7, [], [], 0.000
77637:1, 194:0, 1, 12, [], [], 0.000
77637:1, 204:1, 1, 1, [], [], 0.000
77637:1, 208:1, 1, 1, [], [], 0.000
77637:1, 213:3, 1, 6, [], [], 0.000
77637:1, 214:0, 1, 1, [], [], 0.000
77637:1, 218:1, 1, 1, [], [], 0.000
77637:1, 225:1, 1, 1, [], [], 0.000
77637:1, 241:1, 1, 3, [], [], 0.000
77637:1, 263:0, 1, 12, [], [], 0.000
77637:1, 276:5, 1, 2, [], [], 0.000
77637:1, 284:3, 1, 2, [], [], 0.000
77637:1, 288:2, 1, 5, [], [], 0.000
77637:1, 293:1, 1, 1, [], [], 0.000
77637:1, 295:4, 1, 1, [], [], 0.000
77637:1, 322:1, 1, 1, [], [], 0.000
77637:1, 326:1, 1, 1, [], [], 0.000
77637:1, 329:1, 1, 1, [], [], 0.000
77637:1, 335:2, 1, 9, [], [], 0.000
77637:1, 353:0, 1, 12, [], [], 0.000
77637:1, 353:3, 1, 10, [], [], 0.000
77637:1, 362:1, 1, 0, [], [], 0.000
77637:1, 367:0, 1, 12, [], [], 0.000
77637:1, 369:3, 1, 6, [], [], 0.000
77637:1, 385:4, 1, 1, [], [], 0.000
77637:1, 412:13, 1, 0, [], [], 0.000
77637:1, 418:0, 1, 14, [], [], 0.000
77637:1, 423:2, 1, 5, [], [], 0.000
77637:1, 423:4, 1, 6, [], [], 0.000
77637:1, 430:9, 1, 2, [], [], 0.000
77637:1, 435:1, 1, 1, [], [], 0.000
77637:1, 441:0, 1, 12, [], [], 0.000
77637:1, 441:3, 1, 11, [], [], 0.000
77637:1, 441:4, 1, 12, [], [], 0.000
77637:1, 441:5, 1, 12, [], [], 0.000
77637:1, 446:1, 1, 1, [], [], 0.000
77637:1, 448:0, 1, 12, [], [], 0.000
77637:1, 448:3, 1, 10, [], [], 0.000
77637:1, 456:1, 1, 1, [], [], 0.000
77637:1, 460:0, 1, 13, [], [], 0.000
77637:1, 461:1, 1, 1, [], [], 0.000
77637:1, 465:1, 1, 1, [], [], 0.000
77637:1, 471:7, 1, 2, [], [], 0.000
77637:1, 482:2, 1, 1, [], [], 0.000
77637:1, 493:1, 1, 5, [], [], 0.000
77637:1, 506:0, 1, 19, [], [], 0.000
77637:1, 512:3, 1, 6, [], [], 0.000
77637:1, 523:2, 1, 8, [], [], 0.000
77637:1, 528:3, 1, 6, [], [], 0.000
